name,name_kana,lat,lng,region,series,categories,description,key
ミギとダリ,,34.6932379,135.1943764,兵庫県,ミギとダリ,Wikipedia由来|エリア,神戸市(兵庫県)。『ミギとダリ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『高校鉄拳伝タフ』・『かげきしょうじょ!!』・『思い、思われ、ふり、ふられ』・『あさきゆめみし』の舞台としても記録されている。(出典: ja.wikipedia「ミギとダリ」)(出典: ja.wikipedia のカテゴリ),ミギとダリ
ヤマノススメ,,35.9754168,139.4160114,埼玉県,ヤマノススメ,公式選定|エリア,埼玉県。『ヤマノススメ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「ヤマノススメ (アニメ)」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ヤマノススメ
ヨコハマ買い出し紀行,,35.2814779,139.6719597,神奈川県,ヨコハマ買い出し紀行,Wikipedia由来|エリア,横須賀市(神奈川県)。『ヨコハマ買い出し紀行』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『スカイガールズ』・『B・B』・『たまゆら』の舞台としても記録されている。(出典: ja.wikipedia「ヨコハマ買い出し紀行」)(出典: ja.wikipedia のカテゴリ),ヨコハマ買い出し紀行
ラブライブ!,,35.6940537,139.7535006,東京都,ラブライブ!,公式選定|エリア,千代田区(東京都)。『ラブライブ!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「ラブライブ!」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ラブライブ!
ラブライブ!サンシャイン!!,,41.768793,140.729008,北海道,ラブライブ!サンシャイン!!,公式選定|エリア,函館市(北海道)。『ラブライブ!サンシャイン!!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「ラブライブ!サンシャイン!!」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ラブライブ!サンシャイン!!
ラブライブ!サンシャイン!!,,35.0957963,138.8633946,静岡県,ラブライブ!サンシャイン!!,公式選定|エリア,沼津市(静岡県)。『ラブライブ!サンシャイン!!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「ラブライブ!サンシャイン!!」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ラブライブ!サンシャイン!!_2
ラブライブ!スーパースター!!,,36.2869536,140.4703384,茨城県,ラブライブ!スーパースター!!,公式選定|エリア,茨城県。『ラブライブ!スーパースター!!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「ラブライブ!スーパースター!!」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ラブライブ!スーパースター!!
ラブライブ!虹ヶ咲学園スクールアイドル同好会,,35.6297628,139.7939817,東京都,ラブライブ!虹ヶ咲学園スクールアイドル同好会,公式選定,東京ビッグサイト(東京都)。『ラブライブ!虹ヶ咲学園スクールアイドル同好会』の舞台のモデルとされる。(出典: ja.wikipedia「ラブライブ!虹ヶ咲学園スクールアイドル同好会」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ラブライブ!虹ヶ咲学園スクールアイドル同好会
リコリス・リコイル,,35.7104196,139.8017421,東京都,リコリス・リコイル,公式選定|エリア,墨田区(東京都)。『リコリス・リコイル』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「リコリス・リコイル」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,リコリス・リコイル
一休さん,,34.8143918,135.7677347,京都府,一休さん,公式選定|エリア,京田辺市(京都府)。『一休さん』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: アニメツーリズム協会)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,一休さん
俺の妹がこんなに可愛いわけがない,,35.6070629,140.1062653,千葉県,俺の妹がこんなに可愛いわけがない,公式選定|エリア,千葉市(千葉県)。『俺の妹がこんなに可愛いわけがない』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「俺の妹がこんなに可愛いわけがない」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,俺の妹がこんなに可愛いわけがない
八十亀ちゃんかんさつにっき,,35.1851045,136.8998438,愛知県,八十亀ちゃんかんさつにっき,Wikipedia由来|エリア,名古屋市(愛知県)。『八十亀ちゃんかんさつにっき』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『すべてがFになる』・『名探偵コナン 緋色の弾丸』・『まじかる☆タルるートくん』・『うさぎドロップ』・『まめきちまめこニートの日常』・『やっとかめ探偵団』・『メダリスト』・『大須のぶーちゃん』・『トラとミケ』の舞台としても記録されている。(出典: ja.wikipedia「八十亀ちゃんかんさつにっき」)(出典: ja.wikipedia のカテゴリ),八十亀ちゃんかんさつにっき
凪のあすから,,33.8885409,136.100411,三重県,凪のあすから,公式選定|エリア,熊野市(三重県)。『凪のあすから』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: アニメツーリズム協会)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,凪のあすから
前橋ウィッチーズ,,36.3893418,139.0632826,群馬県,前橋ウィッチーズ,公式選定|エリア,前橋市(群馬県)。『前橋ウィッチーズ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「前橋ウィッチーズ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,前橋ウィッチーズ
千歳くんはラムネ瓶のなか,,35.9263502,136.6068127,福井県,千歳くんはラムネ瓶のなか,公式選定|エリア,福井県。『千歳くんはラムネ瓶のなか』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「千歳くんはラムネ瓶のなか」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,千歳くんはラムネ瓶のなか
名探偵コナン 100万ドルの五稜星,,41.768793,140.729008,北海道,名探偵コナン 100万ドルの五稜星,Wikipedia由来|エリア,函館市(北海道)。『名探偵コナン 100万ドルの五稜星』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『名探偵コナン 銀翼の奇術師』・『永久のユウグレ』・『東京大学物語』・『ノエイン もうひとりの君へ』の舞台としても記録されている。(出典: ja.wikipedia「名探偵コナン 100万ドルの五稜星」)(出典: ja.wikipedia のカテゴリ),名探偵コナン 100万ドルの五稜星
君の膵臓をたべたい,,33.5898988,130.4017509,福岡県,君の膵臓をたべたい,Wikipedia由来|エリア,福岡市(福岡県)。『君の膵臓をたべたい』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『ドグラ・マグラ』・『クッキングパパ』・『サザエさん』・『あぶさん』・『夫婦以上、恋人未満。』・『博多豚骨ラーメンズ』・『Buddy Daddies』・『劇場版MAJOR メジャー 友情の一球』・『ザ・サムライ』・『その時、カノジョは。』・『市立戦隊ダイテンジン』の舞台としても記録されている。(出典: ja.wikipedia「君の膵臓をたべたい」)(出典: ja.wikipedia のカテゴリ),君の膵臓をたべたい
君は放課後インソムニア,,36.9890574,136.8162839,石川県,君は放課後インソムニア,公式選定|エリア,石川県。『君は放課後インソムニア』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「君は放課後インソムニア」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,君は放課後インソムニア
四月は君の嘘,,35.7357808,139.6521325,東京都,四月は君の嘘,公式選定|エリア,練馬区(東京都)。『四月は君の嘘』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「四月は君の嘘」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,四月は君の嘘
夏目友人帳,,32.6450475,130.6341345,熊本県,夏目友人帳,公式選定|エリア,熊本県。『夏目友人帳』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「夏目友人帳」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,夏目友人帳
大奥,,35.6940537,139.7535006,東京都,大奥,Wikipedia由来|エリア,千代田区(東京都)。『大奥』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『邪神ちゃんドロップキック』・『秘密結社鷹の爪』の舞台としても記録されている。(出典: ja.wikipedia「大奥 (漫画)」)(出典: ja.wikipedia のカテゴリ),大奥
大奥,,32.7501611,129.8781002,長崎県,大奥,Wikipedia由来|エリア,長崎市(長崎県)。『大奥』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『お〜い!竜馬』・『REVENGER』の舞台としても記録されている。(出典: ja.wikipedia「大奥 (漫画)」)(出典: ja.wikipedia のカテゴリ),大奥_2
天才バカボン,,35.6937632,139.7036319,東京都,天才バカボン,Wikipedia由来|エリア,新宿区(東京都)。『天才バカボン』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『まことちゃん』・『幻魔大戦』・『真夜中のオカルト公務員』・『ハイスクールミステリー学園七不思議』・『ふれる。』・『忍者ハットリくん+パーマン 忍者怪獣ジッポウVSミラクル卵』の舞台としても記録されている。(出典: ja.wikipedia「天才バカボン」)(出典: ja.wikipedia のカテゴリ),天才バカボン
女子高生の無駄づかい,,35.9754168,139.4160114,埼玉県,女子高生の無駄づかい,公式選定|エリア,埼玉県。『女子高生の無駄づかい』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「女子高生の無駄づかい」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,女子高生の無駄づかい
宇宙よりも遠い場所,,36.52198,139.033483,群馬県,宇宙よりも遠い場所,公式選定|エリア,群馬県。『宇宙よりも遠い場所』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「宇宙よりも遠い場所」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,宇宙よりも遠い場所
幻魔大戦,,35.7177239,139.5659802,東京都,幻魔大戦,Wikipedia由来|エリア,武蔵野市(東京都)。『幻魔大戦』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『毎日かあさん』の舞台としても記録されている。(出典: ja.wikipedia「幻魔大戦 (映画)」)(出典: ja.wikipedia のカテゴリ),幻魔大戦
弱虫ペダル,,35.549399,140.2647303,千葉県,弱虫ペダル,公式選定|エリア,千葉県。『弱虫ペダル』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「弱虫ペダル」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,弱虫ペダル
彼女、お借りします,,35.7357808,139.6521325,東京都,彼女、お借りします,Wikipedia由来|エリア,練馬区(東京都)。『彼女、お借りします』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『ドラえもん』・『らんま1/2』・『ど根性ガエル』・『SSSS.GRIDMAN』・『がきデカ』・『ツヨシしっかりしなさい』・『ハヤテのごとく!』・『究極超人あ〜る』・『女子高生』・『鉄腕バーディー』・『かってに改蔵』・『ロボットガールズZ』・『魔女っ子チックル』・『少女ファイト』・『臨死!!江古田ちゃん』、ほか3作品の舞台としても記録されている。(出典: ja.wikipedia「彼女、お借りします」)(出典: ja.wikipedia のカテゴリ),彼女、お借りします
心が叫びたがってるんだ。(大慈寺),,35.9969461,139.09592,埼玉県,心が叫びたがってるんだ。,公式選定,大慈寺(埼玉県)。『心が叫びたがってるんだ。』の舞台として作中に登場する。作中の揚羽高等学校の校舎のモデルは栃木県立足利南高等学校。(出典: ja.wikipedia「心が叫びたがってるんだ。」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,心が叫びたがってるんだ。(大慈寺)
心が叫びたがってるんだ。(横瀬駅),,35.9852772,139.0977904,埼玉県,心が叫びたがってるんだ。,公式選定,横瀬駅(埼玉県)。『心が叫びたがってるんだ。』の舞台として作中に登場する。(出典: ja.wikipedia「心が叫びたがってるんだ。」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,心が叫びたがってるんだ。(横瀬駅)
惡の華,,35.8616141,139.6455666,埼玉県,惡の華,Wikipedia由来|エリア,さいたま市(埼玉県)。『惡の華』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『おおきく振りかぶって』・『新幹線変形ロボ シンカリオン』・『エースをねらえ!』・『ONE OUTS』・『赤き血のイレブン』・『宙のまにまに』・『ナナマル サンバツ』・『どんぐりの家』・『浦和の調ちゃん』・『よふかしのうた』・『フジログ』の舞台としても記録されている。(出典: ja.wikipedia「惡の華」)(出典: ja.wikipedia のカテゴリ),惡の華
推しが武道館いってくれたら死ぬ,,34.6553944,133.9194595,岡山県,推しが武道館いってくれたら死ぬ,公式選定|エリア,岡山市(岡山県)。『推しが武道館いってくれたら死ぬ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「推しが武道館いってくれたら死ぬ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,推しが武道館いってくれたら死ぬ
放課後ていぼう日誌(佐敷駅),,32.3024975,130.4972264,熊本県,放課後ていぼう日誌,公式選定,佐敷駅(熊本県)。『放課後ていぼう日誌』の舞台のモデルとされる。(出典: ja.wikipedia「放課後ていぼう日誌」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,放課後ていぼう日誌(佐敷駅)
放課後ていぼう日誌(海浦駅),,32.327975,130.488626,熊本県,放課後ていぼう日誌,公式選定,海浦駅(熊本県)。『放課後ていぼう日誌』の舞台のモデルとされる。(出典: ja.wikipedia「放課後ていぼう日誌」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,放課後ていぼう日誌(海浦駅)
文豪ストレイドッグス,,35.4503381,139.6343802,神奈川県,文豪ストレイドッグス,公式選定|エリア,横浜市(神奈川県)。『文豪ストレイドッグス』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「文豪ストレイドッグス」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,文豪ストレイドッグス
新世紀エヴァンゲリオン,,35.2323662,139.1068849,神奈川県,新世紀エヴァンゲリオン,公式選定|エリア,箱根町(神奈川県)。『新世紀エヴァンゲリオン』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: アニメツーリズム協会)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,新世紀エヴァンゲリオン
最終兵器彼女,,43.061936,141.3542924,北海道,最終兵器彼女,Wikipedia由来|エリア,札幌市(北海道)。『最終兵器彼女』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『波よ聞いてくれ』・『+チック姉さん』・『生徒会の一存』・『スナックバス江』・『ねこ・ねこ・幻想曲』・『サムライダー』・『超ぽじてぃぶ! ファイターズ』・『札幌乙女ごはん。』の舞台としても記録されている。(出典: ja.wikipedia「最終兵器彼女」)(出典: ja.wikipedia のカテゴリ),最終兵器彼女
月がきれい,,35.9251145,139.4856927,埼玉県,月がきれい,公式選定|エリア,川越市(埼玉県)。『月がきれい』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「月がきれい」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,月がきれい
桜蘭高校ホスト部,,35.7080255,139.7523066,東京都,桜蘭高校ホスト部,Wikipedia由来|エリア,文京区(東京都)。『桜蘭高校ホスト部』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『さよなら絶望先生』・『東京大学物語』・『ミラクルジャイアンツ童夢くん』・『こみっくがーるず』の舞台としても記録されている。(出典: ja.wikipedia「桜蘭高校ホスト部」)(出典: ja.wikipedia のカテゴリ),桜蘭高校ホスト部
氷菓,,36.1396246,137.2510322,岐阜県,氷菓,公式選定|エリア,高山市(岐阜県)。『氷菓』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「氷菓 (小説)」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,氷菓
江戸前エルフ,,35.6632293,139.7822568,東京都,江戸前エルフ,公式選定|エリア,月島(東京都)。『江戸前エルフ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「江戸前エルフ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,江戸前エルフ
沖縄で好きになった子が方言すぎてツラすぎる,,26.5707754,128.0255901,沖縄県,沖縄で好きになった子が方言すぎてツラすぎる,公式選定|エリア,沖縄県。『沖縄で好きになった子が方言すぎてツラすぎる』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「沖縄で好きになった子が方言すぎてツラすぎる」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,沖縄で好きになった子が方言すぎてツラすぎる
涼宮ハルヒシリーズ(甲陽園駅),,34.7608785,135.3301337,兵庫県,涼宮ハルヒシリーズ,公式選定,甲陽園駅(兵庫県)。『涼宮ハルヒシリーズ』の舞台のモデルとされる。(出典: ja.wikipedia「涼宮ハルヒシリーズ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,涼宮ハルヒシリーズ(甲陽園駅)
涼宮ハルヒシリーズ(西宮北口駅),,34.7459607,135.3568041,兵庫県,涼宮ハルヒシリーズ,公式選定,西宮北口駅(兵庫県)。『涼宮ハルヒシリーズ』の舞台のモデルとされる。(出典: ja.wikipedia「涼宮ハルヒシリーズ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,涼宮ハルヒシリーズ(西宮北口駅)
火垂るの墓,,34.7377745,135.3413128,兵庫県,火垂るの墓,Wikipedia由来|エリア,西宮市(兵庫県)。『火垂るの墓』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『涼宮ハルヒの憂鬱』・『坂本ですが?』・『長門有希ちゃんの消失』の舞台としても記録されている。(出典: ja.wikipedia「火垂るの墓」)(出典: ja.wikipedia のカテゴリ),火垂るの墓
男女の友情は成立する?（いや、しないっ!!）,,32.097681,131.294542,宮崎県,男女の友情は成立する?（いや、しないっ!!）,公式選定|エリア,宮崎県。『男女の友情は成立する?（いや、しないっ!!）』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「男女の友情は成立する?（いや、しないっ!!）」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,男女の友情は成立する?（いや、しないっ!!）
白い砂のアクアトープ,,26.5707754,128.0255901,沖縄県,白い砂のアクアトープ,公式選定|エリア,沖縄県。『白い砂のアクアトープ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「白い砂のアクアトープ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,白い砂のアクアトープ
真夜中ハートチューン,,35.6070629,140.1062653,千葉県,真夜中ハートチューン,Wikipedia由来|エリア,千葉市(千葉県)。『真夜中ハートチューン』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『私がモテないのはどう考えてもお前らが悪い!』・『ボールパークでつかまえて!』・『あっちこっち』・『けものとチャット』の舞台としても記録されている。(出典: ja.wikipedia「真夜中ハートチューン」)(出典: ja.wikipedia のカテゴリ),真夜中ハートチューン
神様はじめました,,35.9251145,139.4856927,埼玉県,神様はじめました,公式選定|エリア,川越市(埼玉県)。『神様はじめました』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「神様はじめました」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,神様はじめました
私を喰べたい、ひとでなし,,33.6013646,132.8185275,愛媛県,私を喰べたい、ひとでなし,公式選定|エリア,愛媛県。『私を喰べたい、ひとでなし』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「私を喰べたい、ひとでなし」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,私を喰べたい、ひとでなし
秒速5センチメートル,,36.3266804,139.6577238,栃木県,秒速5センチメートル,公式選定,岩舟駅(栃木県)。『秒速5センチメートル』の舞台として作中に登場する。(出典: ja.wikipedia「秒速5センチメートル」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,秒速5センチメートル
空の青さを知る人よ,,35.9754168,139.4160114,埼玉県,空の青さを知る人よ,公式選定|エリア,埼玉県。『空の青さを知る人よ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「空の青さを知る人よ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,空の青さを知る人よ
竜とそばかすの姫,,35.6768601,139.7638947,東京都,竜とそばかすの姫,公式選定|エリア,東京都。『竜とそばかすの姫』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「竜とそばかすの姫」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,竜とそばかすの姫
結城友奈は勇者である,,34.1284693,133.6628679,香川県,結城友奈は勇者である,公式選定|エリア,観音寺市(香川県)。『結城友奈は勇者である』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「結城友奈は勇者である」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,結城友奈は勇者である
美味しんぼ,,43.0552782,141.3409902,北海道,美味しんぼ,Wikipedia由来|エリア,中央区(北海道)。『美味しんぼ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『3月のライオン』・『透明な夜に駆ける君と、目に見えない恋をした。』・『乙女怪獣キャラメリゼ』・『大奥』・『月面兎兵器ミーナ』の舞台としても記録されている。(出典: ja.wikipedia「美味しんぼ」)(出典: ja.wikipedia のカテゴリ),美味しんぼ
美少女戦士セーラームーン,,35.1077444,136.8855549,愛知県,美少女戦士セーラームーン,Wikipedia由来|エリア,港区(愛知県)。『美少女戦士セーラームーン』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜』・『まほらば』・『大正野球娘。』・『バブル』の舞台としても記録されている。(出典: ja.wikipedia「美少女戦士セーラームーン」)(出典: ja.wikipedia のカテゴリ),美少女戦士セーラームーン
色づく世界の明日から,,32.7501611,129.8781002,長崎県,色づく世界の明日から,公式選定|エリア,長崎市(長崎県)。『色づく世界の明日から』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「色づく世界の明日から」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,色づく世界の明日から
花咲くいろは(湯涌温泉),,36.4853073,136.7576541,石川県,花咲くいろは,公式選定,湯涌温泉(石川県)。『花咲くいろは』の舞台のモデルとされる。(出典: ja.wikipedia「花咲くいろは」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,花咲くいろは(湯涌温泉)
花咲くいろは(西岸駅),,37.1477663,136.8744197,石川県,花咲くいろは,公式選定,西岸駅(石川県)。『花咲くいろは』の舞台のモデルとされる。(出典: ja.wikipedia「花咲くいろは」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,花咲くいろは(西岸駅)
菜なれ花なれ(舒林寺),,36.644029,139.0509077,群馬県,菜なれ花なれ,公式選定,舒林寺(群馬県)。『菜なれ花なれ』の舞台のモデルとされる。(出典: ja.wikipedia「菜なれ花なれ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,菜なれ花なれ(舒林寺)
菜なれ花なれ(高崎中央銀座商店街),,36.3281389,139.0053056,群馬県,菜なれ花なれ,公式選定,高崎中央銀座商店街(群馬県)。『菜なれ花なれ』の制作陣が取材した場所。(出典: ja.wikipedia「菜なれ花なれ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,菜なれ花なれ(高崎中央銀座商店街)
蒼の彼方のフォーリズム,,32.6470816,128.7683414,長崎県,蒼の彼方のフォーリズム,公式選定,五島列島(長崎県)。『蒼の彼方のフォーリズム』の舞台のモデルとされる。(出典: ja.wikipedia「蒼の彼方のフォーリズム」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,蒼の彼方のフォーリズム
蒼穹のファフナー,,34.4088519,133.2051549,広島県,蒼穹のファフナー,公式選定|エリア,尾道市(広島県)。『蒼穹のファフナー』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「蒼穹のファフナー」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,蒼穹のファフナー
藍より青し,,35.725913,139.7166365,東京都,藍より青し,Wikipedia由来|エリア,豊島区(東京都)。『藍より青し』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『バカ姉弟』・『ぼくらマンガ家 トキワ荘物語』の舞台としても記録されている。(出典: ja.wikipedia「藍より青し」)(出典: ja.wikipedia のカテゴリ),藍より青し
負けヒロインが多すぎる!,,34.769123,137.391461,愛知県,負けヒロインが多すぎる!,公式選定|エリア,豊橋市(愛知県)。『負けヒロインが多すぎる!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「負けヒロインが多すぎる!」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,負けヒロインが多すぎる!
超かぐや姫!,,35.7139057,139.4077701,東京都,超かぐや姫!,Wikipedia由来|エリア,立川市(東京都)。『超かぐや姫!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『とある魔術の禁書目録』・『聖☆おにいさん』・『パパのいうことを聞きなさい!』・『ガッチャマン クラウズ』・『世界征服〜謀略のズヴィズダー〜』・『だんちがい』・『カイトアンサ』・『ナゾトキネ』の舞台としても記録されている。(出典: ja.wikipedia「超かぐや姫!」)(出典: ja.wikipedia のカテゴリ),超かぐや姫!
透明な夜に駆ける君と、目に見えない恋をした。,,35.6727747,139.8169621,東京都,透明な夜に駆ける君と、目に見えない恋をした。,Wikipedia由来|エリア,江東区(東京都)。『透明な夜に駆ける君と、目に見えない恋をした。』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。同じ地点が『てーきゅう』・『恋と選挙とチョコレート』の舞台としても記録されている。(出典: ja.wikipedia「透明な夜に駆ける君と、目に見えない恋をした。」)(出典: ja.wikipedia のカテゴリ),透明な夜に駆ける君と、目に見えない恋をした。
進撃の巨人,,33.243098,130.9564327,大分県,進撃の巨人,公式選定,大山ダム(大分県)。『進撃の巨人』ゆかりの地として選定されている。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,進撃の巨人
釣りキチ三平,,39.3137847,140.5667433,秋田県,釣りキチ三平,公式選定|エリア,横手市(秋田県)。『釣りキチ三平』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「釣りキチ三平」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,釣りキチ三平
青のオーケストラ,,35.6070629,140.1062653,千葉県,青のオーケストラ,公式選定|エリア,千葉市(千葉県)。『青のオーケストラ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「青のオーケストラ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,青のオーケストラ
