key,effort,rule,evidence
DCTgarden IKEDA,じっくり,osm_feature,tourism=museum
JRタワー,じっくり,name_heavy,タワー
あさひかわ北彩都ガーデン,,default,手がかり無し
いわみざわ公園,,name_light,公園
うらかわ優駿ビレッジAERU,,default,手がかり無し
えこりん村,じっくり,wikipedia_fee,料金の記述あり
おたる水族館,じっくり,name_heavy,水族館
おびひろ動物園,じっくり,name_heavy,動物園
かかし古里館,じっくり,category,美術館博物館
かみゆうべつチューリップ公園,じっくり,wikipedia_fee,料金の記述あり
くるるの杜,,default,手がかり無し
さっぽろばんけいスキー場,じっくり,name_heavy,スキー場
さっぽろテレビ塔,,default,手がかり無し
さっぽろ羊ヶ丘展望台,じっくり,wikipedia_fee,料金の記述あり
しょさんべつ天文台,,default,手がかり無し
すすきの,,default,手がかり無し
ぬかびら温泉,じっくり,name_heavy,温泉
ぬかびら源泉郷スキー場,じっくり,name_heavy,スキー場
のぼりべつクマ牧場,じっくり,name_heavy,牧場
はこだて明治館,,default,手がかり無し
はこだて自由市場,,default,手がかり無し
ひがしかぐら森林公園,,name_light,公園
ひがし大雪自然館,じっくり,category,美術館博物館
ひまわりの里,,default,手がかり無し
ぴっぷスキー場,じっくり,name_heavy,スキー場
ふきだし公園,,name_light,公園
ふるさと公園 (新十津川町),,name_light,公園 
ふるさと銀河線りくべつ鉄道,,default,手がかり無し
ほろしん温泉,じっくり,name_heavy,温泉
まなぼっと幣舞,,default,手がかり無し
アトサヌプリ,,osm_feature,natural=peak
アポイ岳,じっくり,name_heavy,岳
ウトナイ湖,,default,手がかり無し
ウポポイ,じっくり,osm_feature,tourism=museum
エスコンフィールドHOKKAIDO,,default,手がかり無し
エドウィン・ダン記念館,じっくり,name_heavy,記念館
エンルム岬,,name_light,岬
オコタンペ湖,,osm_feature,natural=water
オシンコシンの滝,,name_light,滝
オニウシ公園,,name_light,公園
オホーツクとっかりセンター,じっくり,wikipedia_fee,料金の記述あり
オホーツク流氷館,じっくり,category,美術館博物館
オヤコツ,,default,手がかり無し
オロフレ峠,,default,手がかり無し
オンネトー,,osm_feature,natural=water
カトリック元町教会,,default,手がかり無し
カナディアンワールド,じっくり,name_heavy,ワールド
カムイスキーリンクス,,default,手がかり無し
カムイト沼,,osm_feature,natural=water
カムイワッカ湯の滝,,name_light,滝
カルルス温泉,じっくり,name_heavy,温泉
カルルス温泉サンライバスキー場,じっくり,name_heavy,温泉
キウス周堤墓群,,default,手がかり無し
キタカラ,,default,手がかり無し
キャンモアスキービレッジ,,default,手がかり無し
キロロスノーワールド,じっくり,name_heavy,ワールド
キロロリゾート,,default,手がかり無し
クッチャロ湖,,default,手がかり無し
ケンとメリーの木,,default,手がかり無し
サケのふるさと 千歳水族館,じっくり,name_heavy,水族館
サッポロさとらんど,,osm_feature,leisure=park
サッポロガーデンパーク,,default,手がかり無し
サッポロテイネ,,default,手がかり無し
サッポロビール博物館,じっくり,name_heavy,博物館
サッポロファクトリー,,default,手がかり無し
サホロリゾート,じっくり,osm_feature,tourism=hotel
サホロリゾート ベア・マウンテン,,default,手がかり無し
サラキ岬,,name_light,岬
サロベツ原野,,default,手がかり無し
サロマ湖,,default,手がかり無し
スコトン岬,,name_light,岬
スノークルーズ・オーンズ,,default,手がかり無し
タウシュベツ川橋梁,,name_light,橋梁
ダイナスティスキーリゾート,,default,手がかり無し
チキウ岬,,name_light,岬
チミケップ湖,,default,手がかり無し
トッカリショ,,osm_feature,tourism=viewpoint
トドワラ,,osm_feature,tourism=viewpoint
トムラウシ温泉,じっくり,name_heavy,温泉
トラピスト修道院,,default,手がかり無し
トロッコ王国美深,,default,手がかり無し
ナウマン温泉,じっくり,name_heavy,温泉
ニセコHANAZONOリゾート,,default,手がかり無し
ニセコアンヌプリ,,osm_feature,natural=peak
ニセコアンヌプリ国際スキー場,じっくり,name_heavy,スキー場
ニセコビレッジ,,default,手がかり無し
ニセコ東急 グラン・ヒラフ,,default,手がかり無し
ニセコ温泉郷,じっくり,name_heavy,温泉
ニセコ積丹小樽海岸国定公園,,name_light,公園
ノーザンホースパーク,じっくり,name_heavy,スパ
パンケ沼,,default,手がかり無し
ピヤシリ山,じっくり,name_heavy,山
ピョウタンの滝,,name_light,滝
ファーム富田,,default,手がかり無し
フラノマルシェ,,default,手がかり無し
フレペの滝,,name_light,滝
ペシ岬,,name_light,岬
マイルドセブンの丘,,default,手がかり無し
マウントレースイ,じっくり,osm_feature,tourism=hotel
マクンベツ湿原,じっくり,name_heavy,湿原
マスイチ浜,,default,手がかり無し
メルヘンの丘,,default,手がかり無し
メルヘン交差点,,default,手がかり無し
モエレ沼公園,,name_light,公園
モヨロ貝塚,,name_light,貝塚
ルスツリゾート,じっくり,osm_feature,tourism=theme_park
レンガの館,,default,手がかり無し
ローズガーデンちっぷべつ,,osm_feature,leisure=park
ローソク岩,,default,手がかり無し
ワッカ原生花園,,default,手がかり無し
三井アウトレットパーク 札幌北広島,,default,手がかり無し
三国峠 (北海道),,default,手がかり無し
三段滝 (北海道),,default,手がかり無し
三浦綾子記念文学館,じっくり,name_heavy,文学館
三笠市立博物館,じっくり,name_heavy,博物館
三笠鉄道記念館,じっくり,name_heavy,記念館
三階滝 (北海道),,default,手がかり無し
三頭山 (北海道),,osm_feature,natural=peak
上川神社,,default,手がかり無し
上砂川駅,,name_light,駅
上野ファーム,,default,手がかり無し
中原悌二郎記念旭川市彫刻美術館,じっくり,name_heavy,美術館
中山峠 (国道230号),,default,手がかり無し
中島公園,,name_light,公園
中川町エコミュージアムセンター,じっくり,name_heavy,ミュージアム
中札内美術村,じっくり,osm_feature,tourism=museum
中標津空港,,name_light,港
中頓別鍾乳洞,じっくり,name_heavy,鍾乳洞
丸瀬布森林公園いこいの森,じっくり,wikipedia_fee,料金の記述あり
丸瀬布温泉,じっくり,name_heavy,温泉
丸駒温泉,じっくり,name_heavy,温泉
久種湖,,osm_feature,natural=water
九度山,じっくり,name_heavy,山
亀田八幡宮,,default,手がかり無し
二条市場,,default,手がかり無し
二股ラヂウム温泉,じっくり,name_heavy,温泉
二風谷アイヌ文化博物館,じっくり,name_heavy,博物館
五稜郭,じっくり,category,城
五稜郭タワー,じっくり,name_heavy,タワー
井上靖記念館,じっくり,name_heavy,記念館
伊達温泉,じっくり,name_heavy,温泉
余市蒸溜所,,default,手がかり無し
倶多楽湖,,default,手がかり無し
元和台海浜公園,,name_light,公園
元町公園,,name_light,公園
光善寺 (北海道松前町),,default,手がかり無し
入江・高砂貝塚,,name_light,貝塚
八雲町郷土資料館,じっくり,name_heavy,資料館
六花の森,じっくり,osm_feature,tourism=museum
円山 (札幌市),,default,手がかり無し
円山公園 (札幌市),,name_light,公園 
函館ハリストス正教会,,default,手がかり無し
函館七飯スノーパーク,,default,手がかり無し
函館八幡宮,,default,手がかり無し
函館公園,,name_light,公園
函館山,じっくり,name_heavy,山
函館山ロープウェイ,,default,手がかり無し
函館市北方民族資料館,じっくり,name_heavy,資料館
函館市旧イギリス領事館,,default,手がかり無し
函館市熱帯植物園,じっくり,name_heavy,植物園
函館市縄文文化交流センター,じっくり,category,美術館博物館
函館市青函連絡船記念館摩周丸,じっくり,name_heavy,記念館
函館朝市,,osm_feature,historic=memorial
函館空港,,name_light,港
函館競輪場,,default,手がかり無し
函館競馬場,じっくり,wikipedia_fee,料金の記述あり
函館聖ヨハネ教会,,default,手がかり無し
函館駅,,name_light,駅
初山別温泉,じっくり,name_heavy,温泉
利尻ふれあい温泉,じっくり,name_heavy,温泉
利尻富士温泉,じっくり,name_heavy,温泉
利尻山,じっくり,name_heavy,山
利尻礼文サロベツ国立公園,,name_light,公園
利根別自然公園,,name_light,公園
前田森林公園,,name_light,公園
剣山 (芽室町・清水町),,default,手がかり無し
剣淵町絵本の館,,default,手がかり無し
勝山館,,default,手がかり無し
北きつね牧場,じっくり,name_heavy,牧場
北オホーツク道立自然公園,,name_light,公園
北一ヴェネツィア美術館,じっくり,name_heavy,美術館
北欧の風 道の駅とうべつ,,name_light,道の駅
北海道グリーンランド,じっくり,name_heavy,ランド
北海道・北東北の縄文遺跡群,,default,手がかり無し
北海道博物館,じっくり,name_heavy,博物館
北海道大学,じっくり,osm_feature,tourism=museum
北海道大学植物園,じっくり,name_heavy,植物園
北海道子どもの国,,default,手がかり無し
北海道庁旧本庁舎,,default,手がかり無し
北海道旅客鉄道苗穂工場,,default,手がかり無し
北海道知事公館,,default,手がかり無し
北海道神宮,,osm_feature,historic=memorial
北海道立ゆめの森公園,,name_light,公園
北海道立オホーツク公園,,name_light,公園
北海道立オホーツク流氷公園,,name_light,公園
北海道立サンピラーパーク,,osm_feature,leisure=park
北海道立三岸好太郎美術館,じっくり,name_heavy,美術館
北海道立函館美術館,じっくり,name_heavy,美術館
北海道立北方民族博物館,じっくり,name_heavy,博物館
北海道立噴火湾パノラマパーク,,default,手がかり無し
北海道立宗谷ふれあい公園,,name_light,公園
北海道立帯広美術館,じっくり,name_heavy,美術館
北海道立文学館,じっくり,name_heavy,文学館
北海道立旭川美術館,じっくり,name_heavy,美術館
北海道立真駒内公園,,name_light,公園
北海道立近代美術館,じっくり,name_heavy,美術館
北海道立道南四季の杜公園,,name_light,公園
北海道立道民の森,,default,手がかり無し
北海道立野幌総合運動公園,,name_light,公園
北海道立釧路芸術館,じっくり,category,美術館博物館
北海道護國神社,,default,手がかり無し
北海道開拓の村,じっくり,category,美術館博物館
北海道駒ヶ岳,じっくり,name_heavy,岳
北湯沢温泉,じっくり,name_heavy,温泉
北見ハッカ記念館,じっくり,name_heavy,記念館
北見神威岬,,name_light,岬
北邦野草園,じっくり,category,美術館博物館
北鎮記念館,じっくり,name_heavy,記念館
北防波堤ドーム,,osm_feature,leisure=park
北黄金貝塚,,name_light,貝塚
十勝が丘公園,,name_light,公園
十勝エコロジーパーク,,default,手がかり無し
十勝スピードウェイ,,default,手がかり無し
十勝ヒルズ,じっくり,wikipedia_fee,料金の記述あり
十勝千年の森,じっくり,wikipedia_fee,料金の記述あり
十勝岳,じっくり,name_heavy,岳
十勝岳望岳台,,osm_feature,tourism=viewpoint
十勝岳温泉,じっくり,name_heavy,温泉
十勝川温泉,じっくり,name_heavy,温泉
十勝幌尻岳,じっくり,name_heavy,岳
博物館網走監獄,じっくり,name_heavy,博物館
厚岸湖,,default,手がかり無し
厚岸霧多布昆布森国定公園,,name_light,公園
厳島神社 (増毛町),,default,手がかり無し
名寄ピヤシリスキー場,じっくり,name_heavy,スキー場
吹上温泉 (北海道),じっくり,name_heavy,温泉
和寒町郷土資料館,じっくり,name_heavy,資料館
四季彩の丘,じっくり,wikipedia_fee,料金の記述あり
四稜郭,,default,手がかり無し
国道12号,,default,手がかり無し
国道336号,,default,手がかり無し
國稀酒造,,default,手がかり無し
地獄谷 (登別市),,default,手がかり無し
垣ノ島遺跡,,name_light,跡
塘路湖,,default,手がかり無し
塩狩峠記念館,じっくり,name_heavy,記念館
増毛駅,,name_light,駅
夕張市石炭博物館,じっくり,name_heavy,博物館
外国人墓地 (函館),,default,手がかり無し
外国樹種見本林,,default,手がかり無し
多和平,,osm_feature,tourism=viewpoint
大倉山 (北海道),,default,手がかり無し
大倉山ジャンプ競技場,じっくり,wikipedia_fee,料金の記述あり
大岬旧海軍望楼跡,,name_light,跡
大樹町多目的航空公園,,name_light,公園
大沼 (七飯町),,default,手がかり無し
大沼 (稚内市),,default,手がかり無し
大沼国定公園,,name_light,公園
大船遺跡,,name_light,跡
大通公園,,name_light,公園
大間埼灯台,,name_light,灯台
大雪展望台,,name_light,展望台
大雪山国立公園,,name_light,公園
大雪山層雲峡・黒岳ロープウェイ,,default,手がかり無し
大雪高原温泉,じっくり,name_heavy,温泉
大鵬相撲記念館,じっくり,name_heavy,記念館
大黒島 (室蘭市),,default,手がかり無し
天に続く道,,osm_feature,tourism=viewpoint
天人峡温泉,じっくり,name_heavy,温泉
天使の聖母トラピスチヌ修道院,,default,手がかり無し
天塩岳道立自然公園,,name_light,公園
天塩川温泉,じっくり,name_heavy,温泉
天売島,,default,手がかり無し
天狗山 (小樽市),,osm_feature,natural=peak
天都山,じっくり,name_heavy,山
太陽の丘えんがる公園,,name_light,公園
女満別空港,,name_light,港
安田侃彫刻美術館 アルテピアッツァ美唄,じっくり,name_heavy,美術館
宗谷丘陵,,default,手がかり無し
宗谷岬,,name_light,岬
宗谷岬ウインドファーム,,default,手がかり無し
定山渓ダム,,name_light,ダム
定山渓温泉,じっくり,name_heavy,温泉
実行寺 (函館市),,default,手がかり無し
室蘭八幡宮,,default,手がかり無し
室蘭港,,name_light,港
室蘭駅,,name_light,駅
宮島沼,,osm_feature,natural=water
家畜改良センター十勝牧場,じっくり,name_heavy,牧場
富良野スキー場,じっくり,name_heavy,スキー場
富良野芦別道立自然公園,,name_light,公園
寿都漁港,,name_light,漁港
小幌駅,,name_light,駅
小樽天狗山ロープウエイ,,default,手がかり無し
小樽市総合博物館,じっくり,name_heavy,博物館
小樽港マリーナ,,default,手がかり無し
小樽運河,,osm_feature,tourism=viewpoint
小清水原生花園,,default,手がかり無し
就実の丘,,default,手がかり無し
尻羽岬,,name_light,岬
屈斜路湖,,default,手がかり無し
層雲峡,じっくり,name_heavy,峡
層雲峡温泉,じっくり,name_heavy,温泉
山の水族館,じっくり,name_heavy,水族館
山彦の滝,,name_light,滝
岩見沢レールセンター,,default,手がかり無し
岩見沢市絵画ホール・松島正幸記念館,じっくり,name_heavy,記念館
嵐山公園 (北海道),,name_light,公園 
川下公園,,name_light,公園
川口遺跡,,name_light,跡
川湯温泉 (北海道),じっくり,name_heavy,温泉
市民の森 (函館市),,default,手がかり無し
市立室蘭水族館,じっくり,name_heavy,水族館
市立小樽文学館,じっくり,name_heavy,文学館
帯広百年記念館,じっくり,name_heavy,記念館
帯広空港,,name_light,港
帯広競馬場,じっくり,wikipedia_fee,料金の記述あり
帯広駅,,name_light,駅
常磐公園,,name_light,公園
幌尻岳,じっくり,name_heavy,岳
幌岩山,じっくり,name_heavy,山
幌見峠,,default,手がかり無し
幕別温泉,じっくり,name_heavy,温泉
幣舞橋,,name_light,橋
平取町芽生すずらん群生地,,default,手がかり無し
平和の滝,,name_light,滝
平和通買物公園,,name_light,公園
平岡公園,,name_light,公園
平岡樹芸センター,,default,手がかり無し
幸福駅,,name_light,駅
幾寅駅,,name_light,駅
弟子屈町屈斜路コタンアイヌ民族資料館,じっくり,name_heavy,資料館
当麻鍾乳洞,じっくり,name_heavy,鍾乳洞
忠類ナウマン象記念館,じっくり,name_heavy,記念館
恵山 (火山),,default,手がかり無し
恵山岬,,name_light,岬
恵山道立自然公園,,name_light,公園
恵比島駅,,name_light,駅
悲別ロマン座,,default,手がかり無し
愛冠岬,,name_light,岬
愛国駅,,name_light,駅
戸外炉峠,,osm_feature,historic=memorial
戸田記念墓地公園,,name_light,公園
手宮公園,じっくり,wikipedia_fee,料金の記述あり
手稲山,じっくり,name_heavy,山
拓真館,じっくり,osm_feature,tourism=museum
摩周温泉,じっくり,name_heavy,温泉
摩周湖,,default,手がかり無し
支笏洞爺国立公園,,name_light,公園
支笏湖,,default,手がかり無し
支笏湖温泉,じっくり,name_heavy,温泉
斜里岳,じっくり,name_heavy,岳
斜里岳道立自然公園,,name_light,公園
新さっぽろアークシティ サンピアザ,,default,手がかり無し
新さっぽろサンピアザ水族館,じっくり,name_heavy,水族館
新ひだか町アイヌ民俗資料館,じっくり,name_heavy,資料館
新千歳空港,,name_light,港
新星館 須田剋太・島岡達三美術館,じっくり,name_heavy,美術館
新登別大橋,,name_light,大橋
日の出公園 (上富良野町),,name_light,公園 
日勝峠,,default,手がかり無し
日本銀行旧小樽支店金融資料館,じっくり,name_heavy,資料館
日高山脈襟裳十勝国立公園,,name_light,公園
日高育成牧場,じっくり,name_heavy,牧場
旧ロシア領事館 (函館市),,default,手がかり無し
旧函館区公会堂,,default,手がかり無し
旧島松駅逓所,,default,手がかり無し
旭山記念公園,,name_light,公園
旭岳,じっくり,name_heavy,岳
旭岳ロープウェイ,,default,手がかり無し
旭岳温泉,じっくり,name_heavy,温泉
旭川市大雪クリスタルホール,じっくり,name_heavy,ホール
旭川市旭山動物園,じっくり,name_heavy,動物園
旭川市科学館 サイパル,じっくり,name_heavy,科学館
旭川空港,,name_light,港
旭橋 (旭川市),,default,手がかり無し
旭温泉 (北海道),じっくり,name_heavy,温泉
明治公園 (根室市),,name_light,公園 
星野リゾート トマム,,default,手がかり無し
春国岱,,default,手がかり無し
昭和新山,じっくり,name_heavy,山
晩成温泉,じっくり,name_heavy,温泉
暑寒別天売焼尻国定公園,,name_light,公園
月形樺戸博物館,じっくり,name_heavy,博物館
有島記念館,じっくり,name_heavy,記念館
有珠山,じっくり,name_heavy,山
有珠山サービスエリア,,default,手がかり無し
有珠山ロープウェイ,,default,手がかり無し
朝日ケ丘公園 (大空町),,name_light,公園 
朝日ヶ丘総合公園,,name_light,公園
朝里ダム,,name_light,ダム
朝里岳,じっくり,name_heavy,岳
朝里川温泉,じっくり,name_heavy,温泉
朝里川温泉スキー場,じっくり,name_heavy,温泉
札幌ゴルフ倶楽部,じっくり,name_heavy,ゴルフ
札幌ステラプレイス,,default,手がかり無し
札幌ドーム,じっくり,wikipedia_fee,料金の記述あり
札幌三井JPビルディング,,default,手がかり無し
札幌国際スキー場,じっくり,name_heavy,スキー場
札幌市中央卸売市場,,default,手がかり無し
札幌市円山動物園,じっくり,name_heavy,動物園
札幌市時計台,,name_light,時計台
札幌市美香保体育館,,default,手がかり無し
札幌市豊平川さけ科学館,じっくり,name_heavy,科学館
札幌市資料館,じっくり,name_heavy,資料館
札幌市青少年科学館,じっくり,name_heavy,科学館
札幌競馬場,じっくり,wikipedia_fee,料金の記述あり
札幌芸術の森,じっくり,wikipedia_fee,料金の記述あり
札幌芸術の森美術館,じっくり,name_heavy,美術館
札幌藻岩山スキー場,じっくり,name_heavy,スキー場
札幌農学校第2農場,じっくり,category,美術館博物館
札幌駅,,name_light,駅
朱鞠内湖,,default,手がかり無し
朱鞠内道立自然公園,,name_light,公園
東川町キトウシ森林公園家族旅行村,,osm_feature,leisure=park
松前城,じっくり,name_heavy,城
松前矢越道立自然公園,,name_light,公園
柳月,,default,手がかり無し
根室車石,,default,手がかり無し
桂沢ダム,,name_light,ダム
標津サーモン科学館,じっくり,name_heavy,科学館
横綱千代の山・千代の富士記念館,じっくり,name_heavy,記念館
樽前山,じっくり,name_heavy,山
檜山道立自然公園,,name_light,公園
毛無山 (小樽市),,osm_feature,natural=peak
水無海浜温泉,じっくり,name_heavy,温泉
氷雪の門,,name_light,門
江別市ガラス工芸館,じっくり,category,美術館博物館
江差追分会館・江差山車会館,じっくり,wikipedia_fee,料金の記述あり
池田町ブドウ・ブドウ酒研究所,,default,手がかり無し
法華寺 (北海道松前町),,default,手がかり無し
洞爺湖,,default,手がかり無し
洞爺湖温泉,じっくり,name_heavy,温泉
津別峠,,default,手がかり無し
津軽海峡,じっくり,name_heavy,峡
浜頓別温泉,じっくり,name_heavy,温泉
浦臼神社,,default,手がかり無し
深川市桜山公園,,name_light,公園
清水円山展望台,,name_light,展望台
清華亭,,default,手がかり無し
温根湯温泉,じっくり,name_heavy,温泉
測量山,じっくり,name_heavy,山
湯の川温泉 (北海道),じっくり,name_heavy,温泉
湯倉神社,,default,手がかり無し
滝川市航空科学センター,じっくり,category,美術館博物館
滝川市郷土館,じっくり,category,美術館博物館
滝野すずらん丘陵公園,,name_light,公園
濁川温泉,じっくり,name_heavy,温泉
濤沸湖,,default,手がかり無し
然別湖,,default,手がかり無し
然別湖畔温泉,じっくり,name_heavy,温泉
焼尻島,,osm_feature,man_made=lighthouse
狩勝峠,,osm_feature,tourism=viewpoint
狩場茂津多道立自然公園,,name_light,公園
狸小路商店街,,name_light,商店街
玉泉館跡地公園,,name_light,公園
由仁温泉,じっくり,name_heavy,温泉
男山 (酒造メーカー),,default,手がかり無し
留真温泉,じっくり,name_heavy,温泉
留萌テレビ中継局,,default,手がかり無し
留萌市海のふるさと館,じっくり,category,美術館博物館
登別マリンパークニクス,じっくり,category,美術館博物館
登別伊達時代村,,osm_feature,tourism=viewpoint
登別温泉,じっくり,name_heavy,温泉
白い恋人パーク,じっくり,osm_feature,tourism=museum
白ひげの滝,,name_light,滝
白滝パーキングエリア,,default,手がかり無し
白神岬,,name_light,岬
白老仙台藩陣屋跡,,name_light,跡
白金温泉,じっくり,name_heavy,温泉
白鳥大橋,,name_light,大橋
百合が原公園,,name_light,公園
真宗大谷派函館別院,,default,手がかり無し
真鍋庭園,じっくり,category,美術館博物館
真駒内屋内競技場,,default,手がかり無し
知内温泉,じっくり,name_heavy,温泉
知床 (世界遺産),,default,手がかり無し
知床五湖,,default,手がかり無し
知床国立公園,,name_light,公園
知床岬,,name_light,岬
知床峠,,osm_feature,historic=memorial
知床硫黄山,じっくり,name_heavy,山
石北峠,,osm_feature,tourism=viewpoint
石狩灯台,,name_light,灯台
砂川サービスエリア,,default,手がかり無し
碧血碑,,name_light,碑
礼文岳,じっくり,name_heavy,岳
社台スタリオンステーション,,default,手がかり無し
神の子池,,default,手がかり無し
神仙沼,,osm_feature,natural=water
神威岬,,name_light,岬
神居古潭,,default,手がかり無し
神楽岡公園,,name_light,公園
福島町青函トンネル記念館,じっくり,name_heavy,記念館
秩父別温泉,じっくり,name_heavy,温泉
稚内公園,,name_light,公園
稚内副港市場,,default,手がかり無し
稚内市立ノシャップ寒流水族館,じっくり,name_heavy,水族館
稚内市開基百年記念塔・北方記念館,じっくり,name_heavy,記念館
稚内温泉,じっくり,name_heavy,温泉
稚内港,,name_light,港
稚内駅,,name_light,駅
穂別博物館,じっくり,name_heavy,博物館
積丹岬,,name_light,岬
突哨山,じっくり,name_heavy,山
立待岬,,name_light,岬
竹山高原温泉,じっくり,name_heavy,温泉
笹流ダム,,name_light,ダム
糠平ダム,,name_light,ダム
糠平駅,,name_light,駅
納沙布岬,,name_light,岬
細岡展望台,,name_light,展望台
絵鞆岬,,name_light,岬
網走国定公園,,name_light,公園
網走市立美術館,じっくり,name_heavy,美術館
網走市立郷土博物館,じっくり,name_heavy,博物館
網走湖,,default,手がかり無し
総合公園だて歴史の杜,,osm_feature,leisure=park
緑ヶ丘公園 (帯広市),,name_light,公園 
羅臼岳,じっくり,name_heavy,岳
羅臼温泉,じっくり,name_heavy,温泉
羅臼湖,,osm_feature,tourism=viewpoint
羅臼漁港,,name_light,漁港
羊と雲の丘,,default,手がかり無し
羊蹄山,じっくり,name_heavy,山
美利河温泉,じっくり,name_heavy,温泉
美幌峠,,osm_feature,tourism=viewpoint
美瑛岳,じっくり,name_heavy,岳
羽衣の滝,,name_light,滝
能取湖,,default,手がかり無し
芦別温泉,じっくり,name_heavy,温泉
芽登温泉,じっくり,name_heavy,温泉
苫小牧市民文化公園,,name_light,公園
苫小牧市科学センター,じっくり,category,美術館博物館
苫小牧市緑ヶ丘公園,,name_light,公園
苫小牧市美術博物館,じっくり,name_heavy,博物館
苫小牧市錦大沼公園,,name_light,公園
萱野茂二風谷アイヌ資料館,じっくり,name_heavy,資料館
藻岩山 (札幌市),,osm_feature,natural=peak
蘭島海水浴場,,osm_feature,tourism=viewpoint
蘭越町貝の館,じっくり,category,美術館博物館
襟裳岬,,name_light,岬
襟裳岬灯台,,name_light,灯台
西岡公園,,name_light,公園
見晴公園 (函館市),,name_light,公園 
谷地頭温泉,じっくり,name_heavy,温泉
豊似湖,,default,手がかり無し
豊富温泉,じっくり,name_heavy,温泉
豊平公園,,name_light,公園
豊平峡ダム,,name_light,ダム
豊平館,,default,手がかり無し
賀老の滝,,name_light,滝
足寄動物化石博物館,じっくり,name_heavy,博物館
農試公園,,name_light,公園
道と川の駅花ロードえにわ,,default,手がかり無し
道の駅230ルスツ,,name_light,道の駅
道の駅275つきがた,,name_light,道の駅
道の駅YOU・遊・もり,,name_light,道の駅
道の駅☆ロマン街道しょさんべつ,,name_light,道の駅
道の駅あいおい,,name_light,道の駅
道の駅あかいがわ,,name_light,道の駅
道の駅あさひかわ,,name_light,道の駅
道の駅あしょろ銀河ホール21,,name_light,道の駅
道の駅あっさぶ,,name_light,道の駅
道の駅あびら D51ステーション,,name_light,道の駅
道の駅あぷた,,name_light,道の駅
道の駅いわない,,name_light,道の駅
道の駅うたしないチロルの湯,,name_light,道の駅
道の駅うとろ・シリエトク,,name_light,道の駅
道の駅うらほろ,,name_light,道の駅
道の駅うりまく,,name_light,道の駅
道の駅えんべつ富士見,,name_light,道の駅
道の駅おうむ,,name_light,道の駅
道の駅おこっぺ,,name_light,道の駅
道の駅おだいとう,,name_light,道の駅
道の駅おといねっぷ,,name_light,道の駅
道の駅おとふけ,,name_light,道の駅
道の駅おびら鰊番屋,,name_light,道の駅
道の駅おんねゆ温泉,,name_light,道の駅
道の駅かみしほろ,,name_light,道の駅
道の駅かみゆうべつ温泉チューリップの湯,,name_light,道の駅
道の駅くろまつない,,name_light,道の駅
道の駅ぐるっとパノラマ美幌峠,,name_light,道の駅
道の駅さらべつ,,name_light,道の駅
道の駅さるふつ公園,,name_light,道の駅
道の駅しかおい,,name_light,道の駅
道の駅しかべ間歇泉公園,じっくり,wikipedia_fee,料金の記述あり
道の駅しほろ温泉,,name_light,道の駅
道の駅しゃり,,name_light,道の駅
道の駅しらぬか恋問,,name_light,道の駅
道の駅しりうち,,name_light,道の駅
道の駅しんしのつ,,name_light,道の駅
道の駅そうべつ情報館i(アイ),,name_light,道の駅
道の駅たきかわ,,name_light,道の駅
道の駅つど〜る・プラザ・さわら,,name_light,道の駅
道の駅つるぬま,,name_light,道の駅
道の駅てしお,,name_light,道の駅
道の駅てっくいランド大成,,name_light,道の駅
道の駅とうま,,name_light,道の駅
道の駅とうや湖,,name_light,道の駅
道の駅とようら,,name_light,道の駅
道の駅なかがわ,,name_light,道の駅
道の駅なかさつない,,name_light,道の駅
道の駅なとわ・えさん,,name_light,道の駅
道の駅なないろ・ななえ,,name_light,道の駅
道の駅にしおこっぺ花夢,,name_light,道の駅
道の駅はなやか（葉菜野花）小清水,,name_light,道の駅
道の駅ひがしかわ「道草館」,,name_light,道の駅
道の駅びえい「丘のくら」,,name_light,道の駅
道の駅びえい「白金ビルケ」,,name_light,道の駅
道の駅びふか,,name_light,道の駅
道の駅ほっと♡はぼろ,,name_light,道の駅
道の駅まるせっぷ,,name_light,道の駅
道の駅みそぎの郷 きこない,,name_light,道の駅
道の駅みたら室蘭,,name_light,道の駅
道の駅みついし,,name_light,道の駅
道の駅みなとま〜れ寿都,,name_light,道の駅
道の駅むかわ四季の館,,name_light,道の駅
道の駅もち米の里☆なよろ,,name_light,道の駅
道の駅よってけ!島牧,,name_light,道の駅
道の駅るもい,,name_light,道の駅
道の駅ウトナイ湖,,name_light,道の駅
道の駅オスコイ!かもえない,,name_light,道の駅
道の駅オホーツク紋別,,name_light,道の駅
道の駅オーロラタウン93りくべつ,,name_light,道の駅
道の駅ガーデンスパ十勝川温泉,じっくり,wikipedia_fee,料金の記述あり
道の駅コスモール大樹,,name_light,道の駅
道の駅サラブレッドロード新冠,,name_light,道の駅
道の駅サロマ湖,,name_light,道の駅
道の駅サンフラワー北竜,,name_light,道の駅
道の駅サーモンパーク千歳,,name_light,道の駅
道の駅スタープラザ芦別,,name_light,道の駅
道の駅ステラ★ほんべつ,,name_light,道の駅
道の駅スペース・アップルよいち,,name_light,道の駅
道の駅スワン44ねむろ,,name_light,道の駅
道の駅ニセコビュープラザ,,name_light,道の駅
道の駅ノンキーランド ひがしもこと,,name_light,道の駅
道の駅ハウスヤルビ奈井江,,name_light,道の駅
道の駅パパスランドさっつる,,name_light,道の駅
道の駅ピア21しほろ,,name_light,道の駅
道の駅マオイの丘公園,,name_light,道の駅
道の駅マリーンアイランド岡島,,name_light,道の駅
