key,effort,rule,evidence
西江寺 (宇和島市),,default,手がかり無し
見奈良温泉,じっくり,name_heavy,温泉
遊子水荷浦の段畑,,osm_feature,tourism=viewpoint
道の駅うわじま きさいや広場,,name_light,道の駅
道の駅しまなみの駅御島,,name_light,道の駅
道の駅どんぶり館,,name_light,道の駅
道の駅ふたみ,,name_light,道の駅
道の駅みま,,name_light,道の駅
道の駅よしうみいきいき館,,name_light,道の駅
道の駅今治市多々羅しまなみ公園,,name_light,道の駅
道の駅今治湯ノ浦温泉,,name_light,道の駅
道の駅伊方きらら館,,name_light,道の駅
道の駅伯方S・Cパーク,,name_light,道の駅
道の駅八幡浜みなっと,,name_light,道の駅
道の駅内子フレッシュパークからり,,name_light,道の駅
道の駅天空の郷さんさん,,name_light,道の駅
道の駅小松オアシス,,name_light,道の駅
道の駅津島熱田温泉,,name_light,道の駅
道の駅霧の森,,name_light,道の駅
道後公園,,name_light,公園
道後温泉,じっくり,name_heavy,温泉
道後温泉本館,じっくり,name_heavy,温泉
道後温泉駅,,name_light,駅
金砂湖県立自然公園,,name_light,公園
鈍川温泉,じっくり,name_heavy,温泉
鉄道歴史パーク in SAIJO,じっくり,category,美術館博物館
長福寺 (西条市),,default,手がかり無し
開明学校,,default,手がかり無し
雪輪の滝,,name_light,滝
青島 (愛媛県),,default,手がかり無し
面河山岳博物館,じっくり,name_heavy,博物館
面河渓,,default,手がかり無し
香園寺,,default,手がかり無し
高畠華宵大正ロマン館,じっくり,category,美術館博物館
高茂岬,,name_light,岬
鷹の子温泉,じっくり,name_heavy,温泉
鹿島 (愛南町),,default,手がかり無し
いの町紙の博物館,じっくり,name_heavy,博物館
にこ淵,,default,手がかり無し
ひろめ市場,,default,手がかり無し
むろと廃校水族館,じっくり,name_heavy,水族館
ゆとりすとパークおおとよ,,osm_feature,leisure=park
わんぱーくこうちアニマルランド,じっくり,name_heavy,ランド
ジョン万次郎資料館,じっくり,name_heavy,資料館
トンボ自然公園,じっくり,wikipedia_fee,料金の記述あり
中岡慎太郎館,じっくり,osm_feature,tourism=museum
五台山 (高知市),,default,手がかり無し
伊尾木洞,じっくり,name_heavy,洞
入野海岸,,default,手がかり無し
北川村モネの庭マルモッタン,じっくり,osm_feature,tourism=museum
北川温泉 (高知県),じっくり,name_heavy,温泉
吉良川町,,default,手がかり無し
咸陽島,,default,手がかり無し
善楽寺,,default,手がかり無し
四国自動車博物館,じっくり,name_heavy,博物館
土佐国分寺,,default,手がかり無し
土佐神社,,default,手がかり無し
大善寺 (須崎市),,default,手がかり無し
大日寺 (香南市),,default,手がかり無し
大樽の滝,,name_light,滝
天狗高原,じっくり,name_heavy,高原
安芸駅,,name_light,駅
室戸ジオパーク,,default,手がかり無し
室戸岬,,name_light,岬
室戸岬灯台,,name_light,灯台
寒風山 (高知県・愛媛県),,osm_feature,natural=peak
小村神社,,default,手がかり無し
岡豊城,じっくり,name_heavy,城
岩本寺,,default,手がかり無し
延光寺,,default,手がかり無し
御厨人窟,,default,手がかり無し
手結港可動橋,,name_light,橋
播磨屋橋,,name_light,橋
旧山内家下屋敷長屋,じっくり,name_heavy,屋敷
早明浦ダム,,name_light,ダム
最御崎寺,,default,手がかり無し
杉の大スギ,,default,手がかり無し
柏島,,default,手がかり無し
桂浜,,default,手がかり無し
桂浜水族館,じっくり,name_heavy,水族館
梶ヶ森県立自然公園,,name_light,公園
梼原町立歴史民俗資料館,じっくり,name_heavy,資料館
横山隆一記念まんが館,じっくり,category,美術館博物館
津照寺,,default,手がかり無し
海洋堂かっぱ館,じっくり,category,美術館博物館
海洋堂ホビー館四万十,じっくり,category,美術館博物館
清瀧寺 (土佐市),,default,手がかり無し
白山洞門,,name_light,門
白山神社 (土佐清水市),,default,手がかり無し
白滝鉱山,じっくり,name_heavy,山
白髪山 (高知県本山町),,osm_feature,natural=peak
神峯寺,,default,手がかり無し
神峯神社,,default,手がかり無し
禅師峰寺,,default,手がかり無し
種崎千松公園,,name_light,公園
種間寺,,osm_feature,amenity=parking
稲叢山,じっくり,name_heavy,山
竹林寺 (高知市),じっくり,wikipedia_fee,料金の記述あり
筆山公園,,name_light,公園
若宮八幡宮 (高知市),,default,手がかり無し
要法寺 (高知市),,default,手がかり無し
豊楽寺,,default,手がかり無し
足摺宇和海国立公園,,name_light,公園
足摺岬,,name_light,岬
足摺岬灯台,,name_light,灯台
足摺海底館,じっくり,osm_feature,tourism=aquarium
足摺温泉,じっくり,name_heavy,温泉
轟の滝 (高知県),,default,手がかり無し
道の駅633美の里,,name_light,道の駅
道の駅あぐり窪川,,name_light,道の駅
道の駅かわうその里すさき,,name_light,道の駅
道の駅すくも,,name_light,道の駅
道の駅なぶら土佐佐賀,,name_light,道の駅
道の駅やす,,name_light,道の駅
道の駅キラメッセ室戸,じっくり,wikipedia_fee,料金の記述あり
道の駅南国風良里,,name_light,道の駅
道の駅四万十とおわ,,name_light,道の駅
道の駅四万十大正,,name_light,道の駅
道の駅土佐和紙工芸村,,name_light,道の駅
道の駅大山,,name_light,道の駅
道の駅大月,,name_light,道の駅
道の駅大杉,,name_light,道の駅
道の駅木の香,,name_light,道の駅
道の駅田野駅屋,,name_light,道の駅
野根山街道,,default,手がかり無し
野良時計,,default,手がかり無し
金剛福寺,,default,手がかり無し
金剛頂寺 (室戸市),,default,手がかり無し
長尾鶏センター,,default,手がかり無し
雪蹊寺,,default,手がかり無し
青龍寺 (土佐市),,default,手がかり無し
香美市立やなせたかし記念館,じっくり,name_heavy,記念館
馬路温泉,じっくり,name_heavy,温泉
高知城,じっくり,name_heavy,城
高知市文化プラザかるぽーと,,default,手がかり無し
高知市立自由民権記念館,じっくり,name_heavy,記念館
高知市立龍馬の生まれたまち記念館,じっくり,name_heavy,記念館
高知県立のいち動物公園,じっくり,wikipedia_fee,料金の記述あり
高知県立坂本龍馬記念館,じっくり,name_heavy,記念館
高知県立文学館,じっくり,name_heavy,文学館
高知県立歴史民俗資料館,じっくり,name_heavy,資料館
高知県立牧野植物園,じっくり,name_heavy,植物園
高知県立美術館,じっくり,name_heavy,美術館
高知県立足摺海洋館,じっくり,category,美術館博物館
高知県立高知城歴史博物館,じっくり,name_heavy,博物館
龍河洞,じっくり,name_heavy,洞
ABURAYAMA FUKUOKA,じっくり,wikipedia_fee,料金の記述あり
E・ZO FUKUOKA,,default,手がかり無し
HAWKSベースボールパーク筑後,,osm_feature,leisure=park
JR博多シティ,,default,手がかり無し
「博多町家」ふるさと館,じっくり,wikipedia_fee,料金の記述あり
「神宿る島」宗像・沖ノ島と関連遺産群,,default,手がかり無し
だざいふ遊園地,じっくり,name_heavy,遊園地
のこのしまアイランドパーク,じっくり,wikipedia_fee,料金の記述あり
めかりパーキングエリア,,default,手がかり無し
アクロス福岡,,default,手がかり無し
アミュプラザ小倉,,default,手がかり無し
キッザニア福岡,,default,手がかり無し
キャナルシティ博多,,default,手がかり無し
クリークの里石丸山公園,じっくり,wikipedia_fee,料金の記述あり
グリーンパーク・響灘緑地,じっくり,wikipedia_fee,料金の記述あり
グローバルアリーナ,,default,手がかり無し
コムシティ,,default,手がかり無し
シーサイドももち,,default,手がかり無し
シーサイドももち海浜公園,,name_light,公園
チャチャタウン小倉,,default,手がかり無し
トリアス (ショッピングセンター),,default,手がかり無し
ベイサイドプレイス博多埠頭,,name_light,埠頭
マリゾン,,default,手がかり無し
マリンメッセ福岡,,default,手がかり無し
マリンワールド海の中道,じっくり,category,美術館博物館
リバーウォーク北九州,,default,手がかり無し
七夕神社,,default,手がかり無し
三井三池炭鉱,,default,手がかり無し
三井港倶楽部,,default,手がかり無し
三柱神社 (柳川市),じっくり,wikipedia_fee,料金の記述あり
三池港,,name_light,港
中ノ島公園 (那珂川市),,name_light,公園 
中央公園 (久留米市),,name_light,公園 
中央公園 (北九州市),,name_light,公園 
中山の大フジ,,default,手がかり無し
中洲,,default,手がかり無し
久留米城,じっくり,name_heavy,城
久留米市美術館,じっくり,name_heavy,美術館
久留米市鳥類センター,じっくり,category,美術館博物館
九州マクセル赤煉瓦記念館,じっくり,name_heavy,記念館
九州国立博物館,じっくり,name_heavy,博物館
九州歴史資料館,じっくり,name_heavy,資料館
九州鉄道記念館,じっくり,name_heavy,記念館
二日市温泉 (筑紫野市),じっくり,name_heavy,温泉
二見ヶ浦 (福岡県),,default,手がかり無し
今村天主堂,,default,手がかり無し
伊都国歴史博物館,じっくり,name_heavy,博物館
住吉神社 (福岡市),,default,手がかり無し
元寇史料館,じっくり,name_heavy,史料館
光明寺 (太宰府市),,default,手がかり無し
光雲神社,,default,手がかり無し
八坂神社 (北九州市),,default,手がかり無し
八女伝統工芸館,,default,手がかり無し
八女市黒木,,default,手がかり無し
内田三連橋梁,,name_light,橋梁
到津の森公園,,name_light,公園
勝盛公園,じっくり,wikipedia_fee,料金の記述あり
北九州メディアドーム,,default,手がかり無し
北九州国定公園,,name_light,公園
北九州市大連友好記念館,じっくり,name_heavy,記念館
北九州市旧大阪商船,じっくり,osm_feature,tourism=museum
北九州市旧門司三井倶楽部,じっくり,osm_feature,tourism=museum
北九州市旧門司税関,,osm_feature,tourism=viewpoint
北九州市漫画ミュージアム,じっくり,name_heavy,ミュージアム
北九州市立いのちのたび博物館,じっくり,name_heavy,博物館
北九州市立松本清張記念館,じっくり,name_heavy,記念館
北九州市立美術館,じっくり,name_heavy,美術館
北九州空港,,name_light,港
北原白秋生家,じっくり,name_heavy,生家
北原白秋記念館,じっくり,name_heavy,記念館
北野天満宮 (久留米市),,default,手がかり無し
千仏鍾乳洞,じっくり,name_heavy,鍾乳洞
千光寺 (久留米市),,default,手がかり無し
千如寺,,default,手がかり無し
南公園 (福岡市),,name_light,公園 
南蔵院 (福岡県篠栗町),,default,手がかり無し
博多リバレイン,,default,手がかり無し
博多千年門,,name_light,門
博多座,,default,手がかり無し
博多祇園山笠,,default,手がかり無し
博多駅,,name_light,駅
友泉亭公園,じっくり,wikipedia_fee,料金の記述あり
古処山,じっくり,name_heavy,山
可也山,じっくり,name_heavy,山
名島運動公園,,name_light,公園
和布刈公園,,name_light,公園
和布刈神社,,osm_feature,historic=memorial
嘉穂劇場,じっくり,name_heavy,劇場
国営海の中道海浜公園,,name_light,公園
坂本八幡宮,,default,手がかり無し
垣生公園,,name_light,公園
城山 (宗像市・岡垣町),,default,手がかり無し
基肄城,じっくり,name_heavy,城
堀川用水,,default,手がかり無し
多賀神社 (直方市),,default,手がかり無し
夜宮公園,,name_light,公園
大宰府,じっくり,osm_feature,tourism=museum
大将陣公園,,name_light,公園
大島 (福岡県),,default,手がかり無し
大濠公園,,name_light,公園
大牟田市石炭産業科学館,じっくり,name_heavy,科学館
大野城 (筑前国),じっくり,category,城
天拝山,じっくり,name_heavy,山
天照皇大神宮,,default,手がかり無し
天神中央公園,,name_light,公園
天神地下街,,default,手がかり無し
天神西通り,,name_light,通り
太宰府天満宮,,default,手がかり無し
奴国の丘歴史公園,,name_light,公園
如意輪寺 (小郡市),,default,手がかり無し
姉子の浜,,default,手がかり無し
姫島 (福岡県),,default,手がかり無し
宇美八幡宮,,default,手がかり無し
安国寺 (嘉麻市),じっくり,wikipedia_fee,料金の記述あり
宗像ユリックス,,default,手がかり無し
宗像大社,じっくり,osm_feature,tourism=museum
官営八幡製鐵所,,default,手がかり無し
宝満山,じっくり,name_heavy,山
宮地嶽神社,,default,手がかり無し
宮若市石炭記念館,じっくり,name_heavy,記念館
小倉城,じっくり,name_heavy,城
小倉駅 (福岡県),,default,手がかり無し
山鹿城 (筑前国),じっくり,category,城
岡田宮,,default,手がかり無し
岩戸山古墳,,name_light,古墳
崇福寺 (福岡市),,default,手がかり無し
川端通商店街,,name_light,商店街
平尾台,,default,手がかり無し
平田家住宅 (小郡市),,default,手がかり無し
御所ヶ谷神籠石,,default,手がかり無し
御祖神社,,default,手がかり無し
志免鉱業所竪坑櫓,,default,手がかり無し
志賀島,,default,手がかり無し
志賀海神社,,default,手がかり無し
成田山久留米分院,,default,手がかり無し
戒壇院,,default,手がかり無し
承天寺,,default,手がかり無し
新原・奴山古墳群,,name_light,古墳
旦過市場,,default,手がかり無し
旧伊藤伝右衛門邸,,default,手がかり無し
旧戸島家住宅,,default,手がかり無し
旧藏内氏庭園,,default,手がかり無し
春日神社 (春日市),,default,手がかり無し
普光寺 (大牟田市),,default,手がかり無し
東公園 (福岡市),じっくり,wikipedia_fee,料金の記述あり
東平尾公園,,name_light,公園
東田第一高炉史跡広場,じっくり,wikipedia_fee,料金の記述あり
東郷神社 (福津市),,default,手がかり無し
東長寺,,default,手がかり無し
柳橋連合市場,,default,手がかり無し
桜井神社 (糸島市),,default,手がかり無し
梅林寺 (久留米市),,default,手がかり無し
楽水園,じっくり,wikipedia_fee,料金の記述あり
櫛田神社 (福岡市),,default,手がかり無し
武蔵寺,,default,手がかり無し
水城,じっくり,name_heavy,城
水天宮 (久留米市),,default,手がかり無し
水田天満宮,,default,手がかり無し
求菩提山,じっくり,name_heavy,山
求菩提温泉,じっくり,name_heavy,温泉
沖ノ島,,default,手がかり無し
河内藤園,じっくり,wikipedia_fee,料金の記述あり
河内貯水池,,osm_feature,natural=water
油山,じっくり,name_heavy,山
浮羽稲荷神社,,default,手がかり無し
海の中道,,default,手がかり無し
海軍築城航空基地稲童掩体,,default,手がかり無し
清水寺 (みやま市),,default,手がかり無し
漢委奴国王印,,default,手がかり無し
牛頸ダム,,name_light,ダム
猫尾城,じっくり,name_heavy,城
王塚古墳,,name_light,古墳
甘木公園,,name_light,公園
甘木歴史資料館,じっくり,name_heavy,資料館
田川市石炭・歴史博物館,じっくり,name_heavy,博物館
田川市美術館,じっくり,name_heavy,美術館
白糸の滝 (糸島市),,default,手がかり無し
白野江植物公園,じっくり,wikipedia_fee,料金の記述あり
皿倉山,じっくり,name_heavy,山
皿倉登山鉄道,,default,手がかり無し
皿山公園 (須恵町),,name_light,公園 
直方谷尾美術館,じっくり,name_heavy,美術館
相島 (福岡県),,default,手がかり無し
石人山古墳,,name_light,古墳
石橋文化センター,じっくり,osm_feature,tourism=gallery
石炭記念公園,,name_light,公園
福岡アジア美術館,じっくり,name_heavy,美術館
福岡タワー,じっくり,name_heavy,タワー
福岡ドーム,,default,手がかり無し
福岡国際会議場,,default,手がかり無し
福岡城,じっくり,name_heavy,城
福岡市動植物園,じっくり,name_heavy,植物園
福岡市博物館,じっくり,name_heavy,博物館
福岡市美術館,じっくり,name_heavy,美術館
福岡市赤煉瓦文化館,,default,手がかり無し
福岡東洋陶磁美術館,じっくり,name_heavy,美術館
福岡県公会堂貴賓館,,default,手がかり無し
福岡県営春日公園,,name_light,公園
福岡県立美術館,じっくり,name_heavy,美術館
福岡県青少年科学館,じっくり,name_heavy,科学館
福岡空港,,name_light,港
福島八幡宮,,default,手がかり無し
福智山,じっくり,name_heavy,山
秋月城,じっくり,name_heavy,城
竈門神社,,default,手がかり無し
立花山,じっくり,name_heavy,山
立花氏庭園,,default,手がかり無し
筑前国分寺,,default,手がかり無し
筑前町立大刀洗平和記念館,じっくり,name_heavy,記念館
筑後吉井,,default,手がかり無し
筑後川昇開橋,,name_light,橋
筑後川温泉,じっくり,name_heavy,温泉
筑後広域公園,,name_light,公園
筑紫野市総合公園,,name_light,公園
筥崎宮,,default,手がかり無し
篠崎八幡神社,,default,手がかり無し
篠栗九大の森,,default,手がかり無し
紅葉八幡宮,,default,手がかり無し
織田廣喜美術館,じっくり,name_heavy,美術館
耳納山地,,default,手がかり無し
聖福寺 (福岡市),,default,手がかり無し
能古島,,default,手がかり無し
脇田温泉,じっくり,name_heavy,温泉
舞鶴公園,,name_light,公園
船小屋温泉,じっくり,name_heavy,温泉
芥屋の大門,,name_light,門
若戸大橋,,name_light,大橋
英彦山,じっくり,name_heavy,山
英彦山神宮,,osm_feature,natural=peak
薬王寺温泉,じっくり,name_heavy,温泉
行橋赤レンガ館,じっくり,wikipedia_fee,料金の記述あり
西光寺 (福岡市),,default,手がかり無し
西公園 (福岡市),,name_light,公園 
西日本総合展示場,,default,手がかり無し
観世音寺,,default,手がかり無し
警固公園,,name_light,公園
警固神社,,default,手がかり無し
豊前国分寺跡,じっくり,wikipedia_fee,料金の記述あり
道の駅いとだ,,name_light,道の駅
道の駅うきは,,name_light,道の駅
道の駅おおとう桜街道,,name_light,道の駅
道の駅おおむた,,name_light,道の駅
道の駅しんよしとみ,,name_light,道の駅
道の駅むなかた,,name_light,道の駅
道の駅原鶴,,name_light,道の駅
道の駅小石原,,name_light,道の駅
道の駅歓遊舎ひこさん,,name_light,道の駅
道の駅筑前みなみの里,,name_light,道の駅
道の駅豊前おこしかけ,,name_light,道の駅
道の駅香春,,name_light,道の駅
遠賀川水源地ポンプ室,,default,手がかり無し
鎮国寺,,default,手がかり無し
長田鉱泉場,,default,手がかり無し
長谷寺 (福岡県鞍手町),じっくり,wikipedia_fee,料金の記述あり
門司港駅,,name_light,駅
門司電気通信レトロ館,じっくり,osm_feature,tourism=museum
関門海峡ミュージアム,じっくり,name_heavy,ミュージアム
雷山,じっくり,name_heavy,山
霊巌寺 (八女市),,default,手がかり無し
青龍窟,,default,手がかり無し
風浪宮,,default,手がかり無し
香春岳,じっくり,name_heavy,岳
香椎宮,,default,手がかり無し
駕与丁公園,,name_light,公園
高塔山,じっくり,name_heavy,山
高祖山,じっくり,name_heavy,山
高良大社,,osm_feature,historic=memorial
高良山,じっくり,name_heavy,山
魚楽園,,default,手がかり無し
鷲尾愛宕神社,,default,手がかり無し
黒木のフジ,,default,手がかり無し
いろは島,,default,手がかり無し
どんどんどんの森,,osm_feature,leisure=park
メルヘン村,じっくり,category,美術館博物館
三瀬ルベール牧場 どんぐり村,じっくり,name_heavy,牧場
三重津海軍所,,default,手がかり無し
中冨記念くすり博物館,じっくり,name_heavy,博物館
九年庵,,default,手がかり無し
仁比山神社,,default,手がかり無し
佐嘉神社,,default,手がかり無し
佐賀バルーンミュージアム,じっくり,name_heavy,ミュージアム
佐賀城,じっくり,name_heavy,城
佐賀城公園,,name_light,公園
佐賀県立博物館,じっくり,name_heavy,博物館
佐賀県立名護屋城博物館,じっくり,name_heavy,博物館
佐賀県立森林公園,じっくり,wikipedia_fee,料金の記述あり
佐賀県立美術館,じっくり,name_heavy,美術館
加部島,,default,手がかり無し
古湯温泉,じっくり,name_heavy,温泉
吉野ヶ里遺跡,じっくり,wikipedia_fee,料金の記述あり
名護屋城,じっくり,name_heavy,城
呼子大橋,,name_light,大橋
唐津城,じっくり,name_heavy,城
唐津神社,,default,手がかり無し
土井家住宅,,default,手がかり無し
塩田津,,default,手がかり無し
多久聖廟,,default,手がかり無し
大興善寺 (佐賀県基山町),,default,手がかり無し
大魚神社,,default,手がかり無し
天山 (佐賀県),,default,手がかり無し
嬉野温泉,じっくり,name_heavy,温泉
宝当神社,,default,手がかり無し
小城公園,,name_light,公園
屋形石の七ツ釜,,default,手がかり無し
川古のクス,,default,手がかり無し
御船山楽園,じっくり,wikipedia_fee,料金の記述あり
徴古館 (佐賀市),じっくり,category,美術館博物館
旧唐津銀行本店,じっくり,osm_feature,tourism=museum
有明海,,default,手がかり無し
有田ポーセリンパーク,じっくり,osm_feature,tourism=museum
有田町有田内山伝統的建造物群保存地区,,default,手がかり無し
東よか干潟,,default,手がかり無し
松浦河畔公園,,name_light,公園
波戸岬,,name_light,岬
清水の滝,,name_light,滝
熊の川温泉,じっくり,name_heavy,温泉
田島神社,,default,手がかり無し
白鬚神社の田楽,,default,手がかり無し
祐徳稲荷神社,,default,手がかり無し
神野公園 (佐賀市),,name_light,公園 
肥前夢街道,じっくり,osm_feature,tourism=theme_park
脊振山,じっくり,name_heavy,山
與止日女神社,,default,手がかり無し
蕨野の棚田,,default,手がかり無し
虹の松原,,default,手がかり無し
西渓公園,,name_light,公園
見帰りの滝,,name_light,滝
諏訪神社 (唐津市),,default,手がかり無し
轟の滝 (佐賀県),,default,手がかり無し
道の駅しろいし,,name_light,道の駅
道の駅大和,,name_light,道の駅
道の駅太良,,name_light,道の駅
道の駅山内,,name_light,道の駅
道の駅桃山天下市,,name_light,道の駅
道の駅鹿島,,name_light,道の駅
金立サービスエリア,,default,手がかり無し
鏡山 (佐賀県),,default,手がかり無し
須賀神社 (小城市),,default,手がかり無し
鵜殿石仏群,,default,手がかり無し
鹿島市浜中町八本木宿,,default,手がかり無し
鹿島市浜庄津町浜金屋町,,default,手がかり無し
たびら平戸口駅,,name_light,駅
たびら昆虫自然園,,default,手がかり無し
みらい長崎ココウォーク,,default,手がかり無し
ゆめタウン夢彩都,,default,手がかり無し
アミュプラザ長崎,,name_light,崎
オランダ坂,,default,手がかり無し
カトリック三浦町教会,,default,手がかり無し
カトリック浦上教会,,default,手がかり無し
カトリック黒崎教会 (長崎教区),,default,手がかり無し
グラバー園,じっくり,wikipedia_fee,料金の記述あり
サント・ドミンゴ教会 (長崎市),,default,手がかり無し
シーボルト記念館,じっくり,name_heavy,記念館
ハウステンボス,じっくり,osm_feature,tourism=theme_park
七釜鍾乳洞,じっくり,name_heavy,鍾乳洞
万松院,,default,手がかり無し
三菱重工業長崎造船所,,default,手がかり無し
三菱重工業長崎造船所史料館,じっくり,name_heavy,史料館
久賀島,,default,手がかり無し
九十九島 (西海国立公園),,default,手がかり無し
九十九島パールシーリゾート,じっくり,category,美術館博物館
伊王島,,default,手がかり無し
伊王島灯台,,name_light,灯台
住吉神社 (壱岐市),,default,手がかり無し
佐世保市博物館島瀬美術センター,じっくり,name_heavy,博物館
出島,,default,手がかり無し
出津教会堂,,default,手がかり無し
勝本城,じっくり,name_heavy,城
南山手,,default,手がかり無し
原の辻遺跡,,name_light,跡
原城,じっくり,name_heavy,城
和多都美神社,,default,手がかり無し
唐人屋敷,じっくり,name_heavy,屋敷
国立長崎原爆死没者追悼平和祈念館,,osm_feature,historic=memorial
土石流被災家屋保存公園,,name_light,公園
坂本龍馬之像,,name_light,像
堂崎天主堂,じっくり,osm_feature,tourism=museum
壱岐対馬国定公園,,name_light,公園
壱岐市立一支国博物館,じっくり,name_heavy,博物館
多良岳,じっくり,name_heavy,岳
大宝寺 (五島市),,default,手がかり無し
大島大橋 (長崎県),,name_light,大橋
大島村神浦,,default,手がかり無し
大村公園,,name_light,公園
大村湾パーキングエリア,,default,手がかり無し
大浦天主堂,じっくり,wikipedia_fee,料金の記述あり
大瀬埼灯台,,name_light,灯台
大碆鼻灯台,,name_light,灯台
大野台支石墓群,,default,手がかり無し
大野集落,じっくり,name_heavy,集落
奈留島,,default,手がかり無し
安国寺 (壱岐市),,default,手がかり無し
宝亀教会,,default,手がかり無し
対馬国分寺,,default,手がかり無し
対馬野生生物保護センター,じっくり,osm_feature,tourism=zoo
小値賀島,,default,手がかり無し
小浜温泉,じっくり,name_heavy,温泉
小茂田浜神社,,default,手がかり無し
小菅修船場跡,,name_light,跡
展海峰,じっくり,name_heavy,峰
山王神社 (長崎市),,default,手がかり無し
山茶花高原ピクニックパーク,じっくり,osm_feature,tourism=theme_park
島原城,じっくり,name_heavy,城
島原武家屋敷街,じっくり,name_heavy,屋敷
島原温泉,じっくり,name_heavy,温泉
崇福寺 (長崎市),,default,手がかり無し
平和公園,,name_light,公園
平和祈念像,,name_light,像
平戸ザビエル記念教会,,default,手がかり無し
平戸城,じっくり,name_heavy,城
平戸大橋,,name_light,大橋
平戸島,,default,手がかり無し
平戸市切支丹資料館,じっくり,name_heavy,資料館
平戸温泉,じっくり,name_heavy,温泉
平戸港,,name_light,港
幸橋 (平戸市),,default,手がかり無し
弓張岳,じっくり,name_heavy,岳
日本二十六聖人記念館,じっくり,name_heavy,記念館
旧五輪教会堂,,default,手がかり無し
旧羅典神学校,,default,手がかり無し
旧野首教会,,default,手がかり無し
旧長崎税関下り松派出所,,default,手がかり無し
旧長崎英国領事館,,default,手がかり無し
旧香港上海銀行長崎支店,じっくり,category,美術館博物館
最教寺 (平戸市),じっくり,wikipedia_fee,料金の記述あり
本光寺 (島原市),じっくり,wikipedia_fee,料金の記述あり
東山手,,osm_feature,historic=memorial
東山手十二番館,,default,手がかり無し
松永安左エ門記念館,じっくり,name_heavy,記念館
松浦史料博物館,じっくり,name_heavy,博物館
松浦市立埋蔵文化財センター,,default,手がかり無し
樺島,,default,手がかり無し
橘神社 (雲仙市),,default,手がかり無し
江上天主堂,,default,手がかり無し
池島炭鉱,,default,手がかり無し
波佐見温泉,じっくり,name_heavy,温泉
海上自衛隊佐世保史料館,じっくり,name_heavy,史料館
温泉神社 (雲仙市),じっくり,name_heavy,温泉
満明寺,,default,手がかり無し
玄海国定公園,,name_light,公園
生月大橋,,name_light,大橋
田平天主堂,,default,手がかり無し
白浜海水浴場 (佐世保市),,default,手がかり無し
眉山 (島原市),,default,手がかり無し
眼鏡岩 (佐世保市),,default,手がかり無し
眼鏡橋 (諫早市),,default,手がかり無し
眼鏡橋 (長崎市),,default,手がかり無し
石田城,じっくり,name_heavy,城
祈りの丘絵本美術館,じっくり,name_heavy,美術館
神代小路,,default,手がかり無し
神崎鼻,,name_light,鼻
稲佐山,じっくり,name_heavy,山
端島 (長崎県),,default,手がかり無し
紐差教会,,default,手がかり無し
聖福寺 (長崎市),,default,手がかり無し
興福寺 (長崎市),,default,手がかり無し
西海国立公園,,name_light,公園
西海国立公園九十九島動植物園,じっくり,name_heavy,植物園
西海橋,,name_light,橋
西海橋公園,,name_light,公園
諫早湾干拓事業,,default,手がかり無し
諫早神社,,default,手がかり無し
護国寺 (島原市),,default,手がかり無し
軍艦島資料館,じっくり,name_heavy,資料館
道の駅さいかい,,name_light,道の駅
道の駅させぼっくす 99,,name_light,道の駅
道の駅彼杵の荘,,name_light,道の駅
道の駅昆虫の里たびら,,name_light,道の駅
道の駅遣唐使ふるさと館,,name_light,道の駅
遠藤周作文学館,じっくり,name_heavy,文学館
野岳湖,,osm_feature,leisure=park
野崎島,,default,手がかり無し
金田城,じっくり,name_heavy,城
金石城,じっくり,name_heavy,城
針尾送信所,,default,手がかり無し
鎮西大社諏訪神社,,default,手がかり無し
長崎くんち,,default,手がかり無し
長崎と天草地方の潜伏キリシタン関連遺産,,default,手がかり無し
長崎バイオパーク,じっくり,category,美術館博物館
長崎ペンギン水族館,じっくり,name_heavy,水族館
長崎ロープウェイ,,default,手がかり無し
長崎原爆資料館,じっくり,name_heavy,資料館
長崎新地中華街,,default,手がかり無し
長崎歴史文化博物館,じっくり,name_heavy,博物館
長崎水辺の森公園,,name_light,公園
長崎県美術館,じっくり,name_heavy,美術館
雲仙天草国立公園,,name_light,公園
雲仙岳,じっくり,name_heavy,岳
雲仙岳災害記念館,じっくり,name_heavy,記念館
雲仙温泉,じっくり,name_heavy,温泉
青島 (長崎県),,default,手がかり無し
青砂ヶ浦天主堂,,default,手がかり無し
頭ヶ島,,default,手がかり無し
頭ヶ島天主堂,,default,手がかり無し
飯盛神社 (佐世保市),,default,手がかり無し
高島炭鉱,,default,手がかり無し
鬼岳,じっくり,name_heavy,岳
鷹島 (長崎県),,default,手がかり無し
黒島 (長崎県佐世保市),,default,手がかり無し
黒島天主堂,,default,手がかり無し
おかどめ幸福駅,,name_light,駅
つなぎ美術館,じっくり,name_heavy,美術館
やつしろ全国花火競技大会,,default,手がかり無し
わいた温泉郷,じっくり,name_heavy,温泉
わくわく海中水族館シードーナツ,じっくり,name_heavy,水族館
アミュプラザくまもと,,default,手がかり無し
エコパーク水俣,じっくり,wikipedia_fee,料金の記述あり
グリーンランド (遊園地),じっくり,name_heavy,遊園地
セキアヒルズ,,default,手がかり無し
チブサン古墳,,name_light,古墳
トンカラリン,,default,手がかり無し
ヒゴタイ公園,,name_light,公園
フードパル熊本,,default,手がかり無し
一心行の大桜,,default,手がかり無し
三宝寺 (宇城市),,default,手がかり無し
三角港,,name_light,港
上通,,default,手がかり無し
