name,name_kana,prefecture,municipality,lat,lng,rank,category,description,official_url
賣太神社,,奈良県,,34.6392857,135.7966605,B,神社,,
妙立寺(忍者寺),,石川県,"Nomachi, Kanazawa, Ishikawa",36.5553573,136.6490285,B,寺院,妙立寺（みょうりゅうじ）とは、石川県金沢市にある日蓮宗の寺院。山号は正久山。,
尾張戸神社,,愛知県,,35.2559774,137.0530299,B,神社,尾張戸神社（おわりべじんじゃ）は、愛知県名古屋市守山区および瀬戸市にある神社。『延喜式神名帳』の尾張国山田郡「尾張戸神社」に比定されている。,
法輪寺,,京都府,,35.010001,135.677215,B,寺院,法輪寺（ほうりんじ）は、京都市西京区嵐山虚空蔵山町にある真言宗五智教団の寺院。山号は智福山。,
常寂光寺,,京都府,,35.01964,135.6685724,B,寺院,常寂光寺（じょうじゃっこうじ）は、京都市右京区嵯峨小倉山小倉町にある日蓮宗の寺院。山号は小倉山。,
熊野大社,,山形県,,38.0779556,140.1372481,B,神社,熊野神社（くまのじんじゃ）は、山形県南陽市にある神社である。旧社格は県社。,
伊豫豆比古命神社,,愛媛県,,33.8092853,132.7707522,B,神社,伊豫豆比古命神社（いよずひこのみことじんじゃ）は、愛媛県松山市居相町にある神社。式内社、旧社格は県社。,
今熊野観音寺,,京都府,,34.9798185,135.781121,B,寺院,今熊野観音寺（いまくまのかんのんじ）は、京都市東山区泉涌寺山内町にある真言宗泉涌寺派の寺院。総本山泉涌寺の塔頭。,
壇林寺,,京都府,,35.0237604,135.6676877,B,寺院,"檀林寺（だんりんじ）は、平安時代初期に嵯峨天皇の皇后・橘嘉智子が唐の僧侶・義空を招いて京都の嵯峨に開山させた禅宗の尼寺。
今日では廃絶している。",
福徳神社,,東京都,,35.6872213,139.7744198,B,神社,,
萬昌院功運寺,,東京都,,35.7124759,139.6787211,B,寺院,,
不退寺,,奈良県,,34.6948041,135.8124863,B,寺院,不退寺（ふたいじ）は、奈良県奈良市法蓮町にある真言律宗の寺院。山号は金龍山。,
鷲林寺,,兵庫県,,34.7754497,135.3083501,B,寺院,,
唐沢山神社,,栃木県,,36.3538136,139.600758,B,神社,唐沢山神社（からさわやまじんじゃ）は、栃木県佐野市の唐沢山山頂にある神社。藤原秀郷を祀る。,
清浄華院,,京都府,,35.025339,135.7684081,B,寺院,清浄華院（しょうじょうけいん）は、京都市上京区にある浄土宗の大本山の寺院。呼称は院号のみで、山号・寺号はない。,
皇大神社,,京都府,,35.4292311,135.1546594,B,神社,,
根本山神峰山寺,,大阪府,,34.8982418,135.6088417,B,寺院,,
波除稲荷神社,,東京都,,35.663491,139.7715493,B,神社,,
高瀬神社,,富山県,,36.5713644,136.9482339,B,神社,,
鴨都波神社,,奈良県,,34.4601676,135.732835,B,神社,,
金刀比羅宮,,東京都,,35.6695944,139.7480108,B,神社,,
杉本寺,,神奈川県,鎌倉市,35.3226286,139.5674413,B,寺院,杉本寺（すぎもとでら）は、神奈川県鎌倉市二階堂にある天台宗の寺院。山号は大蔵山。,
資福寺,,宮城県,,38.282936,140.8602846,B,寺院,,
武雄神社,,佐賀県,,33.1883674,130.0210925,B,神社,武雄神社（たけおじんじゃ）は、佐賀県武雄市武雄町の御船山の山麓にある神社。樹齢3000年ともいわれる御神木の大楠があることでも知られる。,
真如寺,,京都府,,35.0309012,135.7251849,B,寺院,真如寺（しんにょじ）は、京都市北区等持院北町にある臨済宗相国寺派の寺院。大本山相国寺の山外塔頭。,
本成寺,,新潟県,,37.622725,138.9449872,B,寺院,本成寺（ほんじょうじ）は、新潟県三条市西本成寺にある、法華宗陣門流の総本山。山号は長久山（ちょうきゅうさん）。,
五流尊瀧院,,岡山県,,34.5367999,133.818862,B,寺院,五流尊瀧院（ごりゅうそんりゅういん）は岡山県倉敷市林に所在する修験道の寺院。本尊は十一面観音。,
堀越神社,,大阪府,,34.6514679,135.5132883,B,神社,堀越神社（ほりこしじんじゃ）は、大阪市天王寺区茶臼山町にある神社。旧社格は村社。,
第84番札所 屋島寺,,香川県,高松市,34.357386,134.1011415,B,寺院,屋島寺（やしまじ）は、屋島の南嶺山上（香川県高松市屋島東町）にある真言宗御室派の寺院。南面山（なんめんざん）、千光院（せんこういん）と号す。,
蚶満寺,,秋田県,,39.2162489,139.9029442,B,寺院,,
安養寺,,京都府,,35.0038142,135.7844862,B,寺院,安養寺（あんようじ）は、京都市東山区にある時宗の寺院。山号は慈円山。,
浦嶋神社,,京都府,,35.7289933,135.2578485,B,神社,浦嶋神社（うらしまじんじゃ）は、京都府与謝郡伊根町本庄浜にある神社。旧社格は郷社。,
金峯神社,,奈良県,,34.3427486,135.8818934,B,神社,,
飯高寺,,千葉県,,35.7444127,140.5293346,B,寺院,,
本法寺,,京都府,,35.0350543,135.7522199,B,寺院,本法寺（ほんぽうじ）は、京都市上京区本法寺前町にある日蓮宗の本山（由緒寺院）の寺院。山号は叡昌山。,
大乗寺,,石川県,,36.532427,136.6591413,B,寺院,大乗寺（だいじょうじ、大乘寺）は、石川県金沢市長坂町にある曹洞宗の寺院。山号は東香山、椙樹林、古くは金獅峯。,
善福寺,,東京都,,35.7182061,139.5912218,B,寺院,"善福寺（ぜんぷくじ）は、東京都杉並区善福寺にある曹洞宗の寺院。
なお、当寺の名称は、従来からの地名の善福寺に基づき改称した結果、善福寺となった。",
玉敷神社,,埼玉県,加須市　騎西522,36.10734,139.5697264,B,神社,玉敷神社（たましきじんじゃ）は、埼玉県加須市騎西にある神社。式内社で、旧社格は県社。,
真間山弘法寺,,千葉県,市川市,35.7399649,139.9081634,B,寺院,弘法寺（ぐほうじ）は、千葉県市川市真間四丁目にある日蓮宗の本山（由緒寺院）。山号は真間山。,
沖宮,,沖縄県,那覇市,26.202662,127.6771053,B,神社,沖宮（おきのぐう）は沖縄県那覇市にある神社。琉球八社の一つであるが、近代社格制度では社格を与えられておらず、神社本庁に属さない単立の神社である。,
長國寺,,東京都,,35.722999,139.7920204,B,寺院,,
穴澤天神社,,東京都,,35.6327598,139.5221016,B,神社,,
香良洲神社,,三重県,,34.6437734,136.5434141,B,神社,,
文殊堂 智恩寺,,京都府,,35.5585922,135.1840826,B,寺院,智恩寺（ちおんじ）は、京都府宮津市字文珠466にある臨済宗妙心寺派の寺院。山号は天橋山（てんきょうざん）。,
常照皇寺,,京都府,,35.2009305,135.6852927,B,寺院,常照皇寺（じょうしょうこうじ）は、京都市右京区にある臨済宗天龍寺派の寺院。山号は大雄名山（だいおうめいざん）。,
常磐神社,,茨城県,水戸市,36.3749661,140.4559225,B,神社,常磐神社（ときわじんじゃ）は茨城県水戸市にある神社である。徳川光圀・徳川斉昭を祀る。,
金剛輪寺,,滋賀県,愛荘町,35.1612815,136.2830436,B,寺院,,
鬼越蒼前神社,,岩手県,,39.7475527,141.0718891,B,神社,,
水若酢神社,,島根県,,36.2798329,133.2488883,B,神社,水若酢神社（みずわかすじんじゃ）は、島根県隠岐郡隠岐の島町郡（こおり）にある神社。式内社（名神大社）、隠岐国一宮。,
本堂 (狭山不動尊),,埼玉県,,35.7703004,139.415975,B,寺院,狭山不動尊（さやまふどうそん）は、埼玉県所沢市上山口にある天台宗別格本山の寺院である。山号は狭山山、寺号は不動寺。,
名古屋東照宮,,愛知県,愛知県名古屋市,35.1775431,136.899303,B,神社,名古屋東照宮（なごやとうしょうぐう）は、愛知県名古屋市中区丸の内にある神社。旧社格は県社。,
聖神社,,大阪府,和泉市,34.5010817,135.4469349,B,神社,聖神社（ひじりじんじゃ）は、大阪府和泉市王子町にある神社。式内社で、旧社格は府社。,
金神社,,岐阜県,,35.4167843,136.757426,B,神社,,
長瀧白山神社,,岐阜県,郡上市,35.9207314,136.830743,B,神社,,
西念寺 (稲田御坊),,茨城県,,36.3645249,140.202592,B,寺院,,
退蔵院,,京都府,,35.0217946,135.7190966,B,寺院,,
玉津島神社,,和歌山県,,34.1879225,135.1719029,B,神社,玉津島神社（たまつしまじんじゃ）は、和歌山県和歌山市和歌浦中にある神社。国史見在社。,
第12番札所 焼山寺,,徳島県,神山町,33.985057,134.310411,B,寺院,焼山寺（しょうさんじ）は徳島県名西郡神山町下分字地中（しもぶん じちゅう）にある高野山真言宗の寺院。摩盧山（まろざん）、正寿院（しょうじゅいん）と号す。,
検見川神社,,千葉県,,35.6535077,140.0662739,B,神社,検見川神社（けみがわじんじゃ）は、千葉市花見川区にある神社。旧社格は村社。,
梅窓院,,東京都,,35.6689878,139.7178525,B,寺院,,
長壁神社,,兵庫県,,34.8314668,134.6899494,B,神社,,
三宮神社,,兵庫県,,34.6896006,135.1911773,B,神社,三宮神社（さんのみやじんじゃ）は、兵庫県神戸市中央区三宮町に鎮座する神社。,
芝東照宮,,東京都,,35.6550961,139.7486263,B,神社,,
與杼神社,,京都府,,34.9052928,135.7183819,B,神社,,
市谷亀岡八幡宮,,東京都,,35.6927381,139.733724,B,神社,市谷亀岡八幡宮（いちがやかめがおかはちまんぐう）は、東京都新宿区市谷八幡町にある八幡神社。境内にペットを立ち入らせることが認められており、ペット用のお守り、ご祈祷を受けられる。,
冨士御室浅間神社,,山梨県,,35.4002783,138.755524,B,神社,冨士御室浅間神社（ふじおむろせんげんじんじゃ）は、山梨県南都留郡富士河口湖町にある神社。旧社格は県社で、現在は神社本庁の別表神社。,
女化神社,,茨城県,,35.9460033,140.1732945,B,神社,女化神社（おなばけじんじゃ）は、茨城県龍ケ崎市にある神社。社地は同県牛久市女化町内の飛地にある。,
満願寺,,兵庫県,,34.8381717,135.3936708,B,寺院,満願寺（まんがんじ）は、兵庫県川西市満願寺町にある高野山真言宗の寺院。山号は神秀山。,
稲毛神社,,神奈川県,,35.5310183,139.7046182,B,神社,,
新屋山神社,,山梨県,,35.466838,138.797335,B,神社,新屋山神社（あらややまじんじゃ）は、山梨県富士吉田市新屋（あらや）にある神社。地名を冠さずに単に山神社（やまじんじゃ）とも称される。,
真珠庵,,京都府,,35.0445954,135.7464219,B,寺院,真珠庵（しんじゅあん）は京都府京都市北区紫野にある、臨済宗大本山大徳寺の塔頭である。型破りの禅僧として著名な一休宗純ゆかりの寺院である。,
誕生寺,,岡山県,,34.9556004,133.9529541,B,寺院,,
月夜見宮,,三重県,,34.4930684,136.7059538,B,神社,,
日向太神宮,,京都府,,35.0062797,135.7951764,B,神社,日向大神宮（ひむかいだいじんぐう）は、京都市山科区にある神社。式内社（小）で、旧社格は村社。,
松尾寺,,奈良県,,34.6354256,135.7272867,B,寺院,松尾寺（まつおでら）は、奈良県大和郡山市にある真言宗醍醐派の別格本山の寺院。山号は松尾山または補陀洛山（ふだらくさん）。,
梨木神社,,京都府,,35.0245402,135.7673428,B,神社,梨木神社（なしのきじんじゃ）は、京都市上京区染殿町にある神社。旧社格は別格官幣社。,
第23番札所 薬王寺,,徳島県,美波町,33.7322973,134.5275924,B,寺院,,
白毫寺 (Byakugō-ji),,奈良県,,34.6709963,135.8512437,B,寺院,白毫寺（びゃくごうじ）は、奈良県奈良市白毫寺町にある真言律宗の寺院。山号は高円山。,
金倉寺,,香川県,,34.2495723,133.7809675,B,寺院,,
安積国造神社,,福島県,,37.3987699,140.3820181,B,神社,安積国造神社（あさかくにつこじんじゃ）は、福島県郡山市清水台にある神社。旧社格は県社。,
茨木神社,,大阪府,,34.8180107,135.5702615,B,神社,,
新宮熊野神社,,福島県,,37.6190567,139.8305993,B,神社,新宮熊野神社（しんぐうくまのじんじゃ）は福島県喜多方市慶徳町新宮にある神社。「新宮」と称しているが、本宮・新宮・那智の熊野三山を祀っている。,
南洲神社,,鹿児島県,鹿児島市,31.6064499,130.5588767,B,神社,南洲神社（なんしゅうじんじゃ）は、鹿児島県鹿児島市上竜尾町に鎮座する神社である。旧社格は無格社。,
海禅寺,,東京都,,35.7155065,139.7879615,B,寺院,海禅寺（かいぜんじ）は、東京都台東区松が谷三丁目にある臨済宗妙心寺派の寺院。振袖火事の後、現在の浅草に移る。,
称念寺,,福井県,,36.1438906,136.2517692,B,寺院,,
安祥寺,,京都府,,34.9961834,135.8156823,B,寺院,安祥寺（あんしょうじ）は、京都市山科区にある高野山真言宗の寺院。山号は吉祥山。,
崇道神社,,京都府,,35.0656428,135.8006663,B,神社,崇道神社（すどうじんじゃ）は、京都市左京区上高野にある神社である。社格は旧村社。,
坂東25番 筑波山 大御堂,,茨城県,,36.2126621,140.0994556,B,寺院,大御堂（おおみどう）は、茨城県つくば市筑波にある真言宗豊山派の寺院。山号は筑波山。,
吉祥草寺,,奈良県,,34.4612502,135.7485915,B,寺院,吉祥草寺（きっしょうそうじ）は、奈良県御所市茅原にある本山修験宗の寺院。山号は茅原山、院号は金剛寿院。,
光雲神社,,福岡県,,33.5973996,130.3765195,B,神社,光雲神社（てるもじんじゃ）は、福岡県福岡市中央区西公園にある神社。,
秩父23 松風山音楽寺,,埼玉県,,36.0060029,139.0621307,B,寺院,,
石園坐多久虫玉神社,,奈良県,,34.5079686,135.7425712,B,神社,,
大前神社,,栃木県,,36.4493144,140.0262011,B,神社,大前神社（おおさきじんじゃ）は栃木県真岡市にある神社。式内社。,
温泉神社,,栃木県,,37.0999688,139.9989996,B,神社,,
自凝島神社,,兵庫県,,34.3124843,134.7711456,B,神社,自凝島神社（おのころじまじんじゃ）は、兵庫県南あわじ市にある神社。おのころ島神社とも表記される。,
愛子大仏,,宮城県,,38.2856865,140.7570173,B,寺院,愛子大仏（あやしだいぶつ）とは、宮城県仙台市青葉区の佛国寺にある大仏。,
大信寺,,群馬県,,36.3255025,139.0095627,B,寺院,大信寺（だいしんじ）は、群馬県高崎市にある浄土宗の寺院。,
橘樹神社,,千葉県,,35.4895141,140.3057483,B,神社,橘樹神社（たちばなじんじゃ）は、千葉県茂原市本納にある神社。式内社、上総国二宮で、旧社格は県社。,
第39番札所 延光寺,,高知県,宿毛市,32.9613141,132.7740727,B,寺院,延光寺（えんこうじ）は、高知県宿毛市にある真言宗智山派の寺院。赤亀山（しゃっきざん）、寺山院（じさんいん）と号す。,
鵲森宮,,大阪府,,34.6807225,135.5333217,B,神社,,
金精神社,,群馬県,,36.8188622,139.3946151,B,神社,,
垂水神社,,大阪府,,34.7668793,135.5035244,B,神社,垂水神社（たるみじんじゃ）は、大阪府吹田市垂水町にある神社。式内社（名神大社）で、旧社格は郷社。,
星神社,,愛知県,,35.2148724,136.8812788,B,神社,星神社（ほしじんじゃ）は、愛知県名古屋市西区上小田井にある神社。『延喜式神名帳』の尾張国山田郡「坂庭神社」の論社とされる。,
大江神社,,大阪府,,34.6573328,135.5120409,B,神社,大江神社（おおえじんじゃ）は、大阪市天王寺区夕陽丘町（夕陽丘地区。かつての天王寺北村、東成郡天王寺村の一部）にある神社。,
師岡熊野神社,,神奈川県,横浜市,35.5239067,139.6355484,B,神社,師岡熊野神社（もろおかくまのじんじゃ）は、神奈川県横浜市港北区師岡町にある神社である。旧社格は郷社。,
大神神社（室の八嶋）,,栃木県,,36.4055797,139.7823409,B,神社,大神神社（おおみわじんじゃ）は、栃木県栃木市惣社町にある神社。式内社論社、下野国総社。,
大将軍八神社,,京都府,,35.026504,135.7339882,B,神社,大将軍八神社（だいしょうぐんはちじんじゃ）は、京都市上京区にある神社。素戔嗚尊を主祭神とする。,
芳春院,,京都府,,35.0452451,135.7452712,B,寺院,,
出雲大社東京分祀,,東京都,,35.6622817,139.7288464,B,神社,出雲大社東京分祠（いずもおおやしろ、いずもたいしゃとうきょうぶんし）は東京都港区六本木にある神社で、島根県の出雲大社からの分祠である。,
御穂神社,,静岡県,,35.0000859,138.5208476,B,神社,御穂神社（みほじんじゃ）は、静岡県静岡市清水区三保にある神社。式内社、駿河国三宮で、旧社格は県社。,
多家神社,,広島県,,34.3959163,132.5102409,B,神社,多家神社（たけじんじゃ）は、広島県安芸郡府中町にある神社。式内社（名神大社）後継社、安芸国総社後継社。,
荏原神社,,東京都,品川区,35.6170488,139.7435786,B,神社,,
高桐院,,京都府,,35.0431821,135.7432697,B,寺院,,
大法寺,,長野県,,36.3812468,138.1488239,B,寺院,大法寺（だいほうじ）は、長野県小県郡青木村にある天台宗の寺院。山号は一乗山。,
八柱神社,,愛知県,,34.9538799,137.1872699,B,神社,八柱神社（やはしらじんじゃ）は、愛知県岡崎市欠町にある神社。天正7年創建。,
紀州東照宮,,和歌山県,,34.1918159,135.1659156,B,神社,,
長岳寺,,奈良県,,34.5609693,135.8520599,B,寺院,,
案樂壽院,,京都府,,34.952544,135.7545495,B,寺院,安楽寿院（あんらくじゅいん）は、京都市伏見区竹田にある真言宗智山派の寺院。山号はなし。,
久須志神社,,山梨県,,35.3657057,138.7328766,B,神社,久須志神社（くすしじんじゃ）は富士山の標高3715mに位置する神社。富士登山道の吉田口と須走口側の頂上にあたる。,
粒坐天照神社,,兵庫県,,34.8635878,134.5402797,B,神社,,
速谷神社,,広島県,,34.3590526,132.3087003,B,神社,,
麟祥院 からたち寺,,東京都,,35.7082192,139.7645619,B,寺院,,
多摩川浅間神社,,東京都,,35.5874794,139.6688219,B,神社,多摩川浅間神社（たまがわせんげんじんじゃ）は東京都大田区田園調布にある神社。旧・下沼部村（田園調布の南半分）の鎮守。,
三吉神社総本宮,,秋田県,,39.7261399,140.1443632,B,神社,太平山三吉神社（たいへいざんみよしじんじゃ）は、秋田県秋田市に鎮座する神社。山岳信仰の対象。,
東光寺,,山梨県,,35.6681847,138.5883439,B,寺院,東光寺（とうこうじ）は、山梨県甲府市東光寺にある寺院。山号は法蓋山（ほうがいさん）。,
奥澤神社,,東京都,,35.6053806,139.6712648,B,神社,奥澤神社（おくさわじんじゃ）は、東京都世田谷区奥沢にある神社。,
第15番札所 阿波国分寺,,徳島県,徳島市,34.0555467,134.4736295,B,寺院,,
清閑寺,,京都府,京都市,34.989804,135.7884462,B,寺院,清閑寺（せいかんじ、旧字体: 淸閑寺）は、京都市東山区清閑寺歌ノ中山町にある真言宗智山派の寺院。山号は歌中山。,
山内神社社殿,,高知県,,33.5555483,133.5318491,B,神社,山内神社（やまうちじんじゃ）は、高知県高知市にある神社である。土佐藩初代藩主山内一豊、同夫人、および土佐藩歴代藩主を祀る。,
最勝寺,,東京都,世田谷区,35.6448796,139.6678821,B,寺院,教学院（きょうがくいん）は、東京都世田谷区太子堂四丁目にある天台宗の寺院。寛永寺の末寺の一つである。,
東口本宮冨士浅間神社,,静岡県,小山町,35.362946,138.8638294,B,神社,東口本宮冨士浅間神社（ひがしぐちほんぐうふじせんげんじんじゃ）は、静岡県駿東郡小山町須走にある神社。旧社格は県社。,
河口浅間神社,,山梨県,,35.5310685,138.7749964,B,神社,,
圓徳院,,京都府,,35.0008054,135.7795814,B,寺院,圓徳院（えんとくいん、常用漢字体：円徳院）は、京都市東山区にある臨済宗建仁寺派の寺院。高台寺の塔頭。,
柿本神社,,兵庫県,,34.6499784,135.0016265,B,神社,柿本神社（かきのもとじんじゃ）は、兵庫県明石市人丸町にある神社。人丸山（人丸山公園）の頂上に鎮座するが、山名も当神社に因むものである。,
一言主神社,,茨城県,,36.0120733,139.9273187,B,神社,一言主神社（ひとことぬしじんじゃ）は、茨城県常総市にある神社。一言明神（ひとことみょうじん）ともいう。,
宝泉院,,京都府,,35.121352,135.8339989,B,寺院,宝泉院（ほうせんいん）は、京都市左京区大原勝林院町にある天台宗の寺院。大原寺勝林院の塔頭。,
平等寺,,京都府,,34.9994893,135.7602802,B,寺院,平等寺（びょうどうじ）は、京都市下京区因幡堂町にある真言宗智山派の寺院。山号は福聚山。,
多奈波太神社,,愛知県,,35.1931476,136.9056732,B,神社,多奈波太神社（たなばたじんじゃ）は、愛知県名古屋市北区金城四丁目に鎮座する神社。『延喜式神名帳』の尾張国山田郡「多奈波太神社」に比定されている。,
大依羅神社,,大阪府,,34.5948685,135.5179394,B,神社,大依羅神社（おおよさみじんじゃ）は、大阪市住吉区にある神社。式内社（名神大社）で、旧社格は府社。,
第36番札所 青龍寺,,高知県,土佐市,33.4260649,133.45095,B,寺院,,
下谷神社,,東京都,,35.7108056,139.7813235,B,神社,下谷神社（したやじんじゃ）は、東京都台東区東上野三丁目にある神社。大年神と日本武尊を祭っている。,
観福寺,,千葉県,,35.8809888,140.4992005,B,寺院,,
常楽寺,,神奈川県,,35.3482067,139.5407424,B,寺院,常楽寺（じょうらくじ）は、神奈川県鎌倉市大船にある臨済宗建長寺派の寺院である。山号は粟船山（ぞくせんざん）。,
東林院,,京都府,,35.0230309,135.7224821,B,寺院,東林院（とうりんいん）は、京都市右京区花園妙心寺町にある臨済宗妙心寺派の寺院。大本山妙心寺の塔頭。,
酒折宮,,山梨県,,35.6610301,138.5965888,B,神社,,
坂東16番 五徳山 水澤寺,,群馬県,,36.4793789,138.9455274,B,寺院,水澤寺（みずさわでら）は、群馬県渋川市にある天台宗の寺院。山号は五徳山。,
開成山大神宮,,福島県,,37.3979737,140.3532251,B,神社,,
熊谷寺,,埼玉県,,36.1465845,139.3829814,B,寺院,熊谷寺（ゆうこくじ）は、埼玉県熊谷市仲町にある浄土宗の寺院である。山号は蓮生山（れんせいざん）。,
慈光院,,奈良県,,34.6315567,135.758621,B,寺院,慈光院（じこういん）は、奈良県大和郡山市小泉町にある臨済宗大徳寺派の寺院である。山号は円通山。,
本願寺,,京都府,,35.0269588,135.6705803,B,寺院,本願寺（ほんがんじ）は、京都市右京区にある浄土真宗の寺院である。嵯峨本願寺とも。,
善知鳥神社,,青森県,,40.8266592,140.7427279,B,神社,善知鳥神社（うとうじんじゃ）は、青森県青森市安方にある神社である。旧社格は県社。,
千光寺,,広島県,,34.4103649,133.1986846,B,寺院,千光寺（せんこうじ）は、広島県尾道市東土堂町の千光寺公園内にある、仏教真言宗系の単立寺院。山号は大宝山（たいほうざん）。,
第03番札所 金泉寺,,徳島県,板野町,34.147453,134.4685024,B,寺院,,
粟田神社,,京都府,,35.0081887,135.7849486,B,神社,粟田神社（あわたじんじゃ）は、京都市東山区粟田口鍛冶町にある神社。旧社格は府社。,
高砂神社,,兵庫県,,34.7437854,134.8035942,B,神社,,
千栗八幡宮,,佐賀県,,33.3314201,130.4786568,B,神社,千栗八幡宮（ちりくはちまんぐう）は、佐賀県三養基郡みやき町にある神社。肥前一宮。,
機物神社,,大阪府,,34.794783,135.6942868,B,神社,機物神社（はたものじんじゃ）は、大阪府交野市倉治にある神社。七夕に関する伝説で知られる神社である。,
願興寺,,岐阜県,,35.4303943,137.1289936,B,寺院,,
新倉富士浅間神社,,山梨県,富士吉田市,35.5003121,138.8001336,B,神社,三國第一山新倉富士浅間神社（さんごくだいいちさん あらくらふじせんげんじんじゃ）は山梨県富士吉田市にある神社。旧社格は村社。,
瑞鳳寺,,宮城県,,38.2515084,140.8666829,B,寺院,,
亀戸水神宮,,東京都,江東区,35.7010875,139.8314992,B,神社,亀戸水神社（かめいどすいじんしゃ）とは、東京都江東区亀戸にある神社。亀戸水神宮（かめいどすいじんぐう）、あるいは単に亀戸水神（かめいどすいじん）とも称される。,
別格15 箸蔵寺,,徳島県,三好市,34.0491841,133.8418219,B,寺院,箸蔵寺（はしくらじ）は、徳島県三好市池田町州津にある真言宗御室派別格本山の寺院。宝珠山（ほうしゅざん）、真光院（しんこういん）と号す。,
第71番札所 弥谷寺,,香川県,,34.230281,133.7241876,B,寺院,弥谷寺（いやだにじ）は、香川県三豊市三野町にある大本山の寺格を持つ真言宗善通寺派の寺院。剣五山 （けんござん）、千手院（せんじゅいん）と号す。,
桃巌寺,,愛知県,,35.161062,136.9646536,B,寺院,桃巖禪寺、桃巌禪寺（とうがんぜんじ）、桃巌寺（とうがんじ）は、愛知県名古屋市千種区四谷通にある曹洞宗の寺院。山号は泉龍山。,
向嶽寺,,山梨県,甲州市,35.7108854,138.7224266,B,寺院,向嶽寺（こうがくじ）は、山梨県甲州市にある禅寺で臨済宗向嶽寺派の大本山。山号は塩山。,
金乗院(山口観音),,埼玉県,,35.7687853,139.414396,B,寺院,,
筑紫神社,,福岡県,,33.4570984,130.5428982,B,神社,,
倭姬宮,,三重県,,34.4852112,136.7233418,B,神社,倭姫宮（やまとひめのみや）は、三重県伊勢市楠部町にある神社。内宮（皇大神宮）の別宮である。,
羽田航空神社,,東京都,,35.5487477,139.7844283,B,神社,,
白山中居神社,,岐阜県,,35.9921241,136.7689753,B,神社,,
総願寺,,埼玉県,,36.1356777,139.5853946,B,寺院,,
月輪寺,,京都府,,35.0584098,135.6451531,B,寺院,月輪寺（つきのわでら）は、京都市右京区嵯峨清滝月ノ輪町にある天台宗の寺院。山号は鎌倉山（かまくらやま、けんそうざん）。,
天徳寺,,東京都,,35.6641968,139.747004,B,寺院,天徳寺（てんとくじ）は、東京都港区にある浄土宗の寺院。,
塩船観音寺,,東京都,,35.8046676,139.2808225,B,寺院,塩船観音寺（しおふねかんのんじ）は、東京都青梅市塩船にある真言宗醍醐派の別格本山。山号は大悲山。,
相馬中村神社,,福島県,,37.797275,140.913059,B,神社,相馬中村神社（そうまなかむらじんじゃ）は、福島県相馬市中村に立地する神社。別名は妙見中村神社（みょうけんなかむらじんじゃ）だが、中村神社と省略されることもある。,
妙成寺,,石川県,,36.9540632,136.7766599,B,寺院,妙成寺（みょうじょうじ）は、石川県羽咋市滝谷町にある日蓮宗の寺院。山号は金栄山（きんえいざん）。,
宗忠神社,,京都府,,35.0228595,135.7856978,B,神社,宗忠神社（むねただじんじゃ）は、黒住教の教祖である黒住宗忠を祀る神社である。京都および、黒住宗忠の生地で黒住教の本部のある岡山にある。,
本照寺,,大阪府,,34.830874,135.5941694,B,寺院,本照寺（ほんしょうじ）は、大阪府高槻市富田町（とんだちょう）にある浄土真宗本願寺派の仏教寺院。富寿栄山（ふすえざん）あるいは富山と号し、富田御坊（とんだごぼう）ともいう。,
崇福寺,,岐阜県,,35.4432484,136.7673257,B,寺院,崇福寺（そうふくじ）は、岐阜県岐阜市にある臨済宗妙心寺派の寺院である。山号は神護山。,
玉若酢命神社,,島根県,,36.2070502,133.3128776,B,神社,玉若酢命神社（たまわかすみことじんじゃ/たまわかすのみことじんじゃ）は、島根県隠岐郡隠岐の島町下西にある神社。式内社で、旧社格は県社。,
龍角寺,,千葉県,,35.8331761,140.2698394,B,寺院,,
油日神社,,滋賀県,,34.886703,136.2495738,B,神社,油日神社（あぶらひじんじゃ）は、滋賀県甲賀市甲賀町油日にある神社。国史見在社で旧社格は県社。,
観音,,千葉県,,35.7319462,140.840608,B,寺院,円福寺（えんぷくじ）は、千葉県銚子市にある真言宗系単立の寺院。山号は飯沼山。,
子ノ権現天龍寺,,埼玉県,,35.907368,139.1892395,B,寺院,子の権現 天龍寺（ねのごんげん てんりゅうじ）は埼玉県飯能市にある天台宗の寺院である。武蔵野三十三観音霊場32番札所。,
走水神社,,兵庫県,,34.6848218,135.1814927,B,神社,,
正伝寺,,京都府,,35.0622841,135.738056,B,寺院,正伝寺（しょうでんじ）は、京都市北区にある臨済宗南禅寺派の寺院。山号は吉祥山。,
雷電神社,,群馬県,,36.227526,139.6078042,B,神社,,
宝鏡寺,,京都府,,35.034015,135.7527593,B,寺院,宝鏡寺（ほうきょうじ）は、京都市上京区百々町にある臨済宗系単立の寺院（尼寺）。山号は西山（せいざん）。,
油山寺,,静岡県,,34.7855186,137.9361726,B,寺院,油山寺（ゆさんじ）は、静岡県袋井市村松にある真言宗智山派の寺院。遠州三山の1つ。,
雲峰寺,,山梨県,,35.7393686,138.8046698,B,寺院,,
長浜神社,,大分県,大分市,33.2376383,131.6161884,B,神社,,
魚吹八幡神社,,兵庫県,,34.7963708,134.5903096,B,神社,,
妙蓮寺,,静岡県,,35.2691005,138.5787021,B,寺院,下条妙蓮寺（しもじょうみょうれんじ）は、静岡県富士宮市にある日蓮正宗の本山格寺院である。山号は多宝富士山。,
駒込富士神社,,東京都,,35.7312141,139.7511561,B,神社,,
