name,name_kana,lat,lng,region,rank,series,categories,description,key
葛原岡神社,くずはらおかじんじゃ,35.3288424,139.5428065,神奈川県,B,神社,,葛原岡神社（くずはらおかじんじゃ）は、神奈川県鎌倉市の神社。(出典: ja.wikipedia「葛原岡神社」 https://ja.wikipedia.org/wiki/葛原岡神社),葛原岡神社
覚園寺,かくおんじ,35.3311382,139.5641091,神奈川県,B,寺院,,覚園寺（かくおんじ）は、神奈川県鎌倉市二階堂にある真言宗泉涌寺派の仏教寺院である。山号を鷲峰山（じゅぶせん）、院号真言院（しんごんいん）と称するここまで寺号・山号院号についてつぎのウェブサイトによる。。本尊は薬師三尊、開基は北条貞時、開山は智海心慧（ちかいしんえ）である。鎌倉幕府執権北条家歴代の尊崇を集めた寺院である。(出典: ja.wikipedia「覚園寺」 https://ja.wikipedia.org/wiki/覚園寺),覚園寺
銭洗弁天 宇賀福神社,,35.325711,139.5421784,神奈川県,B,神社,,銭洗弁財天宇賀福神社（ぜにあらいべんざいてん うがふくじんじゃ）は、神奈川県鎌倉市佐助にある神社である。境内洞窟にある清水で硬貨などを洗うと増えると伝えられていることから、銭洗弁天（ぜにあらいべんてん）の名で知られている。 文治元年（1185年）、源頼朝への宇賀福神の夢のお告げを元に、宇賀福神を祀り神仏の供養を行ったのが創建の由来という伝説がある。(出典: ja.wikipedia「銭洗弁財天宇賀福神社」 https://ja.wikipedia.org/wiki/銭洗弁財天宇賀福神社),銭洗弁天 宇賀福神社
鎌倉宮,かまくらぐう,35.3258941,139.5667848,神奈川県,B,神社,,鎌倉宮（かまくらぐう）は、神奈川県鎌倉市二階堂にある神社である。後醍醐天皇皇子の護良親王を祭神とする。(出典: ja.wikipedia「鎌倉宮」 https://ja.wikipedia.org/wiki/鎌倉宮),鎌倉宮
長光山 妙蓮寺,,35.4982903,139.6340838,神奈川県,B,寺院,,妙蓮寺（みょうれんじ）は、神奈川県横浜市港北区にある日蓮宗の寺院。通称、菊名妙蓮寺。旧本山は大本山池上本門寺。池上中道不二庵法類の土富店法縁。(出典: ja.wikipedia「妙蓮寺 (横浜市港北区)」 https://ja.wikipedia.org/wiki/妙蓮寺_%28横浜市港北区%29),長光山 妙蓮寺
関帝廟,,35.442453,139.6452218,神奈川県,B,寺院,,横浜関帝廟（よこはまかんていびょう）は、神奈川県横浜市中区の横浜中華街にある関帝廟。関帝（神格化された関羽）を祀っており、主に商売人の守り神として崇敬を集めている。(出典: ja.wikipedia「横浜関帝廟」 https://ja.wikipedia.org/wiki/横浜関帝廟),関帝廟
雨降山大山寺,,35.4292982,139.2393561,神奈川県,B,寺院,,大山寺（おおやまでら）は、神奈川県伊勢原市にある真言宗大覚寺派の寺院である。大山不動の通称で知られる。山号は雨降山（あぶりさん）。本尊は不動明王。開基（創立者）は良弁と伝える。 高幡山金剛寺、成田山新勝寺と共にしばしば「関東の三大不動」に数えられ、江戸期には江戸近郊の観光地として賑わい、落語にも「大山詣り」として題材に取り上げられるほど、広く一般に浸透した。(出典: ja.wikipedia「雨降山大山寺」 https://ja.wikipedia.org/wiki/雨降山大山寺),雨降山大山寺
高来神社,,35.3220972,139.3247207,神奈川県,B,神社,,__NOTOC__ 高来神社、（たかく じんじゃ）は、神奈川県中郡大磯町高麗（こま）に鎮座する神社。高麗神社（こまじんじゃ）とも呼ばれる。旧社格は郷社。(出典: ja.wikipedia「高来神社」 https://ja.wikipedia.org/wiki/高来神社),高来神社
鶴見神社,つるみじんじゃ,35.5109656,139.6773296,神奈川県,B,神社,,鶴見神社（つるみじんじゃ）は、神奈川県横浜市鶴見区鶴見中央（旧・武蔵国橘樹郡鶴見村）に鎮座する神社。旧社格は村社。神紋は有職鶴（ゆうそくづる）。横浜・川崎間の最古の神社とされる。(出典: ja.wikipedia「鶴見神社 (横浜市)」 https://ja.wikipedia.org/wiki/鶴見神社_%28横浜市%29),鶴見神社
龍口寺,りゅうこうじ,35.3117107,139.4893788,神奈川県,B,寺院,,龍口寺（りゅうこうじ）は、神奈川県藤沢市片瀬の龍口刑場跡に建つ日蓮宗の本山（霊跡寺院）。山号は寂光山（じゃっこうざん）日蓮が文永8年（1271年）に認めた「四条金吾殿御消息」に拠って定められた山号。「今度法華経の行者として流罪死罪に及ぶ。流罪は伊東、死罪はたつのくち。相州たつのくちこそ日蓮が命を捨たる処なれ。仏土におとるべしや。其故はすでに法華経の故なるがゆへなり。経云十方仏土中唯有一乗法。(出典: ja.wikipedia「龍口寺」 https://ja.wikipedia.org/wiki/龍口寺),龍口寺
龍寶寺,,35.3523472,139.5204064,神奈川県,B,寺院,,龍寳寺（りゅうほうじ、龍宝寺）は、神奈川県鎌倉市植木にある曹洞宗の寺。山号は陽谷山（ようこくざん）。本尊は釈迦如来像、開基は北条綱成、開山は泰絮宗栄と伝えられる。(出典: ja.wikipedia「龍寶寺」 https://ja.wikipedia.org/wiki/龍寶寺),龍寶寺
国分寺,,37.168556,138.2248871,新潟県,B,寺院,,五智国分寺（ごちこくぶんじ）は、新潟県上越市五智にある天台宗の寺院。山号は安国山。院号は華蔵院。本尊は五智如来。 奈良時代に聖武天皇の詔により日本各地に建立された国分寺のうち、越後国国分寺の後継寺院にあたる。(出典: ja.wikipedia「五智国分寺」 https://ja.wikipedia.org/wiki/五智国分寺),国分寺
妙宣寺,みょうせんじ,37.9715523,138.3732015,新潟県,B,寺院,,妙宣寺（みょうせんじ）は、新潟県佐渡市阿仏坊にある日蓮宗の寺院。日蓮の弟子阿仏房日得が自宅を寺として開基した日蓮宗佐渡三本山のひとつ。山号は蓮華王山。本尊は釈迦如来。(出典: ja.wikipedia「妙宣寺 (佐渡市)」 https://ja.wikipedia.org/wiki/妙宣寺_%28佐渡市%29),妙宣寺
居多神社,こたじんじゃ,37.1664268,138.2231715,新潟県,B,神社,,居多神社（こたじんじゃ）は、新潟県上越市五智にある神社。式内社、越後国一宮で、旧社格は県社。(出典: ja.wikipedia「居多神社」 https://ja.wikipedia.org/wiki/居多神社),居多神社
度津神社,わたつじんじゃ,37.8602613,138.330752,新潟県,B,神社,,度津神社（わたつじんじゃ）は、新潟県佐渡市羽茂飯岡にある神社。式内社、佐渡国一宮。旧社格は国幣小社で、現在は神社本庁の別表神社。(出典: ja.wikipedia「度津神社」 https://ja.wikipedia.org/wiki/度津神社),度津神社
愛宕神社,,37.9161102,139.040868,新潟県,B,神社,,古町愛宕神社（ふるまちあたごじんじゃ）は、新潟県新潟市中央区古町通にある神社。越後長岡藩主からの信仰も篤く『愛宕さま』として親しまれてきた。拝殿と本殿は新潟市の有形文化財（建造物）に指定。(出典: ja.wikipedia「古町愛宕神社」 https://ja.wikipedia.org/wiki/古町愛宕神社),愛宕神社_3
新潟総鎮守 白山神社,,37.9155007,139.0377511,新潟県,B,神社,,白山神社（はくさんじんじゃ）は、新潟県新潟市中央区一番堀通町に鎮座する神社である。彌彦神社、新潟縣護國神社と並び、「新潟の総鎮守」として新潟県を代表する神社の一つである新潟の総鎮守 白山神社 白山神社公式サイト、2022年6月28日閲覧。。正月の初詣や「白山まつり」開催時には大勢の参拝客でにぎわう。(出典: ja.wikipedia「白山神社 (新潟市中央区一番堀通町)」 https://ja.wikipedia.org/wiki/白山神社_%28新潟市中央区一番堀通町%29),新潟総鎮守 白山神社
春日山神社,かすがやまじんじゃ,37.1474352,138.2089548,新潟県,B,神社,,春日山神社（かすがやまじんじゃ）は、新潟県上越市の春日山山腹にある神社。(出典: ja.wikipedia「春日山神社」 https://ja.wikipedia.org/wiki/春日山神社),春日山神社
本成寺,ほんじょうじ,37.622725,138.9449872,新潟県,B,寺院,,本成寺（ほんじょうじ）は、新潟県三条市西本成寺にある、法華宗陣門流の総本山。山号は長久山（ちょうきゅうさん）。開山の日印聖人は日朗聖人（六老僧）の高弟で宗祖日蓮大聖人の法孫に当る。塔頭が十カ寺ある（要住院、本照院、久成院、蓮如院、持経院、顕性院、一乗院、本高院、静明院、寿妙院）。(出典: ja.wikipedia「本成寺 (三条市)」 https://ja.wikipedia.org/wiki/本成寺_%28三条市%29),本成寺
松苧神社,まつおじんしゃ,37.1476754,138.6464232,新潟県,B,神社,,松苧神社（まつおじんしゃ）は、新潟県十日町市犬伏（いぬぶし）の松苧山にある神社。「松苧大権現」とも呼ばれる。本項では、犬伏の松苧神社以外にも、平成の大合併後の十日町市を中心とした地域に点在している松苧神社にも触れる。(出典: ja.wikipedia「松苧神社」 https://ja.wikipedia.org/wiki/松苧神社),松苧神社
林泉寺,りんせんじ,37.1506629,138.2130529,新潟県,B,寺院,,林泉寺（りんせんじ）は、新潟県上越市にある曹洞宗の寺院である。山号は春日山（かすがさん）。越後国守護代長尾氏、およびその後裔である米沢藩上杉家の菩提寺として知られ、長尾氏の居城・春日山城の山麓に建立されている。なお、上杉家は江戸時代初期に、移封先の米沢城下にも同名の春日山林泉寺を建立しており、こちらも今日まで山形県米沢市に存在する。(出典: ja.wikipedia「林泉寺 (上越市)」 https://ja.wikipedia.org/wiki/林泉寺_%28上越市%29),林泉寺
某神社,,37.7058812,138.8271226,新潟県,B,神社,,彌彦神社の境内末社である某神社（ぼうじんじゃ）は、彌彦神社の境内にある祭神が不明の神社。祭神の名前が分からないため、某神社と呼ばれている。(出典: ja.wikipedia「某神社 (彌彦神社)」 https://ja.wikipedia.org/wiki/某神社_%28彌彦神社%29),某神社
物部神社,もののべじんじゃ,37.4540073,138.6751458,新潟県,B,神社,,物部神社（もののべじんじゃ）は、新潟県柏崎市西山町二田（ふただ）にある神社。式内社、越後国二宮で、旧社格は県社。社名は「二田物部神社」「二田神社」とも。(出典: ja.wikipedia「物部神社 (柏崎市)」 https://ja.wikipedia.org/wiki/物部神社_%28柏崎市%29),物部神社
光禅寺,,36.8577546,136.9861344,富山県,B,寺院,,光禪寺（こうぜんじ）は、日本の富山県氷見市に所在する曹洞宗の寺院である。山号は海慧山（かいけいざん）。(出典: ja.wikipedia「光禅寺 (氷見市)」 https://ja.wikipedia.org/wiki/光禅寺_%28氷見市%29),光禅寺
勝興寺,しょうこうじ,36.7923247,137.0527655,富山県,B,寺院,,勝興寺（しょうこうじ）は、富山県高岡市伏木古国府にある浄土真宗本願寺派の仏教寺院。山号は雲龍山。本尊は阿弥陀如来。国宝2棟「勝興寺 国宝指定決定 高岡 瑞龍寺以来 県内2件目」『北日本新聞 』2022年12月13日1面・重要文化財10棟の建造物を含む多くの文化財を有することで知られる。地元の人からは「ふるこはん」の愛称で親しまれている。(出典: ja.wikipedia「勝興寺」 https://ja.wikipedia.org/wiki/勝興寺),勝興寺
射水神社,いみずじんじゃ,36.7486823,137.0213303,富山県,B,神社,,射水神社（いみずじんじゃ）は、富山県高岡市の高岡古城公園内にある神社。登記上の宗教法人名称は越中総鎮守射水神社（えっちゅうそうちんじゅいみずじんじゃ）。式内社（名神大社または小社）、越中国一宮。旧社格は国幣中社で、現在は神社本庁の別表神社。神紋は祭神の瓊瓊杵尊にちなみ「稲穂」。(出典: ja.wikipedia「射水神社」 https://ja.wikipedia.org/wiki/射水神社),射水神社
日枝神社,ひえじんじゃ,36.6865906,137.2135121,富山県,B,神社,,日枝神社（ひえじんじゃ）は、富山県富山市にある神社である。別称「富山山王さん」。大山咋神・大己貴命を主祭神とし、相殿に天照大御神・豊受大御神を祀る。毎年5月31日より行なわれる春季例大祭「山王まつり」は、「さんのさん（はん）の祭り」として親しまれる富山県内最大の祭りで、大勢の人々で賑わう。(出典: ja.wikipedia「日枝神社 (富山市)」 https://ja.wikipedia.org/wiki/日枝神社_%28富山市%29),日枝神社_2
気多神社,けたじんじゃ,36.800035,137.0449698,富山県,B,神社,,気多神社（けたじんじゃ）は、富山県高岡市伏木一宮にある神社。式内社（名神大社または小社）、越中国一宮。旧社格は県社。 所在地の高岡市伏木は、かつて国府や国分寺が存在した越中国の中心地で、当神社境内にも越中国総社跡の伝承地がある。越中国内で一宮を称する4社のうちで唯一、所在地名に「一宮」と言う銘号が入っている。(出典: ja.wikipedia「気多神社」 https://ja.wikipedia.org/wiki/気多神社),気多神社
高瀬神社,,36.5713644,136.9482339,富山県,B,神社,,髙瀬神社（たかせじんじゃ）は、富山県南砺市高瀬にある神社。式内社、越中国一宮。旧社格は国幣小社で、現在は神社本庁の別表神社。(出典: ja.wikipedia「高瀬神社」 https://ja.wikipedia.org/wiki/高瀬神社),高瀬神社
大乗寺,だいじょうじ,36.532427,136.6591413,石川県,B,寺院,,大乗寺（だいじょうじ、大乘寺）は、石川県金沢市長坂町にある曹洞宗の寺院。山号は東香山、椙樹林、古くは金獅峯。僧堂がある。江戸時代にここで清規（僧侶の修行規則）が再構築され、規矩大乗と称された。 周防正行監督、本木雅弘主演の映画『ファンシイダンス』のロケ地のひとつである。(出典: ja.wikipedia「大乗寺」 https://ja.wikipedia.org/wiki/大乗寺),大乗寺
天徳院,てんとくいん,36.5514901,136.6768907,石川県,B,寺院,,天徳院（てんとくいん）は、石川県金沢市小立野にある曹洞宗の寺院。山号は金龍山（きんりゅうざん）。院号は、加賀藩主前田利常の正室珠姫の法号である天徳院殿 乾運淳貞 大禅定尼にちなんでいる。(出典: ja.wikipedia「天徳院 (金沢市)」 https://ja.wikipedia.org/wiki/天徳院_%28金沢市%29),天徳院
妙成寺,みょうじょうじ,36.9540632,136.7766599,石川県,B,寺院,,妙成寺（みょうじょうじ）は、石川県羽咋市滝谷町にある日蓮宗の寺院。山号は金栄山（きんえいざん）。日蓮の孫弟子に当たる日像が開祖。日蓮宗の北陸本山で、能登随一の大伽藍をもつ。本堂、五重塔、祖師堂、経堂等の諸堂が､国の重要文化財に指定されている。塔頭が五ヶ寺ある（玉寿寺、善住寺、大鏡寺、円融寺、本覚寺）。(出典: ja.wikipedia「妙成寺」 https://ja.wikipedia.org/wiki/妙成寺),妙成寺
妙立寺(忍者寺),,36.5553573,136.6490285,石川県,B,寺院,,妙立寺（みょうりゅうじ）とは、石川県金沢市にある日蓮宗の寺院。山号は正久山。旧本山は京都立本寺。通称は忍者寺。潮師法縁。(出典: ja.wikipedia「妙立寺」 https://ja.wikipedia.org/wiki/妙立寺),妙立寺(忍者寺)
尾山神社,おやまじんじゃ,36.5660146,136.6554033,石川県,B,神社,,尾山神社（おやまじんじゃ）は、石川県金沢市にある神社。江戸時代後期から明治時代初期に流行した藩祖を祀った神社のひとつ。主祭神は加賀藩の藩祖前田利家と妻の芳春院（まつ）。旧社格は別格官幣社。神門は重要文化財に指定されている。例祭は利家の命日である4月27日。現在は神社本庁の別表神社である。(出典: ja.wikipedia「尾山神社」 https://ja.wikipedia.org/wiki/尾山神社),尾山神社
本興寺,ほんこうじ,36.6006075,136.717032,石川県,B,寺院,,本興寺（ほんこうじ）は、石川県金沢市薬師町ロにある日蓮宗の寺院。山号は一乗山。旧本山は京都立本寺、潮師法縁。北陸における日蓮宗の古刹の一つ。金沢市指定文化財の木造日蓮聖人坐像附胎内舎利塔を安置する。(出典: ja.wikipedia「本興寺 (金沢市)」 https://ja.wikipedia.org/wiki/本興寺_%28金沢市%29),本興寺
石浦神社,いしうらじんじゃ,36.561271,136.6600249,石川県,B,神社,,石浦神社（いしうらじんじゃ）は、石川県金沢市本多町に鎮座する神社。旧社格は県社。創建時の名称は「三輪神社」石浦神社に新石碑 越田さん 祖父寄贈から100年 中日新聞、2021年5月6日閲覧。。『延喜式神名帳』加賀国加賀郡の小社「三輪神社」に比定される式内社論社で、金沢市最古の神社であるともされる。(出典: ja.wikipedia「石浦神社」 https://ja.wikipedia.org/wiki/石浦神社),石浦神社
那谷寺 華王殿,,36.31318,136.4205048,石川県,B,寺院,,那谷寺（なたでら）は、石川県小松市にある仏教寺院。高野山真言宗別格本山。 本尊の千手観世音菩薩像は33年ごとに開扉される秘仏とされ、最近では2017年の開創一千三百年大祭に合わせて公開（4月9日～10月31日）された。(出典: ja.wikipedia「那谷寺」 https://ja.wikipedia.org/wiki/那谷寺),那谷寺 華王殿
金劔宮,,36.4498786,136.6301301,石川県,B,神社,,金剱宮（きんけんぐう）は、石川県白山市鶴来日詰町にある神社。旧社格は県社。金剱神社、金剱明神、剱明神とも。(出典: ja.wikipedia「金剱宮」 https://ja.wikipedia.org/wiki/金剱宮),金劔宮
常宮神社,じょうぐうじんじゃ,35.6904365,136.0297034,福井県,B,神社,,常宮神社（じょうぐうじんじゃ）は、福井県敦賀市常宮にある神社。式内社論社で、旧社格は県社。神紋は「十六弁八重菊」「巴」「桐」常宮神社（福井県神社庁）。。 古くは氣比神宮（越前国一宮）の奥宮・摂社であった。(出典: ja.wikipedia「常宮神社」 https://ja.wikipedia.org/wiki/常宮神社),常宮神社
明通寺,みょうつうじ,35.4535265,135.8044901,福井県,B,寺院,,明通寺（みょうつうじ）は、福井県小浜市門前棡谷（ゆずりだに）（遠敷郡門前村棡谷、松永村門前）にある真言宗御室派の寺院。山号は棡山（ゆずりさん）。本尊は薬師如来。 大同元年（806年）、坂上田村麻呂によって創建されたと伝えられる。本堂と三重塔は、建造物としては福井県内で唯一国宝に指定されている。(出典: ja.wikipedia「明通寺」 https://ja.wikipedia.org/wiki/明通寺),明通寺
柴田神社,しばたじんじゃ,36.060291,136.2195004,福井県,B,神社,,柴田神社（しばたじんじゃ）は、福井県福井市にある神社である。戦国時代の武将・柴田勝家を主祭神とし、妻の市を配祀する。境内には、市の三人の娘を祀る三姉妹神社がある。(出典: ja.wikipedia「柴田神社」 https://ja.wikipedia.org/wiki/柴田神社),柴田神社
称念寺,しょうねんじ,36.1438906,136.2517692,福井県,B,寺院,,称念寺（しょうねんじ）は、福井県坂井市にある時宗の寺院。山号は長林山。院号は往生院。(出典: ja.wikipedia「称念寺 (坂井市)」 https://ja.wikipedia.org/wiki/称念寺_%28坂井市%29),称念寺
空印寺,くういんじ,35.4914841,135.7385779,福井県,B,寺院,,空印寺（くういんじ）は、福井県小浜市小浜男山にある曹洞宗寺院。山号は建康山。本尊は馬頭観音。小浜藩酒井家の菩提寺で、境内に八百比丘尼入定の洞穴があることで知られている。(出典: ja.wikipedia「空印寺」 https://ja.wikipedia.org/wiki/空印寺),空印寺
若狭彦神社,わかさひこじんじゃ,35.4663745,135.779073,福井県,B,神社,,若狭彦神社（わかさひこじんじゃ）は、福井県小浜市にある神社。式内社（名神大社）、若狭国一宮。旧社格は国幣中社で、現在は神社本庁の別表神社。 上社・下社の2社からなり、上社（小浜市龍前）を「若狭彦神社」、下社（小浜市遠敷）を「若狭姫神社（わかさひめじんじゃ）」という。別称として郡名から「遠敷明神」とも呼ばれる。(出典: ja.wikipedia「若狭彦神社」 https://ja.wikipedia.org/wiki/若狭彦神社),若狭彦神社
藤島神社,ふじしまじんじゃ,36.0563277,136.2110629,福井県,B,神社,,藤島神社（ふじしまじんじゃ）は、福井県福井市の足羽山にある神社である。旧社格は別格官幣社。建武中興十五社の一社である。 南北朝時代の武将・新田義貞を主祭神とし、義貞の子の新田義顕・新田義興・新田義宗、弟の脇屋義助、および一族の将兵を配祀する。(出典: ja.wikipedia「藤島神社」 https://ja.wikipedia.org/wiki/藤島神社),藤島神社
誠照寺,じょうしょうじ,35.9470291,136.1842757,福井県,B,寺院,,誠照寺（じょうしょうじ）は、福井県鯖江市にある真宗誠照寺派の本山。山号は上野山（うわのさん）。院号は九品院。本尊は阿弥陀如来。(出典: ja.wikipedia「誠照寺」 https://ja.wikipedia.org/wiki/誠照寺),誠照寺
足羽神社,あすわじんじゃ,36.0582765,136.2095972,福井県,B,神社,,足羽神社（あすわじんじゃ）は、福井県福井市足羽に鎮座する神社である。『ふるさとの想い出写真集 明治大正昭和福井』（1979年（昭和54年）1月、p115）式内社、旧・県社。(出典: ja.wikipedia「足羽神社」 https://ja.wikipedia.org/wiki/足羽神社),足羽神社
金崎宮,かねがさきぐう,35.6645272,136.0741217,福井県,B,神社,,金崎宮（かねがさきぐう）は、福井県敦賀市にある神社である。建武中興十五社の一社で、旧社格は官幣中社である。 主祭神の一人である尊良親王とその妻の恋愛伝説や（御匣殿 (西園寺公顕女)を参照）、明治40年代（1900年代 - 1910年代ごろ）に始まった花換祭の風習により、「恋の宮」の別名でも知られている。(出典: ja.wikipedia「金崎宮」 https://ja.wikipedia.org/wiki/金崎宮),金崎宮
久須志神社,くすしじんじゃ,35.3657057,138.7328766,山梨県,B,神社,,久須志神社（くすしじんじゃ）は富士山の標高3715mに位置する神社。富士登山道の吉田口と須走口側の頂上にあたる。富士山本宮浅間大社の末社であり、「東北奥宮」とも称される。 「富士山-信仰の対象と芸術の源泉」の「富士山域」の一部である「山頂の信仰遺跡群」の一部として世界文化遺産の構成要素に含まれている。(出典: ja.wikipedia「久須志神社 (富士山)」 https://ja.wikipedia.org/wiki/久須志神社_%28富士山%29),久須志神社
冨士御室浅間神社,ふじおむろせんげんじんじゃ,35.4002783,138.755524,山梨県,B,神社,,冨士御室浅間神社（ふじおむろせんげんじんじゃ）は、山梨県南都留郡富士河口湖町にある神社。旧社格は県社で、現在は神社本庁の別表神社。全国にある浅間神社の一社。旧称小室浅間明神（おむろせんげんみょうじん）。富士山山中最古の神社とされる。 「富士山-信仰の対象と芸術の源泉」の構成資産の一部として世界文化遺産に登録されている。(出典: ja.wikipedia「冨士御室浅間神社」 https://ja.wikipedia.org/wiki/冨士御室浅間神社),冨士御室浅間神社
向嶽寺,こうがくじ,35.7108854,138.7224266,山梨県,B,寺院,,向嶽寺（こうがくじ）は、山梨県甲州市にある禅寺で臨済宗向嶽寺派の大本山。山号は塩山。本尊は釈迦如来。 非公開寺院のため建物内部や庭園は原則的に拝観不可である。(出典: ja.wikipedia「向嶽寺」 https://ja.wikipedia.org/wiki/向嶽寺),向嶽寺
大善寺,だいぜんじ,35.6559111,138.7431425,山梨県,B,寺院,,大善寺（だいぜんじ）は、山梨県甲州市勝沼町にある仏教寺院。宗派は真言宗智山派、山号は柏尾山、本尊は薬師如来である。(出典: ja.wikipedia「大善寺 (甲州市)」 https://ja.wikipedia.org/wiki/大善寺_%28甲州市%29),大善寺_2
妙法寺,みょうほうじ,35.5445935,138.4305703,山梨県,B,寺院,,妙法寺（みょうほうじ）は、山梨県南巨摩郡富士川町小室3063番地にある日蓮宗の本山（由緒寺院）で小西法縁六本山の一つ。山号は徳栄山または小室山。本尊は十界曼荼羅。「紫陽花寺」や「俳句寺」として有名。現住は83世・小倉日教貫首（長野県松本市円乗寺より晋山）。(出典: ja.wikipedia「妙法寺 (山梨県富士川町)」 https://ja.wikipedia.org/wiki/妙法寺_%28山梨県富士川町%29),妙法寺
小室浅間神社,,35.4948598,138.8031488,山梨県,B,神社,,冨士山下宮小室浅間神社（ふじさんしもみやおむろせんげんじんじゃ）は、山梨県富士吉田市にある神社。旧社格は郷社で、現在は神社本庁の別表神社。全国にある浅間神社の一社。旧称冨士山下宮浅間神社慶応四年辰年八月の「富士山下宮社地取調書上帳」。登記上の宗教法人名称は小室浅間神社（おむろせんげんじんじゃ)。 富士北麓地域・富士吉田一円の産土大神で、上吉田・下吉田・松山の三郷の総鎮守。 神馬の飼育をしている。(出典: ja.wikipedia「冨士山下宮小室浅間神社」 https://ja.wikipedia.org/wiki/冨士山下宮小室浅間神社),小室浅間神社
新倉富士浅間神社,,35.5003121,138.8001336,山梨県,B,神社,,三國第一山新倉富士浅間神社（さんごくだいいちさん あらくらふじせんげんじんじゃ）は山梨県富士吉田市にある神社。旧社格は村社。登記上の宗教法人名称は富士浅間神社。 新倉富士浅間神社（あらくらふじせんげんじんじゃ）とも呼ばれる。(出典: ja.wikipedia「三國第一山新倉富士浅間神社」 https://ja.wikipedia.org/wiki/三國第一山新倉富士浅間神社),新倉富士浅間神社
新屋山神社,あらややまじんじゃ,35.466838,138.797335,山梨県,B,神社,,新屋山神社（あらややまじんじゃ）は、山梨県富士吉田市新屋（あらや）にある神社。地名を冠さずに単に山神社（やまじんじゃ）とも称される新屋山神社 - 山梨県神社庁。 旧社格は県社。天文3年（1534年）の創建。 地元で「ヤマノカミサマ」と呼ばれて親しまれており、昔から山の神、産業の神として信仰されてきた。富士山2合目に奥宮がある。(出典: ja.wikipedia「新屋山神社」 https://ja.wikipedia.org/wiki/新屋山神社),新屋山神社
景徳院,けいとくいん,35.6410545,138.803545,山梨県,B,寺院,,景徳院（けいとくいん）は、山梨県甲州市にある曹洞宗の寺院。山号は天童山、本尊は釈迦如来。地名から田野寺とも呼ばれる（『甲斐国志』による）。武田勝頼父子および家臣の慰霊のため、徳川家康の命により創建された。(出典: ja.wikipedia「景徳院」 https://ja.wikipedia.org/wiki/景徳院),景徳院
東光寺,とうこうじ,35.6681847,138.5883439,山梨県,B,寺院,,東光寺（とうこうじ）は、山梨県甲府市東光寺にある寺院。山号は法蓋山（ほうがいさん）。臨済宗妙心寺派。 本尊は薬師如来。甲府五山のひとつ。(出典: ja.wikipedia「東光寺 (甲府市)」 https://ja.wikipedia.org/wiki/東光寺_%28甲府市%29),東光寺
河口浅間神社,かわぐちあさまじんじゃ,35.5310685,138.7749964,山梨県,B,神社,,河口浅間神社（かわぐちあさまじんじゃ）は、山梨県南都留郡富士河口湖町河口にある神社。式内社（名神大社）論社で、旧社格は県社。全国にある浅間神社の1つ。 登記上の宗教法人名称は浅間神社（あさまじんじゃ）浅間神社（山梨県神社庁）。。富士山の北麓で御坂山地を背負い、河口湖越しに富士山と対峙して鎮座する。 「富士山－信仰の対象と芸術の源泉」の構成資産の一部として世界文化遺産に登録されている。(出典: ja.wikipedia「河口浅間神社」 https://ja.wikipedia.org/wiki/河口浅間神社),河口浅間神社
穴切大神社,あなぎりだいじんじゃ,35.6626481,138.5610766,山梨県,B,神社,,穴切大神社（あなぎりだいじんじゃ）は、山梨県甲府市宝二丁目に鎮座する神社。甲府盆地の湖水伝説、蹴裂伝説を由緒に有する。旧社格は郷社。 鎮座地は甲府盆地北部に位置する甲府市中心域の西端、市域西部を南北に流れる相川左岸に位置する。(出典: ja.wikipedia「穴切大神社」 https://ja.wikipedia.org/wiki/穴切大神社),穴切大神社
酒折宮,さかおりみや・さかおりのみや,35.6610301,138.5965888,山梨県,B,神社,,酒折宮（さかおりみや・さかおりのみや）は、山梨県甲府市酒折にある神社。旧社格は村社。(出典: ja.wikipedia「酒折宮」 https://ja.wikipedia.org/wiki/酒折宮),酒折宮
金櫻神社,かなざくらじんじゃ,35.7694402,138.5561097,山梨県,B,神社,,金櫻神社（かなざくらじんじゃ）は、山梨県甲府市御岳町（みたけちょう）2347番地に鎮座する神社である。(出典: ja.wikipedia「金櫻神社」 https://ja.wikipedia.org/wiki/金櫻神社),金櫻神社
雲峰寺,うんぽうじ,35.7393686,138.8046698,山梨県,B,寺院,,雲峰寺（うんぽうじ）は、山梨県甲州市塩山上荻原にある寺院。臨済宗妙心寺派の寺院で、本尊は十一面観音像（裂石観音）。山号は裂石山（さけいしざん）。(出典: ja.wikipedia「雲峰寺」 https://ja.wikipedia.org/wiki/雲峰寺),雲峰寺
万治の石仏,まんじのせきぶつ,36.0829236,138.0819468,長野県,B,寺院,,万治の石仏（まんじのせきぶつ）は、長野県諏訪郡下諏訪町東山田字石仏にある、江戸時代前期の1660年（万治3年）に造られた石仏。所有者は下諏訪町で、同町の指定有形文化財に指定されている（1982年（昭和57年）3月26日指定、登録名「万治の石仏（みたらしの石仏）」）万治の石仏 - 下諏訪町、2021年2月11日閲覧。。砥川を挟み、諏訪大社下社春宮の対岸に位置する。(出典: ja.wikipedia「万治の石仏」 https://ja.wikipedia.org/wiki/万治の石仏),万治の石仏
