name,name_kana,prefecture,municipality,lat,lng,rank,category,description,official_url
東照寺,,兵庫県,,34.6545653,135.1624909,Z,寺院,,
慈光寺,,徳島県,,34.0710361,134.5659904,Z,寺院,,
慈光寺,,岩手県,,40.1930499,141.7077836,Z,寺院,,
慈光寺,,京都府,,35.5818536,135.2027573,Z,寺院,,
慈光寺,,愛知県,,35.171097,136.8892692,Z,寺院,,
慈光寺,,大阪府,,34.6698267,135.6711919,Z,寺院,,
慈光寺,,愛知県,,34.9061572,137.1195569,Z,寺院,,
慈光寺,,山口県,,34.1431034,131.0166021,Z,寺院,,
慈光寺,,山形県,,38.9442543,139.9179213,Z,寺院,,
慈光寺,,大阪府,,34.7664265,135.6711533,Z,寺院,,
慈光寺,,大阪府,,34.8171629,135.5940344,Z,寺院,,
慈光寺,,大阪府,,34.4508434,135.3899283,Z,寺院,,
慈光寺,,山形県,,38.264407,140.3359733,Z,寺院,,
慈光寺,,愛知県,,34.98128,137.1658131,Z,寺院,,
慈光寺,,福岡県,,33.8622232,130.8350878,Z,寺院,,
慈光寺,,大阪府,,34.5572686,135.4540241,Z,寺院,,
慈光寺,,大阪府,,34.572181,135.4737489,Z,寺院,,
慈光寺,,愛知県,,35.0687975,137.0212112,Z,寺院,,
慈光寺,,北海道,,43.6399459,144.4457058,Z,寺院,,
八坂神社,,徳島県,,34.03547,134.3537694,Z,神社,,
八坂神社,,滋賀県,,35.3842888,136.2568523,Z,神社,,
八坂神社,,滋賀県,,35.4016602,136.2706711,Z,神社,,
八坂神社,,滋賀県,,35.4054585,136.2694218,Z,神社,,
八坂神社,,東京都,,35.5162419,139.4667343,Z,神社,,
八坂神社,,静岡県,,35.074076,137.787565,Z,神社,,
八坂神社,,愛知県,,34.9482498,137.614638,Z,神社,,
八坂神社,,鹿児島県,,31.4762666,131.1059925,Z,神社,,
八坂神社,,愛知県,,35.0755729,137.7008653,Z,神社,,
八坂神社,,東京都,,35.7793316,139.6262427,Z,神社,,
八坂神社,,福岡県,,33.5900602,130.2204099,Z,神社,,
八坂神社,,東京都,,35.6790807,139.395783,Z,神社,,
八坂神社,,佐賀県,,33.2015012,129.8493911,Z,神社,,
八坂神社,,埼玉県,,36.2216902,139.3777567,Z,神社,,
八坂神社,,大阪府,,34.6899928,135.5518757,Z,神社,,
八坂神社,,東京都,,35.7479604,139.1850974,Z,神社,,
八坂神社,,神奈川県,,35.3703472,139.2083268,Z,神社,,
八坂神社,,高知県,,33.1525071,132.7552915,Z,神社,,
八坂神社,,神奈川県,,35.3746304,139.3685624,Z,神社,,
八坂神社,,東京都,,35.8165941,139.2753414,Z,神社,,
八坂神社,,山形県,,38.7053693,139.9645815,Z,神社,,
八坂神社,,山形県,,38.7016872,139.982481,Z,神社,,
八坂神社,,鹿児島県,,31.6756246,130.8171367,Z,神社,,
八坂神社,,栃木県,,36.3973515,139.6890489,Z,神社,,
八坂神社,,広島県,,34.41145,133.2065441,Z,神社,,
八坂神社,,広島県,,34.3137508,132.8553223,Z,神社,,
八坂神社,,福岡県,,33.1783071,130.4108557,Z,神社,,
八坂神社,,福岡県,,33.1634913,130.4379623,Z,神社,,
八坂神社,,滋賀県,,35.2524738,136.2435362,Z,神社,,
八坂神社,,山口県,,34.000572,131.8785566,Z,神社,,
八坂神社,,栃木県,,36.3788503,139.36845,Z,神社,,
八坂神社,,栃木県,,36.3861704,139.4192537,Z,神社,,
八坂神社,,埼玉県,,35.9855113,139.0888331,Z,神社,,
八坂神社,,神奈川県,,35.3964368,139.3526695,Z,神社,,
八坂神社,,富山県,,36.7193979,137.1960706,Z,神社,,
八坂神社,,宮城県,,38.3056074,140.945926,Z,神社,,
八坂神社,,宮城県,,38.3502437,140.8713077,Z,神社,,
八坂神社,,鹿児島県,,28.3972955,129.5825971,Z,神社,,
八坂神社,,長崎県,,33.3236146,129.4452375,Z,神社,,
八坂神社,,神奈川県,,35.5343642,139.5112123,Z,神社,,
八坂神社,,宮城県,,38.5248702,140.9449902,Z,神社,,
八坂神社,,宮崎県,,31.89744,131.4313499,Z,神社,,
八坂神社,,長崎県,,32.7514107,128.9716483,Z,神社,,
八坂神社,,奈良県,,34.4238379,136.0385486,Z,神社,,
八坂神社,,宮城県,,38.2118355,140.9277108,Z,神社,,
