name,name_kana,region,lat,lng,rank,category,description
福岡福浜郵便局,,福岡県,33.596717,130.367914,郵便局,郵便局,福浜2-4-1
福岡平尾郵便局,,福岡県,33.574376,130.404282,郵便局,郵便局,平尾2-8-5
福岡山荘郵便局,,福岡県,33.571265,130.399282,郵便局,郵便局,平尾5-3-13
福岡薬院郵便局,,福岡県,33.578736,130.397921,郵便局,郵便局,薬院4-5-10
福岡六本松郵便局,,福岡県,33.576653,130.375756,郵便局,郵便局,六本松4-9-34
福岡高木郵便局,,福岡県,33.556655,130.438836,郵便局,郵便局,井尻1-7-40
福岡井尻郵便局,,福岡県,33.550879,130.443225,郵便局,郵便局,井尻4-3-5
福岡塩原郵便局,,福岡県,33.56096,130.428419,郵便局,郵便局,塩原4-11-24
福岡横手郵便局,,福岡県,33.544268,130.436226,郵便局,郵便局,横手3-19-16
筑紫郵便局,,福岡県,33.534047,130.413894,郵便局,郵便局,屋形原3-44-1
福岡南郵便局,,福岡県,33.562237,130.420808,郵便局,郵便局,向野1-20-1
福岡高宮郵便局,,福岡県,33.567071,130.412781,郵便局,郵便局,高宮3-7-24
福岡皿山郵便局,,福岡県,33.549184,130.404393,郵便局,郵便局,皿山1-1-9
福岡三宅郵便局,,福岡県,33.5496,130.42792,郵便局,郵便局,三宅2-3-11
福岡若久郵便局,,福岡県,33.555072,130.414642,郵便局,郵便局,若久1-26-34
福岡清水郵便局,,福岡県,33.567654,130.421836,郵便局,郵便局,清水3-16-7
福岡桜町郵便局,,福岡県,33.542184,130.391645,郵便局,郵便局,西長住3-32-14
福岡多賀郵便局,,福岡県,33.562127,130.41392,郵便局,郵便局,多賀1-4-40
福岡大池郵便局,,福岡県,33.555961,130.407254,郵便局,郵便局,大池1-23-8
福岡日赤前郵便局,,福岡県,33.573653,130.414281,郵便局,郵便局,大楠1-35-10
福岡桧原郵便局,,福岡県,33.533685,130.398867,郵便局,郵便局,大平寺1-10-2
福岡大橋郵便局,,福岡県,33.558293,130.424503,郵便局,郵便局,筑紫丘1-23-28
福岡中尾郵便局,,福岡県,33.542046,130.407394,郵便局,郵便局,中尾3-41-3
福岡長丘郵便局,,福岡県,33.555155,130.387922,郵便局,郵便局,長丘5-27-5
福岡長住郵便局,,福岡県,33.548684,130.396283,郵便局,郵便局,長住3-14-1
福岡鶴田郵便局,,福岡県,33.526075,130.411005,郵便局,郵便局,鶴田2-22-4
福岡柏原郵便局,,福岡県,33.527186,130.393534,郵便局,郵便局,柏原4-13-43
福岡野多目郵便局,,福岡県,33.54124,130.427059,郵便局,郵便局,野多目2-2-3
福岡弥永郵便局,,福岡県,33.531269,130.43567,郵便局,郵便局,柳瀬2-9-8
福岡老司郵便局,,福岡県,33.535296,130.426226,郵便局,郵便局,老司2-13-8
福岡和田簡易郵便局,,福岡県,33.548961,130.423281,郵便局,簡易郵便局,和田3-1-9
福岡愛宕郵便局,,福岡県,33.584957,130.332093,郵便局,郵便局,愛宕2-16-10
福岡マリナタウン郵便局,,福岡県,33.582596,130.337232,郵便局,郵便局,愛宕浜1-2-10
福岡壱岐郵便局,,福岡県,33.558599,130.316289,郵便局,郵便局,壱岐団地1256-4
福岡下山門団地郵便局,,福岡県,33.577458,130.305622,郵便局,郵便局,下山門団地40-3
北崎郵便局,,福岡県,33.642196,130.225398,郵便局,郵便局,宮浦1955-8
玄界島郵便局,,福岡県,33.6829955555,130.234526246,郵便局,郵便局,玄界島浜の上21-12
今宿郵便局,,福岡県,33.579901,130.276013,郵便局,郵便局,今宿駅前1-6-17
福岡今津郵便局,,福岡県,33.602898,130.260514,郵便局,郵便局,今津746-5
周船寺郵便局,,福岡県,33.5734,130.24646,郵便局,郵便局,周船寺2-10-17
福岡拾六町郵便局,,福岡県,33.565737,130.314067,郵便局,郵便局,拾六町1-17-28
福岡小戸郵便局,,福岡県,33.586596,130.313788,郵便局,郵便局,小戸3-50-31
小松原簡易郵便局,,福岡県,33.572931,130.300123,郵便局,簡易郵便局,生の松原4-13-10
福岡生松台郵便局,,福岡県,33.55496,130.299346,郵便局,郵便局,生松台2-23-16
西浦簡易郵便局,,福岡県,33.650864,130.21088,郵便局,簡易郵便局,西浦1048-7
福岡西郵便局,,福岡県,33.572681,130.316205,郵便局,郵便局,石丸3-2-11
元岡郵便局,,福岡県,33.588454,130.244349,郵便局,郵便局,田尻2067-3
福岡能古郵便局,,福岡県,33.613621,130.311205,郵便局,郵便局,能古450
福岡福重郵便局,,福岡県,33.573264,130.324066,郵便局,郵便局,福重4-24-1
姪浜郵便局,,福岡県,33.587783,130.32623,郵便局,郵便局,姪の浜3-2-1-101
福岡新栄郵便局,,福岡県,33.58101,130.323735,郵便局,郵便局,姪浜駅南2-1-32
城南郵便局,,福岡県,33.5501,130.34887,郵便局,郵便局,干隈2-56-1
福岡金山団地郵便局,,福岡県,33.558793,130.361564,郵便局,郵便局,金山団地50-1
福岡荒江郵便局,,福岡県,33.569181,130.356508,郵便局,郵便局,荒江1-23-19
福岡七隈郵便局,,福岡県,33.552961,130.359592,郵便局,郵便局,七隈4-28-8
福岡福大前郵便局,,福岡県,33.551405,130.366952,郵便局,郵便局,七隈8-1-6
福岡神松寺郵便局,,福岡県,33.553155,130.376535,郵便局,郵便局,神松寺2-13-25
福岡鳥飼郵便局,,福岡県,33.576541,130.370535,郵便局,郵便局,鳥飼5-4-8
福岡堤郵便局,,福岡県,33.542684,130.38059,郵便局,郵便局,堤2-20-4
福岡田島三郵便局,,福岡県,33.56396,130.369924,郵便局,郵便局,田島3-19-12
福岡南片江郵便局,,福岡県,33.545545,130.371424,郵便局,郵便局,南片江2-31-1
福岡別府四郵便局,,福岡県,33.572514,130.364091,郵便局,郵便局,別府4-2-1
福岡別府団地郵便局,,福岡県,33.575208,130.374256,郵便局,郵便局,別府団地1-1
福岡友丘郵便局,,福岡県,33.559321,130.377201,郵便局,郵便局,友丘2-2-46
福岡免簡易郵便局,,福岡県,33.5515609136,130.341159377,郵便局,簡易郵便局,賀茂1-32-11
福岡原五郵便局,,福岡県,33.566042,130.342176,郵便局,郵便局,原5-2-2
福岡原団地郵便局,,福岡県,33.571014,130.34262,郵便局,郵便局,原団地10-3
早良郵便局,,福岡県,33.582235,130.353591,郵便局,郵便局,高取1-1-1
福岡四箇田団地郵便局,,福岡県,33.534073,130.327345,郵便局,郵便局,四箇田団地1-1
福岡次郎丸郵便局,,福岡県,33.554516,130.331066,郵便局,郵便局,次郎丸2-4-9
福岡室見郵便局,,福岡県,33.581457,130.341259,郵便局,郵便局,室見1-9-7
福岡曙郵便局,,福岡県,33.576097,130.360369,郵便局,郵便局,曙2-5-25
福岡昭代郵便局,,福岡県,33.575264,130.349036,郵便局,郵便局,昭代3-9-26
福岡城西郵便局,,福岡県,33.58143,130.36273,郵便局,郵便局,城西1-9-13
福岡星の原団地郵便局,,福岡県,33.557071,130.344482,郵便局,郵便局,星の原団地32-1
西新エルモール内郵便局,,福岡県,33.583568,130.35973,郵便局,郵便局,西新4-1-1
福岡田町郵便局,,福岡県,33.545745,130.326312,郵便局,郵便局,田村1-1-1
早良南郵便局,,福岡県,33.520727,130.335697,郵便局,郵便局,東入部6-15-7
早良内野郵便局,,福岡県,33.498601,130.340383,郵便局,郵便局,内野3-19-18
福岡南庄郵便局,,福岡県,33.573319,130.333288,郵便局,郵便局,南庄4-11-23
福岡飯倉郵便局,,福岡県,33.561321,130.35312,郵便局,郵便局,飯倉4-8-10
藤崎郵便局,,福岡県,33.582096,130.346647,郵便局,郵便局,百道2-7-28
シーサイドももち郵便局,,福岡県,33.593554,130.355683,郵便局,郵便局,百道浜2-1-22
福岡百道浜郵便局,,福岡県,33.590512,130.347953,郵便局,郵便局,百道浜4-14-2
福岡野芥郵便局,,福岡県,33.542239,130.345399,郵便局,郵便局,野芥3-14-12
福岡有田郵便局,,福岡県,33.558905,130.335281,郵便局,郵便局,有田3-8-20
福岡室住団地郵便局,,福岡県,33.561987,130.33126,郵便局,郵便局,有田7-18-25
脇山郵便局,,福岡県,33.487633,130.353205,郵便局,郵便局,脇山2543-3
大牟田一浦郵便局,,福岡県,33.024321,130.449429,郵便局,郵便局,一浦町114-1
大牟田臼井郵便局,,福岡県,33.009433,130.458929,郵便局,郵便局,臼井新町1-9-3
大牟田駛馬郵便局,,福岡県,33.020266,130.452124,郵便局,郵便局,花園町32
大牟田橘簡易郵便局,,福岡県,33.0635790973,130.47286852,郵便局,簡易郵便局,橘2-1
大牟田久福木簡易郵便局,,福岡県,33.057842789,130.481694681,郵便局,簡易郵便局,久福木456
市場山下簡易郵便局,,福岡県,33.0884265609,130.459449295,郵便局,簡易郵便局,宮崎6-5
大牟田桜町郵便局,,福岡県,33.004406,130.44854,郵便局,郵便局,桜町131-2
大牟田三里郵便局,,福岡県,33.007377,130.428264,郵便局,郵便局,三里町2-4-5
勝立郵便局,,福岡県,33.012739,130.476984,郵便局,郵便局,勝立107-1
大牟田小浜郵便局,,福岡県,33.030986,130.438735,郵便局,郵便局,小浜町1-7-1
大牟田上官町郵便局,,福岡県,33.029626,130.448957,郵便局,郵便局,上町2-1-1
上内簡易郵便局,,福岡県,33.074491196,130.504348798,郵便局,簡易郵便局,上内1532-1
大牟田浄真郵便局,,福岡県,33.022987,130.441596,郵便局,郵便局,浄真町6
大牟田白金郵便局,,福岡県,33.021626,130.433319,郵便局,郵便局,諏訪町1-7
倉永郵便局,,福岡県,33.073316,130.464342,郵便局,郵便局,倉永106-72
銀水郵便局,,福岡県,33.051624,130.461955,郵便局,郵便局,草木314-1
大牟田大正郵便局,,福岡県,33.036514,130.445846,郵便局,郵便局,大正町1-2-17
大牟田通町郵便局,,福岡県,33.040403,130.461511,郵便局,郵便局,通町2-1-21
手鎌郵便局,,福岡県,33.056984,130.446678,郵便局,郵便局,唐船187-2
大牟田旭町郵便局,,福岡県,33.038208,130.452651,郵便局,郵便局,東新町1-5-3
大牟田吉野郵便局,,福岡県,33.072011,130.480564,郵便局,郵便局,白銀777-17
大牟田三川町郵便局,,福岡県,33.013043,130.429986,郵便局,郵便局,樋口町3-1
大牟田郵便局,,福岡県,33.029181,130.445818,郵便局,郵便局,不知火町1-4-7
大牟田明治町郵便局,,福岡県,33.040847,130.447456,郵便局,郵便局,明治町3-2-1
大牟田竜湖瀬郵便局,,福岡県,33.035348,130.469122,郵便局,郵便局,龍湖瀬町8
三池郵便局,,福岡県,33.044791,130.474177,郵便局,郵便局,歴木460-43
高取簡易郵便局,,福岡県,33.035015,130.480871,郵便局,簡易郵便局,歴木748-3
久留米大学病院前郵便局,,福岡県,33.327266,130.50953,郵便局,郵便局,旭町65-1
安武郵便局,,福岡県,33.288349,130.473393,郵便局,郵便局,安武町住吉554-2
久留米花畑郵便局,,福岡県,33.3046331628,130.515415507,郵便局,郵便局,花畑3-5-8
宮ノ陣郵便局,,福岡県,33.327584,130.53448,郵便局,郵便局,宮ノ陣5-13-3
久留米大杜簡易郵便局,,福岡県,33.335218,130.545509,郵便局,簡易郵便局,宮ノ陣町大杜429-7
久留米東郵便局,,福岡県,33.317459,130.564107,郵便局,郵便局,御井旗崎4-3-7
御井町郵便局,,福岡県,33.305602,130.553325,郵便局,郵便局,御井町404-1
久留米荒木郵便局,,福岡県,33.268185,130.511112,郵便局,郵便局,荒木町荒木1965-8
荒木駅前郵便局,,福岡県,33.277462,130.502001,郵便局,郵便局,荒木町白口3001-55
久留米高良内郵便局,,福岡県,33.294239,130.559886,郵便局,郵便局,高良内町501-1
久留米合川郵便局,,福岡県,33.31157,130.53611,郵便局,郵便局,合川町1268-4
久留米中央公園前郵便局,,福岡県,33.315237,130.529138,郵便局,郵便局,合川町2140
久留米野田郵便局,,福岡県,33.30021,130.534304,郵便局,郵便局,国分町1317-10
久留米国分郵便局,,福岡県,33.295405,130.539554,郵便局,郵便局,国分町664-1
三潴郵便局,,福岡県,33.253436,130.463867,郵便局,郵便局,三潴町玉満2978-5
追分郵便局,,福岡県,33.313071,130.563941,郵便局,郵便局,山川追分1-13-8
久留米山本郵便局,,福岡県,33.310405,130.596132,郵便局,郵便局,山本町豊田2408-7
久留米上津郵便局,,福岡県,33.286962,130.531638,郵便局,郵便局,上津町1483-29
江上郵便局,,福岡県,33.238103,130.42562,郵便局,郵便局,城島町江上299-3
青木郵便局,,福岡県,33.243935,130.402787,郵便局,郵便局,城島町四郎丸323-6
城島郵便局,,福岡県,33.25699,130.429842,郵便局,郵便局,城島町城島228-5
久留米ブリヂストン通郵便局,,福岡県,33.321541,130.503056,郵便局,郵便局,城南町1-5
久留米諏訪野町郵便局,,福岡県,33.307709,130.523971,郵便局,郵便局,諏訪野町2314-4
久留米瀬下郵便局,,福岡県,33.317875,130.499779,郵便局,郵便局,瀬下町57-1
久留米青峰郵便局,,福岡県,33.284351,130.560969,郵便局,郵便局,青峰2-1-26
善導寺郵便局,,福岡県,33.324098,130.609714,郵便局,郵便局,善導寺町飯田283-5
久留米木塚簡易郵便局,,福岡県,33.3224579651,130.589932623,郵便局,簡易郵便局,善導寺町木塚1694-3
久留米草野郵便局,,福岡県,33.319127,130.632879,郵便局,郵便局,草野町草野359-5
久留米大橋簡易郵便局,,福岡県,33.3324290568,130.636044377,郵便局,簡易郵便局,大橋町常持132-7
大善寺郵便局,,福岡県,33.272656,130.473699,郵便局,郵便局,大善寺町宮本1517-2
久留米荘島郵便局,,福岡県,33.316458,130.50575,郵便局,郵便局,中央町27-18
久留米中央通郵便局,,福岡県,33.318097,130.508834,郵便局,郵便局,中央町33-15
久留米長門石郵便局,,福岡県,33.328902,130.485837,郵便局,郵便局,長門石3-9-41
久留米津福本町郵便局,,福岡県,33.295043,130.499223,郵便局,郵便局,津福本町1671-4
久留米試験場駅前郵便局,,福岡県,33.301071,130.510222,郵便局,郵便局,津福本町491-4
片瀬郵便局,,福岡県,33.353207,130.638018,郵便局,郵便局,田主丸町菅原1405-2
水縄郵便局,,福岡県,33.329926,130.706144,郵便局,郵便局,田主丸町石垣498-2
田主丸船越郵便局,,福岡県,33.345598,130.7234,郵便局,郵便局,田主丸町鷹取658-2
地徳郵便局,,福岡県,33.322544,130.66746,郵便局,郵便局,田主丸町地徳2032-1
竹野郵便局,,福岡県,33.337959,130.646489,郵便局,郵便局,田主丸町中尾873-2
田主丸郵便局,,福岡県,33.342931,130.687069,郵便局,郵便局,田主丸町田主丸730-4
久留米東櫛原郵便局,,福岡県,33.321259,130.523559,郵便局,郵便局,東櫛原町1500-7
久留米東合川郵便局,,福岡県,33.318903,130.544776,郵便局,郵便局,東合川2-9-8
久留米東町郵便局,,福岡県,33.312376,130.518277,郵便局,郵便局,東町32-14
久留米野添郵便局,,福岡県,33.270102,130.53761,郵便局,郵便局,藤山町1773-1
久留米南町郵便局,,福岡県,33.289962,130.52011,郵便局,郵便局,南4-2-1
久留米郵便局,,福岡県,33.314736,130.513139,郵便局,郵便局,日吉町23-7
北野郵便局,,福岡県,33.344513,130.580439,郵便局,郵便局,北野町今山647
大城簡易郵便局,,福岡県,33.347624,130.608268,郵便局,簡易郵便局,北野町大城73-3
金島郵便局,,福岡県,33.353818,130.623991,郵便局,郵便局,北野町八重亀183-8
久留米本町郵便局,,福岡県,33.310792,130.507167,郵便局,郵便局,本町15-2
直方永満寺簡易郵便局,,福岡県,33.7304841372,130.760918013,郵便局,簡易郵便局,永満寺2526-19
直方感田郵便局,,福岡県,33.765056,130.736917,郵便局,郵便局,感田1391
下境郵便局,,福岡県,33.732004,130.732474,郵便局,郵便局,溝堀3-3-34
植木郵便局,,福岡県,33.771255,130.710201,郵便局,郵便局,植木708-5
直方新知町郵便局,,福岡県,33.757668,130.721668,郵便局,郵便局,新知町6-40
直方新町郵便局,,福岡県,33.740392,130.72703,郵便局,郵便局,新町1-10-10
中泉郵便局,,福岡県,33.722116,130.742641,郵便局,郵便局,中泉379-3
直方郵便局,,福岡県,33.74603,130.730279,郵便局,郵便局,殿町4-12
直方頓野郵便局,,福岡県,33.747849,130.749123,郵便局,郵便局,頓野2104-17
直方西尾郵便局,,福岡県,33.75153,130.739806,郵便局,郵便局,頓野3871-1
直方須崎郵便局,,福岡県,33.75078,130.727751,郵便局,郵便局,日吉町4-30
飯塚二瀬郵便局,,福岡県,33.652123,130.667117,郵便局,郵便局,伊岐須124-52
飯塚伊川郵便局,,福岡県,33.649316,130.646788,郵便局,郵便局,伊川296-5
飯塚横田郵便局,,福岡県,33.641458,130.675589,郵便局,郵便局,横田353-8
片島郵便局,,福岡県,33.643015,130.684172,郵便局,郵便局,宮町12-25
飯塚菰田郵便局,,福岡県,33.631237,130.688645,郵便局,郵便局,菰田西2-7-24
頴田郵便局,,福岡県,33.684981,130.721253,郵便局,郵便局,口原333-1
幸袋郵便局,,福岡県,33.663094,130.684977,郵便局,郵便局,幸袋827-38
庄内郵便局,,福岡県,33.634431,130.730726,郵便局,郵便局,綱分1668-17
穂波小正郵便局,,福岡県,33.627014,130.664008,郵便局,郵便局,小正407-2
庄司簡易郵便局,,福岡県,33.675758,130.672145,郵便局,簡易郵便局,庄司338-10
上三緒郵便局,,福岡県,33.626043,130.715776,郵便局,郵便局,上三緒444-19
新飯塚駅前郵便局,,福岡県,33.642681,130.692672,郵便局,郵便局,新飯塚9-11
飯塚川津郵便局,,福岡県,33.648485,130.677255,郵便局,郵便局,川津331-7
筑前大分郵便局,,福岡県,33.583851,130.628513,郵便局,郵便局,大分1249-2
忠隈郵便局,,福岡県,33.620098,130.683202,郵便局,郵便局,忠隈409-3
筑穂郵便局,,福岡県,33.569019,130.646539,郵便局,郵便局,長尾1227-1
高田簡易郵便局,,福岡県,33.6090789795,130.64579813,郵便局,簡易郵便局,津原649-5
天道郵便局,,福岡県,33.605294,130.676842,郵便局,郵便局,天道88
飯塚徳前郵便局,,福岡県,33.636209,130.679756,郵便局,郵便局,東徳前22-17
内野郵便局,,福岡県,33.536856,130.639124,郵便局,郵便局,内野2973-7
平恒郵便局,,福岡県,33.610905,130.687868,郵便局,郵便局,平恒185-8
飯塚郵便局,,福岡県,33.638432,130.686533,郵便局,郵便局,本町4-1
椋本簡易郵便局,,福岡県,33.604183,130.664176,郵便局,簡易郵便局,椋本587-3
飯塚明星寺簡易郵便局,,福岡県,33.621739,130.647395,郵便局,簡易郵便局,明星寺131-1
目尾簡易郵便局,,福岡県,33.676398,130.704866,郵便局,簡易郵便局,目尾992-10
飯塚鯰田郵便局,,福岡県,33.667371,130.703227,郵便局,郵便局,鯰田1769-13
飯塚愛宕簡易郵便局,,福岡県,33.651339,130.702816,郵便局,簡易郵便局,鯰田2525-140
平原簡易郵便局,,福岡県,33.6199266763,130.83039372,郵便局,簡易郵便局,伊加利935-4
田川三井郵便局,,福岡県,33.639543,130.811747,郵便局,郵便局,伊田2792-1
田川松原郵便局,,福岡県,33.645153,130.806441,郵便局,郵便局,伊田4998-5
猪位金郵便局,,福岡県,33.609279,130.795733,郵便局,郵便局,位登329-7
夏吉簡易郵便局,,福岡県,33.669217,130.813946,郵便局,簡易郵便局,夏吉1849-1
田川東町郵便局,,福岡県,33.655958,130.820995,郵便局,郵便局,夏吉331-12
田川船尾郵便局,,福岡県,33.63246,130.768945,郵便局,郵便局,弓削田2800
大藪郵便局,,福岡県,33.6432208508,130.799425638,郵便局,郵便局,川宮1478-9
川宮簡易郵便局,,福岡県,33.6428818722,130.789300754,郵便局,簡易郵便局,川宮759-2
後藤寺郵便局,,福岡県,33.628544,130.798248,郵便局,郵便局,大黒町1-1
猪膝簡易郵便局,,福岡県,33.5927631992,130.793878201,郵便局,簡易郵便局,猪国1460
伊田郵便局,,福岡県,33.644459,130.814635,郵便局,郵便局,番田町4-32
田川平松郵便局,,福岡県,33.631544,130.80072,郵便局,郵便局,平松町1853-10
田川糒郵便局,,福岡県,33.66404,130.800524,郵便局,郵便局,糒2440-1
柳川本町簡易郵便局（一時閉鎖）,,福岡県,33.161618,130.406484,郵便局,簡易郵便局,詳細住所不明
両開郵便局,,福岡県,33.140862536,130.400301043,郵便局,郵便局,下宮永町657-10
沖端郵便局,,福岡県,33.160777,130.396262,郵便局,郵便局,鬼童町43-3
柳川京町郵便局,,福岡県,33.167027,130.410705,郵便局,郵便局,京町34-1
蒲池郵便局,,福岡県,33.1901472302,130.420088609,郵便局,郵便局,金納25-1-2
柳川郵便局,,福岡県,33.163194,130.404344,郵便局,郵便局,坂本町28-10
下百町簡易郵便局,,福岡県,33.1661258229,130.424851448,郵便局,簡易郵便局,三橋町蒲船津390-10
三橋郵便局,,福岡県,33.164001,130.437786,郵便局,郵便局,三橋町白鳥607-1
橋本簡易郵便局,,福岡県,33.174388,130.408261,郵便局,簡易郵便局,三橋町柳河1040-17
大和栄簡易郵便局,,福岡県,33.134503,130.42451,郵便局,簡易郵便局,大和町栄522-4
皿垣簡易郵便局,,福岡県,33.1177549348,130.420875478,郵便局,簡易郵便局,大和町皿垣開483-2
中島郵便局,,福岡県,33.125449,130.434204,郵便局,郵便局,大和町中島6-3
豊原郵便局,,福岡県,33.143669,130.428426,郵便局,郵便局,大和町豊原44
柳川昭代郵便局,,福岡県,33.171064,130.380373,郵便局,郵便局,田脇836-5
西蒲池簡易郵便局,,福岡県,33.182361562,130.404952029,郵便局,簡易郵便局,東蒲池1517-1
八女祈祷院郵便局,,福岡県,33.210637,130.585692,郵便局,郵便局,祈祷院123-7
八女吉田郵便局,,福岡県,33.225635,130.559999,郵便局,郵便局,吉田656-2
笠原郵便局,,福岡県,33.2238281881,130.703016855,郵便局,郵便局,黒木町笠原4101-1
堀迫郵便局,,福岡県,33.1819784665,130.755725903,郵便局,郵便局,黒木町大淵1625-2
大淵郵便局,,福岡県,33.1850064578,130.718181737,郵便局,郵便局,黒木町大淵4909
田代簡易郵便局,,福岡県,33.1576061525,130.651074348,郵便局,簡易郵便局,黒木町田代1265-3
黒木郵便局,,福岡県,33.2106769371,130.658853,郵便局,郵便局,黒木町本分1157-8
本分郵便局,,福岡県,33.209555,130.648000464,郵便局,郵便局,黒木町本分723-2
山内郵便局,,福岡県,33.222636,130.610356,郵便局,郵便局,山内577
岡山郵便局,,福岡県,33.210463,130.53202,郵便局,郵便局,室岡116-8
横山郵便局,,福岡県,33.2744532576,130.672663464,郵便局,郵便局,上陽町上横山4902-6
上陽郵便局,,福岡県,33.2378837592,130.638462536,郵便局,郵便局,上陽町北川内280-7
星野郵便局,,福岡県,33.2487922788,130.762993811,郵便局,郵便局,星野村12020-1
仁田原郵便局,,福岡県,33.222571427,130.798941175,郵便局,郵便局,星野村15957-1
長尾郵便局,,福岡県,33.2587400124,130.729292737,郵便局,郵便局,星野村5219-7
忠見郵便局,,福岡県,33.221775,130.59433,郵便局,郵便局,忠見609-5
八女平郵便局,,福岡県,33.193222,130.545084,郵便局,郵便局,平418
八女郵便局,,福岡県,33.214664,130.565526,郵便局,郵便局,本村75-2
京町簡易郵便局,,福岡県,33.209664,130.556277,郵便局,簡易郵便局,本町179-17
八女土橋郵便局,,福岡県,33.210498,130.56186,郵便局,郵便局,本町2-6-8
矢部郵便局,,福岡県,33.1499115983,130.821647072,郵便局,郵便局,矢部村北矢部10499-1
光友郵便局,,福岡県,33.1997922292,130.60068558,郵便局,郵便局,立花町兼松253
辺春郵便局,,福岡県,33.140162895,130.617734219,郵便局,郵便局,立花町上辺春555-2
白木郵便局,,福岡県,33.1516282033,130.56271332,郵便局,郵便局,立花町白木5917-2
筑後北山郵便局,,福岡県,33.1860784375,130.557920884,郵便局,郵便局,立花町北山1090-4
筑後一条郵便局,,福岡県,33.2463028893,130.509362391,郵便局,郵便局,一条1268-2
筑後久富郵便局,,福岡県,33.224426,130.483696,郵便局,郵便局,久富288-1
古川郵便局,,福岡県,33.18761,130.524084,郵便局,郵便局,溝口949-3
筑後郵便局,,福岡県,33.209636,130.502282,郵便局,郵便局,山ノ井779
水田郵便局,,福岡県,33.196581,130.485394,郵便局,郵便局,水田133
西牟田郵便局,,福岡県,33.239327,130.480782,郵便局,郵便局,西牟田1816
蔵数簡易郵便局,,福岡県,33.234466,130.505586,郵便局,簡易郵便局,蔵数636-1
船小屋郵便局,,福岡県,33.183139,130.504976,郵便局,郵便局,鶴田238-3
馬間田簡易郵便局（一時閉鎖）,,福岡県,33.1842571083,130.463027768,郵便局,簡易郵便局,馬間田436
川口郵便局,,福岡県,33.193634,130.366488,郵便局,郵便局,一木458-4
榎津郵便局,,福岡県,33.207105,130.377403,郵便局,郵便局,榎津220-5
木室郵便局,,福岡県,33.21055,130.405566,郵便局,郵便局,下木佐木11-6
大川郵便局（一時閉鎖）,,福岡県,33.208716,130.37207,郵便局,郵便局,向島1830-2
大川若津郵便局,,福岡県,33.213548,130.365655,郵便局,郵便局,向島2485-2
田口郵便局,,福岡県,33.1909009561,130.385527319,郵便局,郵便局,三丸806-4
大川鐘ケ江郵便局,,福岡県,33.233963,130.384817,郵便局,郵便局,鐘ケ江45-20
大野島郵便局,,福岡県,33.195995,130.351684,郵便局,郵便局,大野島2898-7
道海島簡易郵便局,,福岡県,33.23663,130.37368,郵便局,簡易郵便局,道海島584-2
本木簡易郵便局,,福岡県,33.217049,130.400205,郵便局,簡易郵便局,本木室86
行橋行事簡易郵便局,,福岡県,33.741896,130.975342,郵便局,簡易郵便局,行事3-26-1
今井郵便局,,福岡県,33.725958,130.999595,郵便局,郵便局,今井2146-1
行橋西宮市郵便局,,福岡県,33.7265,130.969172507,郵便局,郵便局,西宮市2-6-2
福富郵便局,,福岡県,33.709927,130.976898,郵便局,郵便局,西泉3-3-1
行橋草野簡易郵便局,,福岡県,33.737646,130.963454,郵便局,簡易郵便局,草野332-1
行橋大橋郵便局,,福岡県,33.731619,130.974898,郵便局,郵便局,大橋3-11-26
行橋郵便局,,福岡県,33.728203,130.977509,郵便局,郵便局,中央1-5-25
行橋中津熊簡易郵便局,,福岡県,33.729813,130.958149,郵便局,簡易郵便局,中津熊407-1
椿市郵便局,,福岡県,33.736507,130.92118,郵便局,郵便局,長尾521-1
新田原郵便局,,福岡県,33.695763,131.012062,郵便局,郵便局,道場寺1439-261
蓑島郵便局,,福岡県,33.744715,131.011077,郵便局,郵便局,蓑島842-6
行橋今川郵便局,,福岡県,33.700955,130.958067,郵便局,郵便局,流末1036-4
合河郵便局,,福岡県,33.562277,131.096863,郵便局,郵便局,下河内1474
岩屋簡易郵便局,,福岡県,33.555406,131.057397,郵便局,簡易郵便局,岩屋143
豊前黒土郵便局,,福岡県,33.591026,131.134859,郵便局,郵便局,久路土1272-1
豊前三毛門郵便局,,福岡県,33.612025,131.154441,郵便局,郵便局,三毛門887
豊前山田郵便局,,福岡県,33.612496,131.102972,郵便局,郵便局,四郎丸472-5
豊前郵便局,,福岡県,33.61644,131.129553,郵便局,郵便局,赤熊1418
宇島郵便局,,福岡県,33.621468,131.133997,郵便局,郵便局,赤熊869-1
千束郵便局,,福岡県,33.602386,131.126665,郵便局,郵便局,千束246
角田郵便局,,福岡県,33.624688,131.089307,郵便局,郵便局,中村1003-1
豊前八屋郵便局,,福岡県,33.618329,131.122526,郵便局,郵便局,八屋2230-8
横武簡易郵便局,,福岡県,33.578443,131.117749,郵便局,簡易郵便局,薬師寺70-3
底井野郵便局,,福岡県,33.813883,130.690864,郵便局,郵便局,上底井野836-4
中間郵便局,,福岡県,33.818438,130.709585,郵便局,郵便局,中間1-7-1
中間中鶴郵便局,,福岡県,33.825576,130.705029,郵便局,郵便局,中鶴1-7-1
中間土手の内郵便局,,福岡県,33.808874,130.712307,郵便局,郵便局,土手ノ内3-11-1
中間徳若郵便局,,福岡県,33.820736,130.720431,郵便局,郵便局,東中間2-7-3
中間通谷郵便局,,福岡県,33.821716,130.725583,郵便局,郵便局,鍋山町13-8
御原郵便局,,福岡県,33.377564,130.566578,郵便局,郵便局,稲吉568-1
