name,name_kana,lat,lng,region,series,categories,description,key
室郵便局,,32.878478,130.861679,熊本県,郵便局,普通,室572,室郵便局
大津居島郵便局,,32.8773004718,130.89396229,熊本県,郵便局,普通,森居島752-14,大津居島郵便局
陣内郵便局,,32.861453,130.872873,熊本県,郵便局,普通,陣内1636,陣内郵便局
吹田団地簡易郵便局,,32.8825581201,130.901487,熊本県,郵便局,簡易,吹田1262-50,吹田団地簡易郵便局
護川簡易郵便局,,32.912197,130.853456,熊本県,郵便局,簡易,杉水2431-1,護川簡易郵便局
大津つつじ台簡易郵便局,,32.8996380176,130.852793058,熊本県,郵便局,簡易,杉水3421-64,大津つつじ台簡易郵便局
大津郵便局,,32.87934,130.870873,熊本県,郵便局,普通,大津1173-4,大津郵便局
大津美咲野簡易郵便局,,32.887855466,130.881707043,熊本県,郵便局,簡易,美咲野3-3-4,大津美咲野簡易郵便局
大津平川簡易郵便局,,32.906337,130.886454,熊本県,郵便局,簡易,平川312,大津平川簡易郵便局
矢護川簡易郵便局,,32.917808,130.889675,熊本県,郵便局,簡易,矢護川1319-2,矢護川簡易郵便局
菊陽久保田郵便局,,32.863397,130.828516,熊本県,郵便局,普通,久保田2803-5,菊陽久保田郵便局
菊陽白水簡易郵便局,,32.853091,130.837154,熊本県,郵便局,簡易,曲手235,菊陽白水簡易郵便局
菊陽原水郵便局,,32.870423,130.829959,熊本県,郵便局,普通,原水2189-9,菊陽原水郵便局
熊本北郵便局,,32.8573488316,130.781061983,熊本県,郵便局,普通,光の森2-6-1,熊本北郵便局
三里木簡易郵便局,,32.860749,130.795255,熊本県,郵便局,簡易,津久礼2212-1,三里木簡易郵便局
南小国郵便局,,33.094908,131.071659,熊本県,郵便局,普通,赤馬場1943,南小国郵便局
和田簡易郵便局,,33.0829185076,131.051930579,熊本県,郵便局,簡易,中原14-2,和田簡易郵便局_2
満願寺簡易郵便局,,33.076129,131.095269,熊本県,郵便局,簡易,満願寺1849,満願寺簡易郵便局
黒川簡易郵便局,,33.07799,131.141738,熊本県,郵便局,簡易,満願寺6593-4,黒川簡易郵便局
杖立郵便局,,33.182206,131.033796,熊本県,郵便局,普通,下城3399-1,杖立郵便局
小国郵便局,,33.122267,131.066907,熊本県,郵便局,普通,宮原1549-4,小国郵便局
黒渕簡易郵便局,,33.1261,131.037623,熊本県,郵便局,簡易,黒渕2888,黒渕簡易郵便局
上田簡易郵便局,,33.1089266557,131.093346652,熊本県,郵便局,簡易,上田178,上田簡易郵便局
北里郵便局,,33.141668,131.096207,熊本県,郵便局,普通,北里2442-1,北里郵便局
産山郵便局,,32.995999,131.213513,熊本県,郵便局,普通,山鹿497-1-2,産山郵便局
田尻簡易郵便局,,33.0314178894,131.172779276,熊本県,郵便局,簡易,田尻576-3,田尻簡易郵便局
高森郵便局,,32.819015,131.126408,熊本県,郵便局,普通,高森1599-2,高森郵便局
色見郵便局,,32.85643,131.158126,熊本県,郵便局,普通,上色見2614-4,色見郵便局
草部郵便局,,32.791535,131.213876,熊本県,郵便局,普通,草部1852-4,草部郵便局
津留郵便局,,32.829408,131.263368,熊本県,郵便局,普通,津留668-3,津留郵便局
西原南簡易郵便局,,32.815429,130.888817,熊本県,郵便局,簡易,河原859,西原南簡易郵便局
小森簡易郵便局,,32.834289,130.903176,熊本県,郵便局,簡易,小森3260,小森簡易郵便局
西原郵便局,,32.840555,130.915321,熊本県,郵便局,普通,小森815-3,西原郵便局_2
阿蘇久木野簡易郵便局,,32.823098,131.031526,熊本県,郵便局,簡易,河陰145-3,阿蘇久木野簡易郵便局
河陽郵便局,,32.84554,131.022082,熊本県,郵便局,普通,河陽2990-2,河陽郵便局
白水郵便局,,32.824098,131.080772,熊本県,郵便局,普通,吉田1444-1,白水郵便局
中松郵便局,,32.828542,131.05033,熊本県,郵便局,普通,中松240-3,中松郵便局
立野郵便局,,32.879786,130.969391,熊本県,郵便局,普通,立野1529-5,立野郵便局
高木簡易郵便局,,32.733939,130.794423,熊本県,郵便局,簡易,高木3456,高木簡易郵便局
七滝郵便局,,32.723464,130.864805,熊本県,郵便局,普通,七滝2106,七滝郵便局
茶屋本簡易郵便局,,32.735408,130.856767,熊本県,郵便局,簡易,上野1575,茶屋本簡易郵便局
御船上野郵便局,,32.747908,130.883403,熊本県,郵便局,普通,上野5112-1,御船上野郵便局
水越簡易郵便局,,32.6864552307,130.86959676,熊本県,郵便局,簡易,水越2415-1,水越簡易郵便局
御船郵便局,,32.715326,130.798661,熊本県,郵便局,普通,滝川19,御船郵便局
滝尾簡易郵便局,,32.70005,130.822521,熊本県,郵便局,簡易,滝尾661-1,滝尾簡易郵便局
玉来簡易郵便局,,32.7495910009,130.855658754,熊本県,郵便局,簡易,田代950-1,玉来簡易郵便局
辺田見簡易郵便局,,32.707328,130.802345231,熊本県,郵便局,簡易,辺田見449-4,辺田見簡易郵便局
豊秋簡易郵便局,,32.723908,130.766996,熊本県,郵便局,簡易,豊秋1149-2,豊秋簡易郵便局
木倉簡易郵便局,,32.7204239965,130.80877136,熊本県,郵便局,簡易,木倉915-5,木倉簡易郵便局
六嘉郵便局,,32.745172,130.768716,熊本県,郵便局,普通,上六嘉2383,六嘉郵便局
嘉島郵便局,,32.744461,130.739885,熊本県,郵便局,普通,鯰2766,嘉島郵便局
益城郵便局,,32.7931499462,130.817024797,熊本県,郵便局,普通,宮園721-6,益城郵便局
古閑簡易郵便局（一時閉鎖）,,32.794433,130.783785,熊本県,郵便局,簡易,広崎1577-2,古閑簡易郵便局（一時閉鎖）
津森郵便局,,32.807238,130.857396507,熊本県,郵便局,普通,小谷248-1,津森郵便局
惣領郵便局,,32.784125,130.802019,熊本県,郵便局,普通,惣領1481-3,惣領郵便局
砥川郵便局,,32.759988,130.813991,熊本県,郵便局,普通,砥川1872-3,砥川郵便局
福田郵便局,,32.784486,130.831739,熊本県,郵便局,普通,福原1944-3,福田郵便局
甲佐郵便局,,32.653277,130.809607,熊本県,郵便局,普通,岩下86,甲佐郵便局
宮内簡易郵便局,,32.6520528507,130.852864362,熊本県,郵便局,簡易,小鹿1358-1,宮内簡易郵便局
竜野郵便局,,32.672518,130.816348,熊本県,郵便局,普通,上早川1158-2,竜野郵便局
早川簡易郵便局,,32.6898259744,130.803382116,熊本県,郵便局,簡易,早川1295-3,早川簡易郵便局
津志田郵便局,,32.68894,130.789246,熊本県,郵便局,普通,津志田2121,津志田郵便局
白旗簡易郵便局,,32.702848,130.77833,熊本県,郵便局,簡易,白旗2286,白旗簡易郵便局
井無田簡易郵便局,,32.732663,131.102079,熊本県,郵便局,簡易,井無田1152,井無田簡易郵便局
下矢部郵便局,,32.672833,130.927874,熊本県,郵便局,普通,猿渡4800-1,下矢部郵便局
浜町郵便局,,32.684,130.988091,熊本県,郵便局,普通,下市56-5,浜町郵便局
名連川簡易郵便局,,32.730717,131.004448,熊本県,郵便局,簡易,下名連石468-1,名連川簡易郵便局
金内郵便局,,32.731327,130.950426,熊本県,郵便局,普通,金内1220-1-2,金内郵便局
菅尾簡易郵便局,,32.712931,131.147273,熊本県,郵便局,簡易,菅尾1254-4,菅尾簡易郵便局
御岳郵便局,,32.679057,131.036309,熊本県,郵便局,普通,川野2250,御岳郵便局
清和郵便局,,32.690307,131.086638,熊本県,郵便局,普通,大平361,清和郵便局
白糸郵便局,,32.638587,130.98476,熊本県,郵便局,普通,津留977-2,白糸郵便局
島木簡易郵便局,,32.711301,130.914013,熊本県,郵便局,簡易,島木5469-5,島木簡易郵便局
蘇陽郵便局,,32.680558,131.155244,熊本県,郵便局,普通,馬見原61-11,蘇陽郵便局
柏郵便局,,32.742489,131.178774,熊本県,郵便局,普通,柏963-1,柏郵便局
白小野簡易郵便局,,32.662196,130.96726,熊本県,郵便局,簡易,白小野147-3,白小野簡易郵便局
中島簡易郵便局,,32.7350140262,130.892299333,熊本県,郵便局,簡易,北中島1343-1,中島簡易郵便局
清和緑川簡易郵便局,,32.6329756388,131.090800389,熊本県,郵便局,簡易,緑川1045,清和緑川簡易郵便局
宮原郵便局,,32.556145,130.682704,熊本県,郵便局,普通,宮原栄久70,宮原郵便局
竜北郵便局,,32.583058,130.671453,熊本県,郵便局,普通,鹿島1138-2,竜北郵便局
海浦簡易郵便局,,32.330993,130.485755,熊本県,郵便局,簡易,海浦344,海浦簡易郵便局
吉尾郵便局,,32.328886,130.587497,熊本県,郵便局,普通,吉尾434-2,吉尾郵便局
計石郵便局,,32.303024,130.483867,熊本県,郵便局,普通,計石447-1,計石郵便局
芦北郵便局,,32.303164,130.505449,熊本県,郵便局,普通,佐敷255-1,芦北郵便局
女島簡易郵便局,,32.275989,130.480217,熊本県,郵便局,簡易,女島834,女島簡易郵便局
小田浦簡易郵便局,,32.350381,130.505891,熊本県,郵便局,簡易,小田浦1368-1,小田浦簡易郵便局
内野簡易郵便局,,32.245058,130.5142,熊本県,郵便局,簡易,大川内625,内野簡易郵便局
肥後大野郵便局,,32.292392,130.579919,熊本県,郵便局,普通,天月1261-10,肥後大野郵便局
田浦郵便局,,32.362269,130.511473,熊本県,郵便局,普通,田浦823-6,田浦郵便局
湯浦郵便局,,32.271305,130.501895,熊本県,郵便局,普通,湯浦276-1,湯浦郵便局
津奈木郵便局,,32.232169,130.453373,熊本県,郵便局,普通,岩城9-3,津奈木郵便局
福浜簡易郵便局,,32.254034,130.436028,熊本県,郵便局,簡易,福浜1659,福浜簡易郵便局
平国簡易郵便局,,32.271331,130.451593,熊本県,郵便局,簡易,福浜4125,平国簡易郵便局
錦郵便局,,32.201581,130.839976,熊本県,郵便局,普通,一武清尾1587-1,錦郵便局
錦西郵便局,,32.196571,130.819538,熊本県,郵便局,普通,西3363-5,錦西郵便局
錦サンロードシティ簡易郵便局,,32.192571,130.795651,熊本県,郵便局,簡易,西打越715-1,錦サンロードシティ簡易郵便局
木上郵便局,,32.224037,130.834377,熊本県,郵便局,普通,木上西364,木上郵便局
久米郵便局,,32.251457,130.959026,熊本県,郵便局,普通,久米847-1,久米郵便局
黒肥地簡易郵便局,,32.275094,130.94336,熊本県,郵便局,簡易,黒肥地1620-2,黒肥地簡易郵便局
多良木郵便局,,32.2597213973,130.937496812,熊本県,郵便局,普通,多良木1027-1,多良木郵便局
横馬場簡易郵便局,,32.256845,130.927612,熊本県,郵便局,簡易,多良木3117-3,横馬場簡易郵便局
多良木上ノ原簡易郵便局,,32.264372,130.939361,熊本県,郵便局,簡易,多良木34-2,多良木上ノ原簡易郵便局
槻木簡易郵便局,,32.2049529441,131.019714623,熊本県,郵便局,簡易,槻木153-1,槻木簡易郵便局
湯前上村簡易郵便局,,32.270403,130.982175,熊本県,郵便局,簡易,2788-1,湯前上村簡易郵便局
湯前郵便局,,32.283122,130.978885,熊本県,郵便局,普通,2848-1,湯前郵便局
水上郵便局,,32.296288,130.987439,熊本県,郵便局,普通,岩野2588,水上郵便局
古屋敷郵便局,,32.376998,131.02264,熊本県,郵便局,普通,江代1171-5,古屋敷郵便局
湯山郵便局,,32.319589,131.042799,熊本県,郵便局,普通,湯山1581-3,湯山郵便局
四浦郵便局,,32.305922,130.847811,熊本県,郵便局,普通,四浦東2893-2,四浦郵便局
深水簡易郵便局,,32.237761,130.802816,熊本県,郵便局,簡易,深水937-2,深水簡易郵便局
川郵便局,,32.255871,130.815704,熊本県,郵便局,普通,川辺1755,川郵便局
柳瀬簡易郵便局,,32.225206,130.792734,熊本県,郵便局,簡易,柳瀬124-9,柳瀬簡易郵便局
五木郵便局,,32.397767,130.827009,熊本県,郵便局,普通,甲2672-35,五木郵便局
宮園簡易郵便局,,32.439706,130.857333,熊本県,郵便局,簡易,甲5617,宮園簡易郵便局
山江郵便局,,32.247572,130.768574,熊本県,郵便局,普通,山田乙11,山江郵便局
一勝地郵便局,,32.2505885554,130.652898584,熊本県,郵便局,普通,一勝地甲379-5,一勝地郵便局
神瀬郵便局,,32.312027,130.613802,熊本県,郵便局,普通,神瀬甲1068-1,神瀬郵便局
渡郵便局,,32.238647,130.693048,熊本県,郵便局,普通,渡乙1695-1,渡郵便局
岡原郵便局,,32.240059,130.931828,熊本県,郵便局,普通,岡原北885-4,岡原郵便局
上村郵便局,,32.209718,130.904358,熊本県,郵便局,普通,上南2245-3,上村郵便局_2
深田郵便局,,32.243706,130.874811,熊本県,郵便局,普通,深田東795-1,深田郵便局
須恵簡易郵便局,,32.2656434428,130.905115102,熊本県,郵便局,簡易,須恵1204-3,須恵簡易郵便局
免田郵便局,,32.234805,130.894348,熊本県,郵便局,普通,免田東1699-13,免田郵便局
免田吉井簡易郵便局,,32.236751,130.901781,熊本県,郵便局,簡易,免田東1950-7,免田吉井簡易郵便局
坂瀬川郵便局,,32.528159,130.09115,熊本県,郵便局,普通,坂瀬川1-1,坂瀬川郵便局
苓北郵便局,,32.512499,130.054996,熊本県,郵便局,普通,志岐375-1,苓北郵便局
上津深江簡易郵便局,,32.523353819,130.08091997,熊本県,郵便局,簡易,上津深江4535-2,上津深江簡易郵便局
都呂々郵便局,,32.46886,130.040524,熊本県,郵便局,普通,都呂々1276-17,都呂々郵便局
富岡郵便局（一時閉鎖）,,32.51758,130.036647,熊本県,郵便局,普通,富岡2964-1,富岡郵便局（一時閉鎖）
長崎東郵便局,,32.7763300533,129.953954566,長崎県,郵便局,普通,かき道1-39-1,長崎東郵便局
長崎矢上団地郵便局,,32.770313,129.961301,長崎県,郵便局,普通,かき道3-1-11,長崎矢上団地郵便局
長崎ダイヤランド郵便局,,32.701422,129.85835,長崎県,郵便局,普通,ダイヤランド4-7-1,長崎ダイヤランド郵便局
長崎愛宕郵便局,,32.73442,129.890375,長崎県,郵便局,普通,愛宕3-10-3,長崎愛宕郵便局
伊王島郵便局,,32.703993,129.778959,長崎県,郵便局,普通,伊王島町1-3277-2,伊王島郵便局
為石郵便局,,32.647061,129.830882,長崎県,郵便局,普通,為石町3213-4,為石郵便局
土井首郵便局,,32.695562,129.847628,長崎県,郵便局,普通,磯道町575-1,土井首郵便局
長崎横尾郵便局,,32.813411,129.837487,長崎県,郵便局,普通,横尾1-12-17,長崎横尾郵便局
黒崎郵便局,,32.836437,129.714434,長崎県,郵便局,普通,下黒崎町1335,黒崎郵便局
長崎花園郵便局,,32.7731870054,129.851707319,長崎県,郵便局,普通,花園町5-2,長崎花園郵便局
三和郵便局,,32.652159,129.817223,長崎県,郵便局,普通,蚊焼町3026,三和郵便局_2
長崎滑石郵便局,,32.807356,129.837265,長崎県,郵便局,普通,滑石5-1-60,長崎滑石郵便局
長崎大園郵便局,,32.805412,129.836682,長崎県,郵便局,普通,滑石5-3-5-101,長崎大園郵便局
長崎丸尾郵便局,,32.748946,129.862793,長崎県,郵便局,普通,丸尾町1-45,長崎丸尾郵便局
長崎岩屋郵便局,,32.802551,129.851514,長崎県,郵便局,普通,岩屋町23-3,長崎岩屋郵便局
長崎漁港郵便局,,32.823019,129.771422,長崎県,郵便局,普通,京泊3-10-2,長崎漁港郵便局
形上郵便局,,32.949596,129.785213,長崎県,郵便局,普通,琴海形上町1862-12,形上郵便局
村松郵便局,,32.866795,129.787281,長崎県,郵便局,普通,琴海村松町703-7,村松郵便局
長崎中央郵便局,,32.751057,129.873347,長崎県,郵便局,普通,恵美須町1-1,長崎中央郵便局
古賀郵便局,,32.799999,129.960006,長崎県,郵便局,普通,古賀町897-3,古賀郵便局
長崎戸石郵便局,,32.766947,129.979617,長崎県,郵便局,普通,戸石町1754-1,長崎戸石郵便局
長崎戸町郵便局,,32.720921,129.863877,長崎県,郵便局,普通,戸町2-11-1,長崎戸町郵便局
二本松簡易郵便局,,32.7255431302,129.868736719,長崎県,郵便局,簡易,戸町2-172-12,二本松簡易郵便局
長崎稲佐郵便局,,32.755862,129.862293,長崎県,郵便局,普通,光町16-24,長崎稲佐郵便局
長崎県庁内郵便局,,32.745086,129.87332,長崎県,郵便局,普通,江戸町2-13,長崎県庁内郵便局
香焼郵便局,,32.687506,129.81002,長崎県,郵便局,普通,香焼町1070-4,香焼郵便局
長浜郵便局,,32.694256,129.816631,長崎県,郵便局,普通,香焼町381-5,長浜郵便局_2
高島郵便局,,32.657621,129.754256,長崎県,郵便局,普通,高島町2706-36,高島郵便局
高浜郵便局,,32.604853,129.786792,長崎県,郵便局,普通,高浜町3265-7,高浜郵便局
長崎麹屋郵便局,,32.748085,129.882763,長崎県,郵便局,普通,麹屋町6-2,長崎麹屋郵便局
長崎大学病院内郵便局,,32.769667,129.868319,長崎県,郵便局,普通,坂本1-7-1,長崎大学病院内郵便局
長崎桜町郵便局,,32.749725,129.877681,長崎県,郵便局,普通,桜町5-3,長崎桜町郵便局
長崎三原郵便局,,32.78405,129.880586,長崎県,郵便局,普通,三原1-27-1,長崎三原郵便局
三重郵便局,,32.824798,129.747604,長崎県,郵便局,普通,三重町1096-7,三重郵便局_2
式見郵便局,,32.785663,129.791352,長崎県,郵便局,普通,式見町200-1,式見郵便局
長崎若竹郵便局,,32.795108,129.854431,長崎県,郵便局,普通,若竹町15-15,長崎若竹郵便局
手熊簡易郵便局,,32.77828,129.800562,長崎県,郵便局,簡易,手熊町331-20,手熊簡易郵便局
日見郵便局,,32.759197,129.941426,長崎県,郵便局,普通,宿町27-2,日見郵便局
長崎小ヶ倉郵便局,,32.705116,129.850045,長崎県,郵便局,普通,小ケ倉町2-211,長崎小ヶ倉郵便局
長崎小江原郵便局,,32.780916,129.836892,長崎県,郵便局,普通,小江原3-2-8,長崎小江原郵便局
長崎小榊郵便局,,32.726586,129.838461,長崎県,郵便局,普通,小瀬戸町82-2,長崎小榊郵便局
長崎小曽根郵便局,,32.734309,129.867682,長崎県,郵便局,普通,小曽根町1-32,長崎小曽根郵便局
長崎松山郵便局,,32.774194,129.863375,長崎県,郵便局,普通,松山町6-8,長崎松山郵便局
新戸町簡易郵便局,,32.711033,129.866405,長崎県,郵便局,簡易,新戸町3-17-4,新戸町簡易郵便局
長崎新大工町郵便局,,32.752863,129.885207,長崎県,郵便局,普通,新大工町1-7,長崎新大工町郵便局
深堀郵便局,,32.687312,129.826574,長崎県,郵便局,普通,深堀町2-230-1,深堀郵便局
神浦郵便局,,32.877741,129.679995,長崎県,郵便局,普通,神浦夏井町408-6,神浦郵便局
西海郷簡易郵便局,,32.8522958052,129.781178405,長崎県,郵便局,簡易,西海町2030-6,西海郷簡易郵便局
長崎西山台簡易郵便局,,32.7818769956,129.891764696,長崎県,郵便局,簡易,西山台2-11-3,長崎西山台簡易郵便局
西出津簡易郵便局,,32.839773,129.702369,長崎県,郵便局,簡易,西出津町2923,西出津簡易郵便局
長崎住吉郵便局,,32.789275,129.861792,長崎県,郵便局,普通,千歳町5-1,長崎住吉郵便局
千々簡易郵便局,,32.6571655092,129.878094348,長崎県,郵便局,簡易,千々町306-5,千々簡易郵便局
川原簡易郵便局,,32.633318,129.834265,長崎県,郵便局,簡易,川原町2355,川原簡易郵便局_2
長崎北郵便局,,32.768889,129.863598,長崎県,郵便局,普通,川口町9-20,長崎北郵便局
太田尾簡易郵便局,,32.7284909978,129.934518113,長崎県,郵便局,簡易,太田尾町2271-1,太田尾簡易郵便局
長崎大浦郵便局,,32.731976,129.873876,長崎県,郵便局,普通,大浦東町1-28,長崎大浦郵便局
長崎大橋郵便局,,32.782526,129.862181,長崎県,郵便局,普通,大橋町7-21,長崎大橋郵便局
池島郵便局,,32.883865,129.599574,長崎県,郵便局,普通,池島町911-6,池島郵便局
長崎中園郵便局,,32.791997,129.859375,長崎県,郵便局,普通,中園町10-4,長崎中園郵便局
長崎中川郵便局,,32.752641,129.891818,長崎県,郵便局,普通,中川2-1-9,長崎中川郵便局
長浦郵便局,,32.9084616079,129.78266058,長崎県,郵便局,普通,長浦町2722-1,長浦郵便局
長崎天神郵便局,,32.759334,129.86807,長崎県,郵便局,普通,天神町3-5,長崎天神郵便局
長崎田上郵便局,,32.726227,129.890597,長崎県,郵便局,普通,田上2-6-6,長崎田上郵便局
長崎卸団地簡易郵便局,,32.767529,129.941759,長崎県,郵便局,簡易,田中町1201,長崎卸団地簡易郵便局
長崎立神郵便局,,32.73628,129.85096,長崎県,郵便局,普通,東立神町18-3,長崎立神郵便局
長崎銅座町郵便局,,32.743368,129.87598,長崎県,郵便局,普通,銅座町4-14,長崎銅座町郵便局
南が丘簡易郵便局,,32.729588,129.884486,長崎県,郵便局,簡易,南が丘町2-11,南が丘簡易郵便局
長崎梅香崎郵便局,,32.740364,129.875181,長崎県,郵便局,普通,梅香崎町1-3,長崎梅香崎郵便局
長崎白鳥郵便局,,32.786026,129.856848,長崎県,郵便局,普通,白鳥町5-12,長崎白鳥郵便局
長崎白木郵便局,,32.739281,129.894902,長崎県,郵便局,普通,白木町5-6,長崎白木郵便局
長崎富士見郵便局,,32.771611,129.856182,長崎県,郵便局,普通,富士見町3-24,長崎富士見郵便局
福田郵便局,,32.746001,129.818851,長崎県,郵便局,普通,福田本町210-1,福田郵便局_2
長崎文教郵便局,,32.789387,129.871318,長崎県,郵便局,普通,文教町8-1,長崎文教郵便局
長崎平山郵便局,,32.664842,129.835658,長崎県,郵便局,普通,平山町816,長崎平山郵便局
長崎片淵郵便局,,32.757001,129.888013,長崎県,郵便局,普通,片淵2-8-5,長崎片淵郵便局
長崎造船所内簡易郵便局,,32.738947,129.856571,長崎県,郵便局,簡易,飽の浦町1-1,長崎造船所内簡易郵便局
長崎飽ノ浦郵便局,,32.743891,129.858377,長崎県,郵便局,普通,飽の浦町4-1,長崎飽ノ浦郵便局
長崎本原郵便局,,32.779999,129.869819,長崎県,郵便局,普通,本原町1-24,長崎本原郵便局
長崎末石郵便局,,32.685757,129.835352,長崎県,郵便局,普通,末石町297-9,長崎末石郵便局
長崎万屋郵便局,,32.744641,129.87993,長崎県,郵便局,普通,万屋町6-29,長崎万屋郵便局
茂木郵便局,,32.706268,129.911699,長崎県,郵便局,普通,茂木町76-16,茂木郵便局
樺島郵便局,,32.565533,129.784989,長崎県,郵便局,普通,野母崎樺島町1729-4,樺島郵便局
野母崎郵便局,,32.582285,129.754623,長崎県,郵便局,普通,野母町2151-14,野母崎郵便局
長崎思案橋郵便局,,32.742669,129.881208,長崎県,郵便局,普通,油屋町1-14,長崎思案橋郵便局
長崎油木郵便局,,32.779887,129.855098,長崎県,郵便局,普通,油木町11-7,長崎油木郵便局
長崎梁川郵便局,,32.762139,129.859959,長崎県,郵便局,普通,梁川町5-21,長崎梁川郵便局
脇岬郵便局,,32.580542,129.778299,長崎県,郵便局,普通,脇岬町3314,脇岬郵便局
佐世保稲荷郵便局,,33.157237,129.734847,長崎県,郵便局,普通,稲荷町2-9,佐世保稲荷郵便局
宇久神浦郵便局,,33.255858,129.098213,長崎県,郵便局,普通,宇久町神浦2883-3,宇久神浦郵便局
宇久平郵便局,,33.262978,129.133512,長崎県,郵便局,普通,宇久町平3033-2,宇久平郵便局
佐世保栄町郵便局,,33.173013,129.720321,長崎県,郵便局,普通,栄町6-1,佐世保栄町郵便局
佐世保塩浜郵便局,,33.166375,129.721932,長崎県,郵便局,普通,塩浜町1-3,佐世保塩浜郵便局
佐世保卸団地簡易郵便局,,33.152072,129.768178,長崎県,郵便局,簡易,卸本町12-2,佐世保卸団地簡易郵便局
佐世保花園郵便局,,33.182123,129.725014,長崎県,郵便局,普通,花園町2-9,佐世保花園郵便局
佐世保花高郵便局,,33.136991,129.804064,長崎県,郵便局,普通,花高1-4-3,佐世保花高郵便局
皆瀬郵便局,,33.212593,129.6976,長崎県,郵便局,普通,皆瀬町25,皆瀬郵便局
御橋郵便局,,33.268894,129.715388,長崎県,郵便局,普通,吉井町橋川内471-8,御橋郵便局
福井郵便局,,33.282307,129.699338,長崎県,郵便局,普通,吉井町直谷1074-2,福井郵便局
吉井郵便局,,33.269868,129.687566,長崎県,郵便局,普通,吉井町立石497-1,吉井郵便局
佐世保宮田郵便局,,33.185014,129.718133,長崎県,郵便局,普通,宮田町1-16,佐世保宮田郵便局
佐世保郵便局,,33.170597,129.724292,長崎県,郵便局,普通,京坪町3-10,佐世保郵便局
佐世保浜田郵便局,,33.174513,129.71571,長崎県,郵便局,普通,元町7-4,佐世保浜田郵便局
佐世保御船郵便局,,33.168902,129.702267,長崎県,郵便局,普通,御船町9-14,佐世保御船郵便局
佐世保光町簡易郵便局,,33.205703,129.652826,長崎県,郵便局,簡易,光町1-45,佐世保光町簡易郵便局
佐世保広田郵便局,,33.128936,129.800065,長崎県,郵便局,普通,広田1-10-26,佐世保広田郵便局
江迎郵便局,,33.3069251157,129.62995,長崎県,郵便局,普通,江迎町長坂172-8,江迎郵便局
猪調郵便局,,33.282175765,129.681739377,長崎県,郵便局,普通,江迎町田ノ元472-4,猪調郵便局
高岩簡易郵便局,,33.297193,129.638074,長崎県,郵便局,簡易,江迎町乱橋566-6,高岩簡易郵便局
黒島郵便局,,33.143958,129.529419,長崎県,郵便局,普通,黒島町193-11,黒島郵便局_2
佐世保黒髪郵便局,,33.163071,129.769344,長崎県,郵便局,普通,黒髪町18-41,佐世保黒髪郵便局
椿ヶ丘簡易郵便局（一時閉鎖）,,33.163432,129.778788,長崎県,郵便局,簡易,黒髪町6277-2,椿ヶ丘簡易郵便局（一時閉鎖）
佐世保今福郵便局,,33.170596,129.706572,長崎県,郵便局,普通,今福町20-8,佐世保今福郵便局
三川内山簡易郵便局,,33.134075,129.833867,長崎県,郵便局,簡易,三川内町1090,三川内山簡易郵便局
三川内郵便局,,33.152046,129.829201,長崎県,郵便局,普通,三川内本町289-1,三川内郵便局
佐世保山祇簡易郵便局,,33.168042,129.73418,長崎県,郵便局,簡易,山祇町20-3,佐世保山祇簡易郵便局
江上郵便局,,33.109493,129.785094,長崎県,郵便局,普通,指方町1778-5,江上郵便局
鹿子前簡易郵便局,,33.1609279588,129.687574739,長崎県,郵便局,簡易,鹿子前町381-2,鹿子前簡易郵便局
鹿町郵便局,,33.2728306901,129.589767246,長崎県,郵便局,普通,鹿町町下歌ヶ浦527-14,鹿町郵便局
大加勢簡易郵便局,,33.2637601261,129.584388044,長崎県,郵便局,簡易,鹿町町下歌ケ浦811,大加勢簡易郵便局
船石簡易郵便局,,33.2796321698,129.613190477,長崎県,郵便局,簡易,鹿町町鹿町663-6,船石簡易郵便局
大屋簡易郵便局,,33.2835696398,129.590739591,長崎県,郵便局,簡易,鹿町町大屋463-3,大屋簡易郵便局
神林簡易郵便局,,33.2543961258,129.57216316,長崎県,郵便局,簡易,鹿町町長串331-6,神林簡易郵便局
御堂簡易郵便局,,33.3037430271,129.617921696,長崎県,郵便局,簡易,鹿町町土肥ノ浦106-1,御堂簡易郵便局
佐世保十郎原郵便局,,33.139406,129.739958,長崎県,郵便局,普通,十郎新町14-25,佐世保十郎原郵便局
佐世保春日郵便局,,33.196955,129.722292,長崎県,郵便局,普通,春日町16-2,佐世保春日郵便局
佐世保勝富郵便局,,33.17343,129.729014,長崎県,郵便局,普通,勝富町6-1,佐世保勝富郵便局
黒石簡易郵便局,,33.225011,129.635805,長崎県,郵便局,簡易,小佐々町黒石307-12,黒石簡易郵便局_2
臼の浦簡易郵便局,,33.216875,129.621412,長崎県,郵便局,簡易,小佐々町小坂253-5,臼の浦簡易郵便局
小佐々郵便局,,33.227021,129.617553,長崎県,郵便局,普通,小佐々町田原69-23,小佐々郵便局
楠泊郵便局,,33.217855,129.579668,長崎県,郵便局,普通,小佐々町楠泊690-2,楠泊郵便局
矢岳簡易郵便局,,33.232266,129.569371,長崎県,郵便局,簡易,小佐々町矢岳552,矢岳簡易郵便局
小佐世保簡易郵便局,,33.176374,129.733236,長崎県,郵便局,簡易,小佐世保町14-6,小佐世保簡易郵便局
佐世保小島簡易郵便局,,33.166846,129.698962,長崎県,郵便局,簡易,小島町19-35,佐世保小島簡易郵便局
